iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.326646,-0.014216,0.147689,0.00624,1394,0.14049,0.0,0.0,-0.01,0.00252,-0.02863,0.00351,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.193943,-0.021971,0.096125,0.005933,1437,0.14071,0.0,0.0,-0.01,0.00348,-0.02169,0.00364,-0.00072,0.0
3,3072,-18.64367,350.5,0.0,0.0,2.177028,-0.001131,9.826061,0.00115,1754,0.16028,1.0,0.97849,-0.01,0.00441,-0.01447,0.0029,-0.1047,-0.00073
4,4096,-24.79822,426.16667,0.0,0.0,2.21534,-0.02158,4.809838,0.001223,1646,0.15006,0.83333,0.99724,-0.01,0.00418,-0.01506,0.00294,-0.06586,-0.00106
5,5120,-20.15054,262.0,0.0,0.0,2.148144,-0.069526,7.043211,0.002413,1785,0.16808,1.0,0.97727,-0.01,0.00347,-0.01391,0.00293,-0.10101,-0.00083
6,6144,-22.00152,294.0,0.0,0.0,2.093354,-0.004315,3.789539,0.004205,2114,0.16975,1.0,1.0,-0.01,0.00335,-0.01522,0.002,-0.04138,-0.00094
7,7168,-21.57176,423.5,0.0,0.0,2.068072,-0.0014,10.057767,0.001454,2493,0.18187,1.0,0.99115,-0.01,0.00345,-0.01523,0.00254,-0.12817,-0.00111
8,8192,-6.00112,450.0,0.0,0.0,2.015662,-0.006199,0.433428,0.003901,2029,0.17854,0.0,0.98913,-0.01,0.00279,-0.00957,0.00281,-0.00609,0.0
9,9216,-25.36564,416.0,0.0,0.0,1.943035,-0.017264,2.665214,0.004016,1947,0.17234,1.0,0.97917,-0.01,0.00259,-0.01068,0.00284,-0.03363,-0.00082
10,10240,-9.85034,370.0,0.0,0.0,1.875756,-0.005248,2.82041,0.005193,2080,0.19205,1.0,0.91667,-0.01,0.00415,-0.00793,0.00266,-0.03344,-0.00044
11,11264,-10.19215,450.0,0.0,0.0,1.899298,-0.00386,0.202236,0.002097,1894,0.17874,0.33333,0.96899,-0.01,0.00476,-0.00951,0.00283,-0.00046,0.0
