iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.39311,-0.007364,0.211009,0.006292,0.531986,0.0994,0.135155,-0.025561,0.250798,-0.596216,1.386379,4.0,0.0003,0,844,0.27274,0.37402,0.0,nan,0.0,0.0,,,-0.01,0.00555,-0.00371,-0.02589,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.319962,-0.004066,0.084568,0.002123,0.404399,0.008929,0.72359,-0.593404,1.279376,-1.071839,2.298275,4.0,0.0002999,0,851,0.25827,0.35277,0.0,nan,0.0,0.0,,,-0.01,0.00494,-0.00076,-0.02186,-0.00132,0.0
3,3072,nan,nan,0.0,0.0,1.797869,-0.003719,0.065815,0.002708,0.344465,0.025216,0.865434,-1.068822,2.251299,-1.488335,3.030372,4.0,0.0002998,0,883,0.23445,0.34167,0.0,nan,0.0,0.0,,,-0.01,0.00456,-0.00166,-0.01738,-0.00766,0.0
4,4096,-12.92188,450.0,0.0,0.0,1.805251,-0.005892,0.036852,0.003868,0.29409,0.046561,0.917813,-1.432149,2.960174,-1.83504,3.77929,4.0,0.00029969,8,872,0.29097,0.39526,1.0,nan,0.25,0.7081,,,-0.01,0.00659,-0.00302,-0.02773,-0.00203,0.0
5,5120,nan,nan,0.0,0.0,1.572822,-0.004613,0.034272,0.003134,0.275627,0.036203,0.953172,-1.645533,3.82544,-1.991925,4.200807,4.0,0.00029959,0,903,0.29326,0.39987,1.0,nan,0.0,0.0,,,-0.01,0.00674,-0.00459,-0.01277,-0.01372,0.0
6,6144,-8.39625,272.5,0.0,0.0,0.972669,-0.00278,0.048426,0.001186,0.247529,0.010638,0.927912,-2.015365,3.895685,-2.338039,4.097475,4.0,0.00029949,4,1004,0.23863,0.34571,0.66667,nan,1.0,0.68142,,,-0.01,0.00777,-0.00468,-0.02691,-0.00998,-0.01733
7,7168,-6.99362,224.33333,0.0,0.0,1.209136,-0.003601,0.03505,0.001653,0.25007,0.019985,0.935442,-2.699584,3.714945,-2.925663,3.793998,4.0,0.00029939,3,954,0.25364,0.34807,0.53333,nan,1.0,0.73134,,,-0.01,0.00836,-0.00671,-0.01441,-0.01554,-0.01093
8,8192,-7.33465,290.5,0.0,0.0,1.567334,-0.004538,0.041064,0.002577,0.274471,0.031215,0.926232,-2.942551,3.731162,-3.266089,3.95842,4.0,0.00029928,6,878,0.25937,0.36023,0.52381,nan,1.0,0.80882,,,-0.01,0.00932,-0.00329,-0.01608,-0.01751,-0.00865
9,9216,-6.50438,209.4,0.0,0.0,1.019884,-0.003079,0.037261,0.001547,0.237376,0.019566,0.896456,-3.418664,3.298217,-3.500019,3.283001,4.0,0.00029918,5,969,0.25015,0.35292,0.42308,nan,1.0,0.81818,,,-0.01,0.00923,-0.00238,-0.01416,-0.01844,-0.0211
10,10240,-6.73238,266.5,0.0,0.0,1.423953,-0.005727,0.02944,0.004408,0.250881,0.070278,0.933641,-3.49395,3.383466,-3.613385,3.521126,4.0,0.00029908,4,875,0.23404,0.32824,0.4,nan,1.0,0.81967,,,-0.01,0.00981,-0.00069,-0.01178,-0.01645,-0.00931
11,11264,-5.22729,189.0,0.0,0.0,1.239797,-0.004978,0.026438,0.004163,0.232544,0.064383,0.938198,-3.287848,3.32412,-3.346091,3.486193,4.0,0.00029898,5,885,0.22859,0.32379,0.34286,nan,1.0,0.55,,,-0.01,0.00998,-0.00076,-0.01486,-0.01678,-0.01758
12,12288,-5.52055,157.0,0.0,0.0,1.035163,-0.00423,0.022341,0.002031,0.223103,0.026716,0.949312,-3.168819,3.329265,-3.259583,3.529652,4.0,0.00029887,4,968,0.22522,0.32087,0.30769,nan,1.0,0.67857,,,-0.01,0.00992,-0.0033,-0.01719,-0.01438,-0.01623
13,13312,-5.24359,356.0,0.0,0.0,0.841076,-0.003466,0.01024,0.001373,0.217675,0.012486,0.975377,-3.148138,3.344507,-3.169143,3.430054,4.0,0.00029877,3,1026,0.21273,0.30028,0.33333,nan,0.33333,0.7561,,,-0.01,0.00885,-0.00538,-0.01155,-0.01262,-0.00492
14,14336,-5.42654,288.2,0.0,0.0,1.293084,-0.004774,0.027085,0.003052,0.238686,0.026088,0.939265,-3.650252,3.319797,-3.773183,3.58903,4.0,0.00029867,5,928,0.23607,0.32069,0.34043,nan,0.8,0.71875,,,-0.01,0.00889,-0.00092,-0.01811,-0.01055,-0.00971
15,15360,-4.77562,450.0,0.0,0.0,0.928476,-0.002562,0.026646,0.000714,0.229679,0.003662,0.917624,-3.422133,2.958964,-3.504267,3.008965,4.0,0.00029857,1,980,0.21426,0.3076,0.35417,nan,1.0,0.72222,,,-0.01,0.00882,0.00049,-0.01846,-0.01718,0.0
16,16384,-6.27294,241.6,0.0,0.0,1.208714,-0.004132,0.036894,0.002157,0.235317,0.025426,0.911738,-3.9956,3.223734,-4.153248,3.49129,4.0,0.00029846,5,929,0.21841,0.31337,0.32075,nan,1.0,0.68293,,,-0.01,0.00732,0.0009,-0.02051,-0.01323,-0.01704
17,17408,-7.446,292.6,0.0,0.0,1.044412,-0.004671,0.023844,0.002887,0.310425,0.037667,0.945297,-3.948232,3.343049,-3.94285,3.593198,4.0,0.00029836,5,954,0.21894,0.31719,0.32759,nan,1.0,0.67647,,,-0.01,0.00954,0.00205,-0.01992,-0.01293,-0.01149
18,18432,-5.34783,165.28571,0.0,0.0,1.162619,-0.00549,0.028844,0.00395,0.266381,0.050223,0.926305,-3.687898,3.565573,-3.676615,3.46483,4.0,0.00029826,7,903,0.21808,0.31992,0.29231,nan,1.0,0.54286,,,-0.01,0.00983,0.00049,-0.01521,-0.02522,-0.02434
19,19456,-5.22948,164.57143,0.0,0.0,1.124067,-0.005316,0.024008,0.003257,0.263124,0.039446,0.915775,-3.682303,3.069369,-3.602684,2.947333,4.0,0.00029816,7,915,0.2185,0.32346,0.27778,nan,0.85714,0.65,,,-0.01,0.01335,-0.0021,-0.01075,-0.02637,-0.02182
20,20480,-4.24435,120.6,0.0,0.0,0.956426,-0.004855,0.017247,0.001906,0.306149,0.017997,0.926071,-3.401671,2.768413,-3.285034,2.627263,4.0,0.00029805,5,956,0.19939,0.28485,0.25974,nan,1.0,0.55,,,-0.01,0.01235,-0.00072,-0.00968,-0.01724,-0.02121
