iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,-1.5271,17.9434,0.0,0.0,2.1175,-0.093102,0.5004,0.007036,1662,-0.01,0.02498,0.02392,-0.00011,-0.10775,-0.03652
2,2048,-1.56071,17.11475,0.0,0.0,2.119108,0.065886,0.295672,0.004334,1640,-0.01,0.02718,0.02518,0.0011,-0.11705,-0.0475
3,3072,-1.46003,18.35185,0.0,0.0,2.100333,-0.006737,0.266342,0.003736,1714,-0.01,0.02757,0.02471,-0.0009,-0.10789,-0.03676
4,4096,-1.44931,17.66102,0.0,0.0,2.066962,-0.002275,0.252588,0.007203,1653,-0.01,0.02894,0.02408,0.00024,-0.11078,-0.04261
5,5120,-1.37365,17.49153,0.0,0.0,2.117666,-0.098519,0.2564,0.007926,1666,-0.01,0.03005,0.02783,-0.0002,-0.11052,-0.04011
6,6144,-1.27693,17.91228,0.0,0.0,2.006556,0.088714,0.265682,0.004619,1684,-0.01,0.03057,0.027,-0.00064,-0.10313,-0.03873
7,7168,-1.01976,18.75472,0.01887,0.01,1.9258,-0.004585,2.099039,0.002217,1712,-0.01,0.03262,0.02538,8e-05,-0.09733,-0.02547
8,8192,-1.28821,17.85417,0.0,0.01,1.833042,-0.005263,0.303989,0.006819,1858,-0.01,0.03055,0.02518,0.00029,-0.0995,-0.03602
9,9216,-1.08785,23.32692,0.0,0.0,1.779344,0.003094,0.291348,0.005367,1729,-0.01,0.03404,0.02657,0.00023,-0.08676,-0.03853
10,10240,-0.92765,18.0,0.01961,0.01,1.737574,0.013956,1.791575,0.003687,1701,-0.01,0.03314,0.02412,0.00026,-0.08388,-0.02587
11,11264,-0.74674,18.68085,0.02128,0.02,1.708547,0.013941,1.535699,0.005639,1744,-0.01,0.03369,0.02436,0.00099,-0.07291,-0.02137
12,12288,-0.24256,26.04082,0.04082,0.04,1.680701,-0.001331,5.434491,0.001084,1671,-0.01,0.03311,0.02375,0.00023,-0.06783,0.00185
13,13312,0.06486,21.61765,0.05882,0.04,1.727179,0.066293,4.139794,0.001054,1828,-0.01,0.02928,0.01487,-0.00147,-0.03784,0.01167
14,14336,-0.08562,24.4,0.06667,0.06,1.628056,-0.020048,3.168991,0.005285,2162,-0.01,0.02612,0.01617,-0.00072,-0.03906,0.00304
15,15360,0.72434,36.36111,0.08333,0.07,1.576963,-9.2e-05,9.294152,0.00075,2036,-0.01,0.03096,0.02067,-0.00026,-0.03822,0.03992
16,16384,4.30076,31.23684,0.18421,0.11,1.601141,-0.048762,33.825818,0.00355,1968,-0.01,0.033,0.01963,0.00041,-0.03197,0.22191
17,17408,3.05521,24.725,0.2,0.17,1.704867,-4.1e-05,23.715112,0.000642,2007,-0.01,0.02708,0.02086,0.0003,-0.03842,0.17503
18,18432,0.79648,29.41667,0.08333,0.16,1.659976,0.039506,10.340068,0.002658,1924,-0.01,0.02867,0.01963,0.00027,-0.04236,0.0496
19,19456,1.46052,22.625,0.1,0.11,1.602925,-0.020814,17.877602,0.000614,1960,-0.01,0.03108,0.02191,0.00032,-0.04952,0.08868
20,20480,2.54557,25.52083,0.125,0.11,1.636321,0.05262,17.782063,0.000867,1827,-0.01,0.03251,0.02378,0.00029,-0.04069,0.16717
21,21504,0.77438,22.21277,0.10638,0.11,1.553214,-0.019185,9.728703,0.003793,1831,-0.01,0.03312,0.0238,6e-05,-0.05129,0.05292
22,22528,2.15697,23.06818,0.13636,0.11,1.539,-0.001015,18.457245,0.000623,1931,-0.01,0.03266,0.02335,5e-05,-0.03738,0.12663
