iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.381676,-0.006898,0.259517,0.005775,0.977327,0.053571,0.102868,-0.137199,0.242224,-0.755118,1.363732,4.0,0.0003,0,836,0.27846,0.37835,0.0,nan,0.0,0.0,,,-0.01,0.00429,-0.00512,-0.02599,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.332592,-0.00385,0.094252,0.002036,0.730979,0.008126,0.66588,-0.60433,1.107284,-1.127167,2.313227,4.0,0.0002999,0,862,0.25638,0.35281,0.0,nan,0.0,0.0,,,-0.01,0.0045,-0.00151,-0.02554,-0.00035,0.0
3,3072,nan,nan,0.0,0.0,2.268341,-0.0046,0.041938,0.003437,0.44962,0.025181,0.857009,-1.019455,2.292046,-1.583838,3.417696,4.0,0.0002998,0,860,0.23069,0.32323,0.0,nan,0.0,0.0,,,-0.01,0.00316,-0.00449,-0.02317,-0.00033,0.0
4,4096,-14.91922,450.0,0.0,0.0,2.289025,-0.004403,0.036158,0.00224,0.394537,0.014893,0.925364,-1.656683,3.367393,-2.072518,4.234972,4.0,0.00029969,8,849,0.23167,0.32476,1.0,nan,0.0,0.7193,,,-0.01,0.00313,0.00161,-0.02521,0.0,0.0
5,5120,nan,nan,0.0,0.0,2.352132,-0.004758,0.02584,0.003128,0.269983,0.033482,0.93807,-1.990312,4.099588,-2.477686,5.114422,4.0,0.00029959,0,856,0.22559,0.32185,1.0,nan,0.0,0.0,,,-0.01,0.00456,-0.00234,-0.02513,0.0,0.0
6,6144,nan,nan,0.0,0.0,2.219836,-0.003866,0.021104,0.002236,0.280573,0.016288,0.95979,-2.297378,5.140428,-2.743452,6.017003,4.0,0.00029949,0,846,0.21414,0.30751,1.0,nan,0.0,0.0,,,-0.01,0.00486,-0.00146,-0.0235,-0.00351,0.0
7,7168,nan,nan,0.0,0.0,1.574015,-0.004679,0.023049,0.003155,0.299938,0.036935,0.96715,-2.758141,5.957427,-3.229156,6.649431,4.0,0.00029939,0,925,0.21491,0.31388,1.0,nan,0.0,0.0,,,-0.01,0.00377,-0.00514,-0.02612,-0.00497,0.0
8,8192,-14.22729,450.0,0.0,0.0,2.244871,-0.004878,0.025514,0.003942,0.262301,0.043736,0.963908,-3.518138,6.431169,-3.938084,7.220996,4.0,0.00029928,8,822,0.24303,0.3415,1.0,nan,0.125,0.70125,,,-0.01,0.00528,-0.00188,-0.02261,-0.00273,0.0
9,9216,nan,nan,0.0,0.0,1.781162,-0.005158,0.014231,0.003206,0.241016,0.033098,0.978034,-4.214088,7.408543,-4.554949,8.140361,4.0,0.00029918,0,907,0.20958,0.30679,1.0,nan,0.0,0.0,,,-0.01,0.00383,-0.00188,-0.02451,-0.00163,0.0
10,10240,nan,nan,0.0,0.0,1.495818,-0.00324,0.02109,0.001589,0.218941,0.012835,0.973321,-4.367357,8.085423,-4.804554,8.72241,4.0,0.00029908,0,954,0.22215,0.32802,1.0,nan,0.0,0.0,,,-0.01,0.00429,-0.00328,-0.02873,-0.00271,0.0
11,11264,-12.63628,450.0,0.0,0.0,1.730126,-0.004235,0.010716,0.00219,0.201226,0.012591,0.982468,-4.773599,8.306828,-5.090114,9.037579,4.0,0.00029898,8,899,0.22035,0.3144,1.0,nan,0.375,0.72208,,,-0.01,0.00526,-0.00299,-0.02694,-0.00067,0.0
12,12288,nan,nan,0.0,0.0,2.154738,-0.005218,0.007953,0.002638,0.203,0.020996,0.983705,-4.94061,9.455247,-5.303562,10.48021,4.0,0.00029887,0,856,0.21097,0.29839,1.0,nan,0.0,0.0,,,-0.01,0.0044,-0.00218,-0.02428,-0.00066,0.0
13,13312,nan,nan,0.0,0.0,2.08091,-0.006416,0.006333,0.004169,0.268192,0.056152,0.987965,-4.692469,10.723987,-5.138894,11.712361,4.0,0.00029877,0,895,0.26345,0.35576,1.0,nan,0.0,0.0,,,-0.01,0.00432,-0.00479,-0.02481,0.0,0.0
14,14336,nan,nan,0.0,0.0,2.089913,-0.006611,0.005325,0.004682,0.253071,0.061942,0.989801,-4.873096,11.597692,-5.258076,12.568214,4.0,0.00029867,0,906,0.28328,0.37804,1.0,nan,0.0,0.0,,,-0.01,0.00571,-0.00026,-0.02672,0.0,0.0
15,15360,-14.20907,450.0,0.0,0.0,2.186232,-0.005256,0.005879,0.005073,0.258655,0.056048,0.989351,-6.640145,12.335282,-6.771648,13.341246,4.0,0.00029857,8,809,0.24553,0.33543,1.0,nan,0.0,0.70059,,,-0.01,0.00539,0.00265,-0.02553,0.0,0.0
