iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.382132,-0.007378,0.296261,0.005924,1.3126,0.050572,0.126193,0.597513,0.205475,0.023258,1.397802,4.0,0.0003,0,825,0.26576,0.36203,0.0,nan,0.0,0.0,,,-0.01,0.00543,-0.00453,-0.025,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.174456,-0.005123,0.128004,0.002791,0.679591,0.028599,0.658806,0.245036,1.010192,-0.304248,1.98121,4.0,0.0002999,0,845,0.24768,0.348,0.0,nan,0.0,0.0,,,-0.01,0.00451,-0.00433,-0.02169,-0.00432,0.0
3,3072,nan,nan,0.0,0.0,1.392747,-0.005166,0.075355,0.002892,0.391866,0.031878,0.856332,-0.272946,1.96084,-0.729261,2.541988,4.0,0.0002998,0,946,0.24786,0.37359,0.0,nan,0.0,0.0,,,-0.01,0.00349,-0.00492,-0.01996,-0.00822,0.0
4,4096,-13.07887,450.0,0.0,0.0,1.635878,-0.006093,0.05098,0.004124,0.288728,0.055455,0.895131,-0.908562,2.381749,-1.289965,3.075784,4.0,0.00029969,8,900,0.25595,0.35042,1.0,nan,0.5,0.76647,,,-0.01,0.00559,-0.00555,-0.02875,-0.00164,0.0
5,5120,nan,nan,0.0,0.0,1.546611,-0.004729,0.042803,0.003826,0.36823,0.049526,0.942366,-0.818426,3.239213,-1.147171,3.637613,4.0,0.00029959,0,885,0.24328,0.3418,1.0,nan,0.0,0.0,,,-0.01,0.00658,-0.00222,-0.01413,-0.01554,0.0
6,6144,-8.47355,283.0,0.0,0.0,0.556626,-0.005123,0.030475,0.002286,0.267099,0.037912,0.939319,-1.296307,2.840509,-1.519005,2.94755,4.0,0.00029949,2,1072,0.21898,0.31587,0.8,nan,1.0,0.83784,,,-0.01,0.00933,-0.0097,-0.0204,-0.01401,-0.01384
7,7168,-8.83733,352.25,0.0,0.0,1.137388,-0.004203,0.040313,0.002893,0.250588,0.04248,0.934194,-1.573132,3.13044,-1.786685,3.361707,4.0,0.00029939,4,957,0.237,0.32574,0.57143,nan,1.0,0.77358,,,-0.01,0.0094,-0.0023,-0.01777,-0.01185,-0.01501
8,8192,-6.76311,258.33333,0.0,0.0,1.480121,-0.003345,0.057777,0.001805,0.246381,0.016811,0.919065,-1.820248,3.541765,-2.193294,3.806057,4.0,0.00029928,6,874,0.23067,0.33167,0.5,nan,1.0,0.8,,,-0.01,0.00823,-0.00045,-0.01959,-0.01709,-0.01164
9,9216,8.54444,181.2,0.2,0.04,0.963255,-0.000735,1.699618,0.000896,1.249409,0.003557,0.127266,-2.263655,3.146137,-1.105346,7.807375,4.0,0.00029918,5,977,0.24216,0.33407,0.4,1.0,1.0,0.75,,,-0.01,0.00757,-0.00407,-0.02004,-0.0186,0.13817
10,10240,-6.6372,267.5,0.0,0.03226,1.229147,-0.003919,0.063146,0.002554,0.707422,0.034668,0.871946,-1.088593,3.477231,-1.346407,3.432884,4.0,0.00029908,6,916,0.25963,0.35425,0.3871,1.0,1.0,0.74227,,,-0.01,0.00771,-0.00189,-0.0183,-0.01505,-0.01428
11,11264,-6.1182,156.4,0.0,0.02778,1.283097,-0.0034,0.054514,0.002601,0.529879,0.02996,0.814393,-0.567837,3.404908,-0.725411,3.181401,4.0,0.00029898,5,894,0.24435,0.34286,0.33333,1.0,1.0,0.68421,,,-0.01,0.01076,-0.00056,-0.01524,-0.02231,-0.01682
12,12288,-5.58631,171.83333,0.0,0.02381,1.118001,-0.002943,0.029196,0.002399,0.29436,0.020612,0.885174,-1.336821,2.773741,-1.542863,2.793455,4.0,0.00029887,6,939,0.22343,0.31449,0.28571,1.0,1.0,0.6,,,-0.01,0.01039,-0.00022,-0.0177,-0.02249,-0.02283
13,13312,-5.2972,172.5,0.0,0.02174,0.831395,-0.003168,0.017734,0.002133,0.282372,0.021484,0.912543,-1.469714,2.364578,-1.695239,2.394331,4.0,0.00029877,4,1003,0.22327,0.31174,0.26087,1.0,1.0,0.45,,,-0.01,0.01036,-0.00316,-0.01253,-0.01674,-0.01951
14,14336,-4.7947,197.16667,0.0,0.01923,1.057571,-0.003922,0.017667,0.001604,0.244655,0.020926,0.908468,-1.921398,2.366807,-2.088872,2.335287,4.0,0.00029867,6,952,0.22786,0.32015,0.25,1.0,1.0,0.78378,,,-0.01,0.01152,-0.00178,-0.01167,-0.02084,-0.02006
15,15360,-4.75328,211.75,0.0,0.01786,1.099806,-0.004745,0.019064,0.002958,0.282209,0.037354,0.907918,-2.091861,2.262902,-2.297009,2.321647,4.0,0.00029857,4,929,0.23755,0.32495,0.25,1.0,1.0,0.85185,,,-0.01,0.00937,-0.00173,-0.01389,-0.01733,-0.01136
16,16384,-5.23124,213.66667,0.0,0.01613,1.072282,-0.003999,0.020973,0.001694,0.268577,0.022775,0.906946,-2.474688,2.187942,-2.634422,2.38493,4.0,0.00029846,6,882,0.26174,0.35738,0.24194,1.0,1.0,0.75,,,-0.01,0.01052,0.00021,-0.01763,-0.02047,-0.01957
17,17408,-5.0411,200.75,0.0,0.01515,0.955877,-0.005812,0.019693,0.002188,0.268478,0.026681,0.892564,-2.633718,2.148181,-2.797916,2.17285,4.0,0.00029836,4,939,0.22774,0.31678,0.24242,1.0,1.0,0.6,,,-0.01,0.00908,-0.00086,-0.01472,-0.02471,-0.01272
18,18432,-5.55965,199.625,0.0,0.01351,1.40043,-0.004407,0.021627,0.00375,0.220411,0.031808,0.913452,-2.998754,2.318188,-3.10544,2.479446,4.0,0.00029826,8,880,0.23588,0.32271,0.22973,1.0,1.0,0.61842,,,-0.01,0.01044,0.00011,-0.01597,-0.01561,-0.02154
19,19456,-5.88741,171.75,0.0,0.01282,1.420192,-0.008255,0.02515,0.00503,0.251569,0.053885,0.888669,-3.210802,2.158208,-3.33082,2.30424,4.0,0.00029816,4,873,0.23867,0.32949,0.21795,1.0,1.0,0.63043,,,-0.01,0.0087,0.00363,-0.01639,-0.01288,-0.01174
20,20480,-5.83745,195.4,0.0,0.01205,1.184692,-0.004733,0.025202,0.002527,0.255561,0.026507,0.836536,-3.150906,1.931651,-3.199094,1.941812,4.0,0.00029805,5,918,0.25177,0.3596,0.20482,1.0,1.0,0.59649,,,-0.01,0.01144,0.00257,-0.01474,-0.02036,-0.01708
21,21504,-4.22791,173.66667,0.0,0.01163,0.98284,-0.006463,0.017725,0.002473,0.216839,0.027518,0.895982,-3.09804,1.797175,-3.111753,1.976773,4.0,0.00029795,3,961,0.28863,0.38455,0.19767,1.0,1.0,0.42857,,,-0.01,0.01023,0.00412,-0.01436,-0.0105,-0.01224
22,22528,7.05423,275.16667,0.16667,0.02174,1.194935,-0.000637,0.90218,0.003086,0.719903,0.016881,0.147829,-3.315021,1.869709,-2.984375,4.944757,4.0,0.00029785,6,900,0.25817,0.35934,0.20652,0.5,1.0,0.4717,,,-0.01,0.01405,0.00061,-0.01361,-0.01985,0.10562
23,23552,-4.75133,159.0,0.0,0.02083,0.846609,-0.004663,0.017769,0.001787,0.263534,0.020578,0.879401,-2.862128,1.915777,-2.798431,1.831627,4.0,0.00029775,4,974,0.22931,0.3211,0.19792,0.5,1.0,0.65854,,,-0.01,0.01329,0.00344,-0.01087,-0.01937,-0.01804
24,24576,-3.65831,155.5,0.0,0.02041,0.593187,-0.003179,0.012487,0.001652,0.225139,0.019496,0.879095,-2.576048,1.617986,-2.528706,1.614191,4.0,0.00029764,2,1049,0.21009,0.28991,0.19388,0.5,1.0,0.22222,,,-0.01,0.01135,0.00441,-0.01365,-0.01864,-0.01228
25,25600,-3.24475,315.0,0.0,0.02,0.822806,-0.004094,0.011079,0.002029,0.210275,0.01566,0.921573,-2.869885,1.738471,-2.881992,1.8592,4.0,0.00029754,5,992,0.21687,0.30023,0.19,0.5,1.0,0.48077,,,-0.01,0.01169,-0.00019,-0.01406,-0.01361,-0.00912
26,26624,-4.43904,269.14286,0.0,0.02,0.9866,-0.005377,0.018697,0.00264,0.282025,0.038225,0.857061,-2.927679,1.793506,-2.825526,1.731526,4.0,0.00029744,7,926,0.22168,0.31854,0.17,0.5,1.0,0.46154,,,-0.01,0.01329,0.0067,-0.0121,-0.01418,-0.01507
27,27648,17.19019,146.0,0.28571,0.04,1.127337,-0.001569,3.440223,0.003525,2.306877,0.035889,0.035095,-2.77254,1.426759,0.03894,9.926723,4.0,0.00029734,7,889,0.19808,0.30216,0.15,0.25,1.0,0.29231,,,-0.01,0.01613,0.00962,-0.01375,-0.01982,0.21331
28,28672,-3.38822,150.0,0.0,0.04,0.855283,-0.003403,0.040002,0.001753,0.355916,0.014962,0.754309,-0.165908,2.117296,-0.177492,1.997813,4.0,0.00029724,3,978,0.18875,0.27979,0.15,0.25,1.0,0.26316,,,-0.01,0.01123,0.00891,-0.01413,-0.01305,-0.0127
29,29696,-3.72387,169.0,0.0,0.04,0.693382,-0.004935,0.019313,0.002903,0.255431,0.039621,0.800881,0.209629,1.806284,0.232286,1.757118,4.0,0.00029713,2,1030,0.15443,0.23819,0.15,0.25,1.0,0.33333,,,-0.01,0.01099,0.00779,-0.01349,-0.00943,-0.00965
30,30720,31.97408,275.5,0.5,0.06,0.710837,-0.000944,3.2195,0.002117,1.530693,0.023368,0.034186,0.100107,1.685864,3.08486,10.931951,4.0,0.00029703,6,1000,0.15256,0.23285,0.17,0.14286,1.0,0.30769,,,-0.01,0.01207,0.00938,-0.01379,-0.00641,0.47244
31,31744,15.07176,185.0,0.25,0.07,0.871168,-0.002411,1.029913,0.002474,1.097716,0.032366,0.157108,2.899112,2.886325,3.814651,7.137716,4.0,0.00029693,4,976,0.16597,0.25536,0.16,0.125,0.75,0.21622,,,-0.01,0.0104,0.00629,-0.0202,-0.01404,0.12982
32,32768,-4.11058,150.83333,0.0,0.07,0.824882,-0.003175,0.122781,0.001897,0.828628,0.019531,0.540285,3.287175,3.295755,2.942547,3.28727,4.0,0.00029683,6,965,0.17372,0.2619,0.17,0.125,1.0,0.3,,,-0.01,0.01184,0.00601,-0.02351,-0.02031,-0.02044
33,33792,9.36433,358.0,0.2,0.08,0.859193,-0.001962,0.759454,0.002368,0.651275,0.019008,0.228795,4.103452,3.163728,5.320037,6.802912,4.0,0.00029672,5,988,0.16084,0.23321,0.2,0.11111,0.8,0.33333,,,-0.01,0.01028,0.00879,-0.02191,0.0022,0.12068
34,34816,52.25473,141.75,0.75,0.11,1.040128,-0.003446,1.707205,0.002691,1.411509,0.029122,0.231302,5.518845,3.927768,9.062845,11.561586,4.0,0.00029662,4,939,0.16868,0.24034,0.2,0.08333,0.5,0.20588,,,-0.01,0.0099,0.008,-0.01874,0.00327,0.33985
35,35840,32.06773,221.75,0.5,0.13,0.929887,-0.002853,0.588397,0.002159,0.327959,0.025844,0.506854,9.674687,6.751778,10.324758,9.201678,4.0,0.00029652,4,978,0.17998,0.26219,0.2,0.07143,0.75,0.30303,,,-0.01,0.00917,0.01081,-0.02194,-0.00796,0.25076
36,36864,-2.90466,273.0,0.0,0.13,0.811277,-0.003798,0.059216,0.002149,0.62553,0.023263,0.905563,10.745482,6.697893,10.572583,6.774242,4.0,0.00029642,2,1012,0.18113,0.25491,0.21,0.07143,1.0,0.18182,,,-0.01,0.00742,0.01026,-0.0202,-0.00637,-0.00423
37,37888,26.62677,450.0,0.5,0.14,0.718299,-0.003701,0.211685,0.001251,0.551739,0.010149,0.743311,11.296738,6.754513,11.9647,8.532951,4.0,0.00029631,2,1058,0.17534,0.26096,0.21,0.06667,0.5,0.23913,,,-0.01,0.00549,0.01193,-0.0221,-0.00163,0.14479
38,38912,-3.88421,450.0,0.0,0.14,0.805671,-0.006243,0.048407,0.002992,0.476757,0.037144,0.897568,9.871397,6.690079,9.729917,6.646422,4.0,0.00029621,3,982,0.17664,0.25519,0.23,0.06667,0.66667,0.26316,,,-0.01,0.01055,0.01443,-0.01474,-0.00788,0.0
