iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,root_report_close_n,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_bunching,comp_terminal
1,1024,nan,nan,0.0,0.0,2.365556,-0.00782,0.493859,0.005999,1.975187,0.068115,-0.091163,1.210128,0.180046,0.531483,1.250252,4.0,0.0003,0,684,0.27197,0.36549,0.0,nan,0,0.0,0.0,,,-0.01,0.00509,-0.00374,-0.02487,-0.00038,-0.00989,0.0
2,2048,nan,nan,0.0,0.0,2.219972,-0.00405,0.167769,0.001661,0.424681,0.003557,0.492465,0.328116,0.698545,-0.242674,1.698783,4.0,0.0002999,0,713,0.26357,0.35641,0.0,nan,0,0.0,0.0,,,-0.01,0.00449,-0.00518,-0.0222,-0.002,-0.00111,0.0
3,3072,-11.76974,301.0,0.0,0.0,2.067559,-0.004699,0.084206,0.003099,0.300557,0.033064,0.793288,-0.268649,1.606893,-0.773775,2.515541,4.0,0.0002998,1,733,0.2517,0.35216,0.0,nan,0,1.0,0.87179,,,-0.01,0.00419,-0.00068,-0.02317,-0.00335,-0.00075,-0.00221
4,4096,-15.64329,450.0,0.0,0.0,2.126101,-0.004904,0.049184,0.003692,0.259951,0.032087,0.892823,-0.772356,2.500465,-1.199426,3.329,4.0,0.00029969,7,656,0.24369,0.34542,0.875,nan,0,0.14286,0.70849,,,-0.01,0.00496,-0.00247,-0.02297,-0.00141,-0.00689,0.0
5,5120,-6.43532,153.0,0.0,0.0,1.69034,-0.00358,0.088192,0.002089,0.367157,0.018659,0.887998,-0.955279,3.22964,-1.551581,3.619281,4.0,0.00029959,1,755,0.24248,0.35162,0.77778,nan,0,1.0,0.88889,,,-0.01,0.00597,-0.00286,-0.01728,-0.01316,-0.00226,-0.00267
6,6144,-9.2746,328.5,0.0,0.0,1.126352,-0.003811,0.057898,0.002029,0.20599,0.01845,0.905717,-1.725731,3.205549,-2.110098,3.547898,4.0,0.00029949,2,828,0.24692,0.35094,0.72727,nan,0,1.0,0.68831,,,-0.01,0.00611,-0.00365,-0.02504,-0.01239,-0.00138,-0.00383
7,7168,-10.63638,299.0,0.0,0.0,0.989487,-0.003613,0.038951,0.002215,0.255992,0.022496,0.928257,-2.033313,3.253348,-2.350744,3.603676,4.0,0.00029939,2,864,0.25683,0.37128,0.61538,nan,0,1.0,0.67647,,,-0.01,0.00626,-0.00658,-0.02707,-0.00911,-0.00253,-0.00859
8,8192,-12.69574,450.0,0.0,0.0,1.58503,-0.004981,0.045522,0.002507,0.272991,0.035017,0.928396,-2.359919,3.699941,-2.80985,4.325159,4.0,0.00029928,4,793,0.28219,0.38136,0.70588,nan,0,1.0,0.7957,,,-0.01,0.00553,-0.00237,-0.02431,-0.0042,-0.00627,0.0
9,9216,-10.25557,321.0,0.0,0.0,1.248609,-0.004503,0.046447,0.003579,0.233987,0.051793,0.932624,-2.793134,4.163913,-3.187186,4.687426,4.0,0.00029918,2,844,0.26624,0.37008,0.68421,nan,0,1.0,0.7963,,,-0.01,0.00657,-0.0036,-0.02509,-0.00657,-0.00908,-0.00344
10,10240,-9.74338,395.33333,0.0,0.0,1.560748,-0.00551,0.05425,0.002717,0.302269,0.038923,0.93456,-3.48069,4.865154,-3.798879,5.372537,4.0,0.00029908,3,775,0.28612,0.38701,0.63636,nan,0,1.0,0.72381,,,-0.01,0.00599,-0.00297,-0.02489,-0.00634,-0.00478,-0.00565
11,11264,-12.82747,450.0,0.0,0.0,1.348752,-0.005712,0.049496,0.003593,0.301699,0.05528,0.937272,-3.272866,5.015077,-3.506942,5.256413,4.0,0.00029898,3,797,0.27233,0.37336,0.68,nan,0,0.66667,0.72388,,,-0.01,0.00797,-0.00555,-0.02217,-0.01156,-0.00564,0.0
12,12288,nan,nan,0.0,0.0,0.879076,-0.003328,0.021004,0.000995,0.209106,0.009905,0.961672,-3.117469,4.475779,-3.350783,4.896468,4.0,0.00029887,0,752,0.25984,0.34156,0.68,nan,0,0.0,0.0,,,-0.01,0.00402,-0.01004,-0.02174,-0.00157,-0.00032,0.0
13,13312,-10.03928,450.0,0.0,0.0,1.239639,-0.003897,0.047173,0.002088,0.27063,0.028774,0.930993,-3.870284,4.848533,-4.13359,5.312801,4.0,0.00029877,4,857,0.27306,0.36704,0.72414,nan,0,0.75,0.80531,,,-0.01,0.00659,-0.0058,-0.02009,-0.00476,-0.00754,0.0
14,14336,-9.16617,450.0,0.0,0.0,1.544499,-0.005201,0.039461,0.003864,0.263792,0.051758,0.950609,-4.426763,5.624912,-4.699061,6.068637,4.0,0.00029867,2,801,0.29891,0.38987,0.74194,nan,0,1.0,0.93443,,,-0.01,0.0065,-0.00524,-0.02207,-0.00514,-0.00425,0.0
15,15360,-13.11441,361.0,0.0,0.0,1.561416,-0.004073,0.051209,0.00271,0.224475,0.023682,0.934626,-4.525907,5.903893,-4.807497,6.366832,4.0,0.00029857,3,787,0.28263,0.35858,0.73529,nan,0,0.66667,0.83505,,,-0.01,0.00852,-0.0019,-0.0222,-0.00872,-0.00491,-0.00277
16,16384,-12.07633,450.0,0.0,0.0,0.949455,-0.005724,0.023682,0.002923,0.233301,0.048654,0.963706,-4.82837,5.616849,-5.035783,5.973872,4.0,0.00029846,2,923,0.28443,0.37799,0.75,nan,0,0.5,0.65217,,,-0.01,0.00654,-0.00414,-0.02656,-0.00521,-0.00264,0.0
