iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.337879,-0.007173,0.367374,0.003975,1.04089,0.03833,-0.090251,0.609307,0.214897,0.022734,1.20502,4.0,0.0003,0,716,0.27801,0.3814,0.0,nan,0.0,0.0,,,-0.01,0.00505,-0.00452,-0.02512,-0.00065,0.0
2,2048,nan,nan,0.0,0.0,2.174335,-0.005353,0.124717,0.003322,0.662678,0.031808,0.592891,0.066092,0.85853,-0.492764,1.923722,4.0,0.0002999,0,774,0.26901,0.36292,0.0,nan,0.0,0.0,,,-0.01,0.00382,-0.00529,-0.02352,-0.0012,0.0
3,3072,nan,nan,0.0,0.0,2.051378,-0.003524,0.062337,0.001843,0.505433,0.015032,0.810714,-0.273318,1.875159,-0.746015,3.012771,4.0,0.0002998,0,800,0.28719,0.38328,0.0,nan,0.0,0.0,,,-0.01,0.00388,-0.00105,-0.02607,0.0,0.0
4,4096,-14.62525,450.0,0.0,0.0,2.189059,-0.00436,0.042339,0.002132,0.371366,0.014021,0.90794,-0.867141,2.987006,-1.271389,3.923889,4.0,0.00029969,8,737,0.28263,0.38777,1.0,nan,0.0,0.73187,,,-0.01,0.00346,-0.00512,-0.02574,0.0,0.0
5,5120,nan,nan,0.0,0.0,2.290381,-0.005974,0.03116,0.00535,0.359849,0.049072,0.926222,-1.034984,3.835599,-1.580654,4.935206,4.0,0.00029959,0,762,0.29562,0.38979,1.0,nan,0.0,0.0,,,-0.01,0.00517,-0.00305,-0.02529,0.0,0.0
6,6144,nan,nan,0.0,0.0,2.292574,-0.003454,0.019535,0.002129,0.253774,0.011475,0.951827,-1.688478,4.859897,-2.179027,5.93017,4.0,0.00029949,0,772,0.32213,0.41239,1.0,nan,0.0,0.0,,,-0.01,0.00607,-0.00283,-0.02411,0.0,0.0
7,7168,nan,nan,0.0,0.0,2.325884,-0.002764,0.013781,0.00197,0.245083,0.01559,0.96684,-2.02175,5.894332,-2.548403,6.927031,4.0,0.00029939,0,770,0.32171,0.40513,1.0,nan,0.0,0.0,,,-0.01,0.00604,-0.00349,-0.02637,0.0,0.0
8,8192,-15.08285,450.0,0.0,0.0,2.32973,-0.00486,0.012422,0.002208,0.270869,0.019671,0.973794,-2.782502,7.026145,-3.163788,8.067657,4.0,0.00029928,8,742,0.30776,0.39872,1.0,nan,0.0,0.70886,,,-0.01,0.00465,-0.00214,-0.02582,0.0,0.0
9,9216,nan,nan,0.0,0.0,2.303565,-0.005069,0.008435,0.003055,0.233455,0.02689,0.979341,-2.817602,7.932822,-3.334746,9.014513,4.0,0.00029918,0,772,0.29046,0.37974,1.0,nan,0.0,0.0,,,-0.01,0.00509,-0.00258,-0.02564,0.0,0.0
10,10240,nan,nan,0.0,0.0,2.30628,-0.004686,0.005563,0.004144,0.22675,0.035017,0.985893,-3.264802,9.079971,-3.753633,10.08285,4.0,0.00029908,0,764,0.26521,0.35463,1.0,nan,0.0,0.0,,,-0.01,0.00505,-0.00524,-0.02422,0.0,0.0
