iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.338843,-0.008894,0.259047,0.005761,0.675626,0.078265,0.046168,0.08261,0.234108,-0.523859,1.336162,4.0,0.0003,0,842,0.26785,0.36863,0.0,nan,0.0,0.0,,,-0.01,0.00583,-0.0067,-0.02547,-0.00104,0.0
2,2048,nan,nan,0.0,0.0,2.207767,-0.004841,0.096663,0.002552,0.709531,0.016706,0.67383,-0.36501,1.120991,-0.878394,2.278708,4.0,0.0002999,0,869,0.27594,0.38193,0.0,nan,0.0,0.0,,,-0.01,0.00349,-0.00231,-0.02427,0.0,0.0
3,3072,nan,nan,0.0,0.0,2.1667,-0.005887,0.060917,0.003092,0.600071,0.027518,0.857957,-0.525095,2.25006,-1.056313,3.231838,4.0,0.0002998,0,873,0.2621,0.355,0.0,nan,0.0,0.0,,,-0.01,0.00415,-0.00637,-0.02195,-0.00117,0.0
4,4096,-15.13857,450.0,0.0,0.0,2.190648,-0.003907,0.045055,0.003037,0.47639,0.032122,0.913036,-1.114467,3.166664,-1.606841,4.050158,4.0,0.00029969,8,840,0.29397,0.38793,1.0,nan,0.125,0.7678,,,-0.01,0.00522,-0.0046,-0.02574,-0.00144,0.0
5,5120,nan,nan,0.0,0.0,2.198691,-0.003998,0.026749,0.002542,0.30196,0.019322,0.948397,-1.511415,4.109806,-1.854449,4.915279,4.0,0.00029959,0,836,0.28921,0.37736,1.0,nan,0.0,0.0,,,-0.01,0.00588,-0.00237,-0.01814,-0.00324,0.0
6,6144,nan,nan,0.0,0.0,1.338307,-0.003875,0.027111,0.002166,0.279287,0.015206,0.960816,-1.820917,4.708118,-2.213848,5.254737,4.0,0.00029949,0,933,0.28685,0.38816,1.0,nan,0.0,0.0,,,-0.01,0.00522,-0.00077,-0.02344,-0.01046,0.0
7,7168,-12.72812,442.0,0.0,0.0,0.728064,-0.004724,0.039984,0.002372,0.231514,0.025739,0.940607,-2.599619,4.932703,-3.031075,5.208913,4.0,0.00029939,1,1027,0.26817,0.37427,0.88889,nan,1.0,0.70455,,,-0.01,0.0059,-0.01232,-0.03278,-0.01079,-0.00544
8,8192,-11.29038,450.0,0.0,0.0,2.113298,-0.004764,0.021303,0.003631,0.266613,0.050502,0.963644,-3.45486,5.347607,-3.851031,6.053243,4.0,0.00029928,7,817,0.30612,0.38448,0.9375,nan,0.57143,0.74747,,,-0.01,0.00722,-0.00285,-0.02546,-0.00561,0.0
9,9216,-7.19165,242.5,0.0,0.0,1.189964,-0.004058,0.044735,0.002256,0.236409,0.021624,0.939045,-3.316738,5.749447,-3.635598,6.104437,4.0,0.00029918,2,941,0.32134,0.41338,0.83333,nan,1.0,0.78947,,,-0.01,0.00612,-0.00446,-0.02551,-0.01165,-0.00741
10,10240,-13.02273,323.5,0.0,0.0,1.358606,-0.005098,0.031973,0.00323,0.231022,0.045445,0.953551,-3.796898,5.815698,-3.987617,6.217142,4.0,0.00029908,2,927,0.31004,0.40042,0.75,nan,1.0,0.77551,,,-0.01,0.00669,-0.00038,-0.02884,-0.00589,-0.00652
11,11264,-10.41159,382.0,0.0,0.0,1.660005,-0.002915,0.033651,0.003476,0.26665,0.036516,0.951792,-4.090508,6.148055,-4.197803,6.502417,4.0,0.00029898,5,872,0.33223,0.42237,0.68,nan,0.6,0.67832,,,-0.01,0.00717,-0.00277,-0.02179,-0.00876,-0.00821
12,12288,-9.35015,269.33333,0.0,0.0,1.279708,-0.004194,0.029127,0.002297,0.317043,0.02138,0.958105,-3.973419,6.300483,-4.065684,6.483872,4.0,0.00029887,3,927,0.31374,0.41245,0.60714,nan,1.0,0.75,,,-0.01,0.00755,-0.00153,-0.02218,-0.01162,-0.01042
