iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.371523,-0.009247,0.300281,0.00651,0.859659,0.070033,-0.010922,-0.406997,0.185748,-0.999365,1.390148,4.0,0.0003,0,423,0.26855,0.3644,0.0,nan,0.0,0.0,,,-0.01,0.00503,-0.00199,-0.02816,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.355256,-0.006175,0.105846,0.003126,0.684335,0.036447,0.679951,-0.892038,1.10531,-1.412279,2.128035,4.0,0.0002999,0,427,0.24423,0.33399,0.0,nan,0.0,0.0,,,-0.01,0.00496,-0.00426,-0.02196,-0.00114,0.0
3,3072,nan,nan,0.0,0.0,1.848117,-0.004596,0.061798,0.002872,0.603923,0.032715,0.888595,-1.156486,2.131387,-1.526639,2.726293,4.0,0.0002998,0,441,0.22582,0.32814,0.0,nan,0.0,0.0,,,-0.01,0.00484,-0.00598,-0.01444,-0.00577,0.0
4,4096,-13.22054,450.0,0.0,0.0,1.828684,-0.004165,0.049402,0.002912,0.511235,0.031843,0.91081,-1.688603,2.57852,-2.012367,3.204532,4.0,0.00029969,8,434,0.25127,0.35034,1.0,nan,0.0,0.73939,,,-0.01,0.00658,-0.00301,-0.02172,-0.00306,0.0
5,5120,nan,nan,0.0,0.0,1.45039,-0.00608,0.04101,0.00346,0.303839,0.051304,0.938099,-2.076011,3.054444,-2.393459,3.363603,4.0,0.00029959,0,460,0.25331,0.35966,1.0,nan,0.0,0.0,,,-0.01,0.0083,-0.00446,-0.01291,-0.01563,0.0
6,6144,-6.82745,230.0,0.0,0.0,1.206017,-0.003338,0.070621,0.001784,0.235969,0.017613,0.868568,-2.790501,3.019602,-3.062635,3.179547,4.0,0.00029949,5,484,0.27128,0.37126,0.61538,nan,1.0,0.71429,,,-0.01,0.00663,-0.00473,-0.01763,-0.01226,-0.01822
7,7168,-5.58917,187.0,0.0,0.0,0.905571,-0.003177,0.037745,0.001431,0.224556,0.012626,0.913285,-3.274297,2.837432,-3.459294,2.893889,4.0,0.00029939,2,515,0.28215,0.3861,0.53333,nan,1.0,0.78261,,,-0.01,0.00802,-0.00918,-0.01184,-0.01215,-0.00945
8,8192,-7.76175,370.0,0.0,0.0,1.650825,-0.004508,0.04223,0.003527,0.228764,0.043248,0.924967,-3.262656,3.10331,-3.517607,3.51991,4.0,0.00029928,5,435,0.2677,0.36556,0.55,nan,1.0,0.85465,,,-0.01,0.00909,-0.00483,-0.01427,-0.01113,-0.00549
9,9216,-6.27401,200.5,0.0,0.0,0.870841,-0.003598,0.046474,0.001365,0.304176,0.019392,0.903202,-3.783196,3.067951,-3.945759,3.212434,4.0,0.00029918,2,526,0.2691,0.3684,0.5,nan,1.0,0.9,,,-0.01,0.00823,-0.00654,-0.01728,-0.0099,-0.00972
10,10240,-7.23625,332.0,0.0,0.0,1.574882,-0.004793,0.043188,0.003186,0.312328,0.044503,0.923232,-3.966864,3.361141,-4.140328,3.81022,4.0,0.00029908,4,454,0.25015,0.32404,0.46154,nan,1.0,0.84615,,,-0.01,0.00711,-0.00199,-0.01493,-0.00846,-0.00855
