iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.380354,-0.009645,0.930227,0.003621,881,0.13923,0.0,0.0,,,-0.01,0.007,-0.04434,-0.02594,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.366531,-0.005147,0.773046,0.002176,886,0.13937,0.0,0.0,,,-0.01,0.00695,-0.04679,-0.02203,0.0,0.0
3,3072,nan,nan,0.0,0.0,2.317749,-0.111816,0.594675,0.006809,927,0.1466,0.0,0.0,,,-0.01,0.00735,-0.04163,-0.02024,-0.00286,0.0
4,4096,-29.71897,450.0,0.0,0.0,2.289147,-0.019978,0.41548,0.003225,926,0.14937,0.0,0.99416,,,-0.01,0.00928,-0.02677,-0.02471,-0.00161,0.0
5,5120,nan,nan,0.0,0.0,2.249338,0.033883,0.526277,0.004034,911,0.14164,0.0,0.0,,,-0.01,0.00869,-0.01961,-0.02033,-0.0023,0.0
6,6144,-11.11651,243.8,0.0,0.0,2.194554,0.009438,0.824387,0.002777,1154,0.14794,1.0,1.0,,,-0.01,0.00974,-0.01894,-0.01888,-0.01463,-0.00197
7,7168,-9.94243,257.75,0.0,0.0,2.219089,0.058863,0.720077,0.006098,1047,0.1501,1.0,0.96774,,,-0.01,0.01133,-0.01056,-0.01554,-0.01359,-0.00144
8,8192,-9.12509,295.0,0.0,0.0,2.162096,-0.007331,0.344227,0.00342,1203,0.15205,1.0,0.97826,,,-0.01,0.01151,-0.0096,-0.01896,-0.00698,-0.00123
9,9216,-6.84145,248.16667,0.0,0.0,2.153586,0.002363,0.438319,0.005119,1174,0.1528,1.0,0.9,,,-0.01,0.01199,-0.00485,-0.02026,-0.01297,-0.00285
10,10240,-5.00586,202.0,0.0,0.0,2.134372,0.027474,0.306069,0.00577,1168,0.14585,1.0,0.94737,,,-0.01,0.01187,-0.00389,-0.01516,-0.01809,-0.00244
11,11264,-4.3827,167.66667,0.0,0.0,2.225506,-0.085295,0.225894,0.003651,964,0.1453,1.0,1.0,,,-0.01,0.01103,-0.00118,-0.01816,-0.01175,-0.001
12,12288,-4.91703,167.375,0.0,0.0,2.129265,-0.007034,0.215366,0.008355,1012,0.14212,1.0,1.0,,,-0.01,0.01201,-0.00063,-0.017,-0.01549,-0.00275
