iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,root_report_close_n,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_bunching,comp_terminal
1,1024,nan,nan,0.0,0.0,2.376314,-0.007232,0.25071,0.005877,0.677711,0.076939,0.058793,-0.096256,0.178176,-0.77243,1.381039,4.0,0.0003,0,674,0.28209,0.38602,0.0,nan,0,0.0,0.0,,,-0.01,0.00483,-0.00308,-0.02671,-1e-05,-0.01097,0.0
2,2048,nan,nan,0.0,0.0,2.196656,-0.003407,0.098734,0.002107,0.572389,0.009975,0.702986,-0.790501,1.171594,-1.37228,2.172167,4.0,0.0002999,0,723,0.24215,0.34041,0.0,nan,0,0.0,0.0,,,-0.01,0.00513,-0.00658,-0.02103,-0.00301,-0.00141,0.0
3,3072,nan,nan,0.0,0.0,1.576598,-0.003953,0.059028,0.00161,0.358794,0.014718,0.884933,-1.460108,2.199145,-1.893577,2.800548,4.0,0.0002998,0,792,0.2517,0.36025,0.0,nan,0,0.0,0.0,,,-0.01,0.00503,-0.00476,-0.01926,-0.00847,-0.00069,0.0
4,4096,-15.10997,449.0,0.0,0.0,1.723589,-0.00422,0.04374,0.002342,0.300605,0.027065,0.910153,-1.969775,2.655802,-2.349915,3.360507,4.0,0.00029969,8,685,0.26417,0.36296,0.875,nan,0,0.375,0.76,,,-0.01,0.00539,-0.00376,-0.02528,-0.00145,-0.0126,-0.00262
5,5120,nan,nan,0.0,0.0,2.084701,-0.005591,0.038413,0.003961,0.292757,0.050467,0.928189,-2.262759,3.41478,-2.658056,4.230204,4.0,0.00029959,0,716,0.23792,0.33438,0.875,nan,0,0.0,0.0,,,-0.01,0.00611,-0.00342,-0.01901,-0.00438,-0.00138,0.0
6,6144,nan,nan,0.0,0.0,1.525818,-0.004642,0.032751,0.003399,0.314778,0.059117,0.949193,-2.269277,4.008437,-2.611571,4.606753,4.0,0.00029949,0,795,0.22079,0.31919,0.875,nan,0,0.0,0.0,,,-0.01,0.00459,-0.00298,-0.0229,-0.0052,0.0,0.0
7,7168,-13.59099,450.0,0.0,0.0,1.073757,-0.004001,0.045649,0.002178,0.375592,0.02689,0.937049,-2.556243,4.37674,-2.959595,4.828969,4.0,0.00029939,1,863,0.25389,0.36333,0.88889,nan,0,0.0,0.69811,,,-0.01,0.00468,-0.0059,-0.02662,-0.00622,-0.00172,0.0
8,8192,-12.92763,450.0,0.0,0.0,2.095756,-0.004281,0.019474,0.003055,0.207391,0.042236,0.967445,-3.452236,5.426837,-3.806503,6.191186,4.0,0.00029928,7,698,0.23165,0.33117,0.9375,nan,0,0.71429,0.75661,,,-0.01,0.00724,-0.00124,-0.02252,-0.00625,-0.00916,0.0
9,9216,-7.75096,174.0,0.0,0.0,1.044365,-0.004849,0.034398,0.002642,0.240028,0.029018,0.962866,-2.711552,5.899569,-2.946866,6.193427,4.0,0.00029918,1,855,0.2777,0.38386,0.88235,nan,0,1.0,0.92857,,,-0.01,0.00698,-0.00333,-0.02288,-0.01117,-0.00242,-0.00405
10,10240,-10.07617,327.75,0.0,0.0,1.00444,-0.003466,0.037803,0.000913,0.229248,0.006034,0.943416,-2.975554,5.421027,-3.107905,5.562488,4.0,0.00029908,4,869,0.24848,0.34295,0.71429,nan,0,1.0,0.77953,,,-0.01,0.00832,-0.01046,-0.01897,-0.00723,-0.00934,-0.01701
