iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.375723,-0.0085,0.239597,0.004878,0.754685,0.051758,0.128301,-0.26955,0.266046,-0.794417,1.343876,4.0,0.0003,0,795,0.27832,0.38072,0.0,nan,0.0,0.0,,,-0.01,0.00454,-0.00069,-0.02584,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.324321,-0.005965,0.096539,0.003543,0.676483,0.028878,0.678936,-0.752851,1.167352,-1.320314,2.291988,4.0,0.0002999,0,806,0.26091,0.35567,0.0,nan,0.0,0.0,,,-0.01,0.00449,-0.00547,-0.02321,-0.0011,0.0
3,3072,nan,nan,0.0,0.0,2.183987,-0.003377,0.053844,0.001407,0.449501,0.007394,0.855544,-1.25988,2.194624,-1.795362,3.16983,4.0,0.0002998,0,825,0.26062,0.36155,0.0,nan,0.0,0.0,,,-0.01,0.0046,-0.00762,-0.02235,-0.00077,0.0
4,4096,-14.89063,450.0,0.0,0.0,2.231259,-0.00324,0.037551,0.00252,0.272993,0.024902,0.917782,-1.854554,3.171952,-2.317494,4.055349,4.0,0.00029969,8,798,0.27567,0.37555,1.0,nan,0.125,0.75336,,,-0.01,0.00414,-0.00458,-0.0261,0.0,0.0
5,5120,nan,nan,0.0,0.0,2.325745,-0.004458,0.021582,0.002521,0.291492,0.010917,0.935276,-2.283113,4.022933,-2.82085,5.149707,4.0,0.00029959,0,810,0.27136,0.35861,1.0,nan,0.0,0.0,,,-0.01,0.00529,-0.00712,-0.02363,-0.00035,0.0
6,6144,nan,nan,0.0,0.0,2.270833,-0.004287,0.014999,0.003635,0.227564,0.028041,0.96012,-2.631591,5.146501,-3.129502,6.165692,4.0,0.00029949,0,819,0.25653,0.35057,1.0,nan,0.0,0.0,,,-0.01,0.005,-0.00353,-0.02539,0.0,0.0
7,7168,nan,nan,0.0,0.0,2.280594,-0.004629,0.011241,0.004967,0.235835,0.068987,0.970445,-3.062706,6.097667,-3.534378,7.123854,4.0,0.00029939,0,820,0.25085,0.33622,1.0,nan,0.0,0.0,,,-0.01,0.0053,-0.00289,-0.02479,0.0,0.0
8,8192,-15.39504,450.0,0.0,0.0,2.349825,-0.004805,0.011782,0.002963,0.210448,0.029994,0.970689,-3.949956,6.835135,-4.364716,7.914272,4.0,0.00029928,8,777,0.27345,0.35511,1.0,nan,0.0,0.78661,,,-0.01,0.00571,-0.00345,-0.02601,0.0,0.0
9,9216,nan,nan,0.0,0.0,2.335873,-0.00444,0.0081,0.003531,0.242143,0.046945,0.979504,-4.041599,7.87582,-4.515256,8.926941,4.0,0.00029918,0,798,0.25502,0.32868,1.0,nan,0.0,0.0,,,-0.01,0.00507,-0.00181,-0.02597,0.0,0.0
10,10240,nan,nan,0.0,0.0,2.339857,-0.005207,0.007446,0.004213,0.229315,0.041992,0.983875,-4.303077,8.874849,-4.681511,9.855348,4.0,0.00029908,0,789,0.24916,0.32296,1.0,nan,0.0,0.0,,,-0.01,0.00578,-0.00309,-0.02237,0.0,0.0
11,11264,-14.38494,450.0,0.0,0.0,2.357619,-0.003989,0.007944,0.002129,0.202556,0.009661,0.987026,-4.935847,9.973656,-5.296663,10.818627,4.0,0.00029898,8,766,0.25136,0.31937,1.0,nan,0.0,0.75627,,,-0.01,0.00531,-0.00167,-0.02647,-0.00032,0.0
12,12288,nan,nan,0.0,0.0,2.282278,-0.004504,0.005638,0.003104,0.257482,0.030727,0.989522,-5.512198,11.067042,-5.877697,12.009315,4.0,0.00029887,0,784,0.24751,0.32085,1.0,nan,0.0,0.0,,,-0.01,0.00448,-0.00232,-0.02589,-0.00046,0.0
13,13312,nan,nan,0.0,0.0,2.040447,-0.00459,0.005224,0.002135,0.229484,0.020333,0.991164,-4.842496,12.152153,-5.138256,13.055443,4.0,0.00029877,0,820,0.2337,0.29483,1.0,nan,0.0,0.0,,,-0.01,0.00383,-0.0003,-0.02723,-0.00252,0.0
14,14336,nan,nan,0.0,0.0,1.851478,-0.004498,0.003521,0.00348,0.257083,0.030552,0.993302,-4.438403,12.894145,-4.858218,13.749594,4.0,0.00029867,0,866,0.27089,0.35088,1.0,nan,0.0,0.0,,,-0.01,0.00427,-0.00506,-0.02653,0.00025,0.0
15,15360,-14.5909,450.0,0.0,0.0,2.264719,-0.004127,0.004921,0.002322,0.233723,0.026646,0.992113,-6.380761,13.69851,-6.69968,14.609991,4.0,0.00029857,8,746,0.22856,0.29148,1.0,nan,0.0,0.7417,,,-0.01,0.00491,-0.00195,-0.02832,0.0,0.0
16,16384,nan,nan,0.0,0.0,2.246791,-0.006268,0.002908,0.003732,0.238265,0.042341,0.994748,-5.956803,14.708908,-6.254441,15.533288,4.0,0.00029846,0,813,0.23145,0.30218,1.0,nan,0.0,0.0,,,-0.01,0.00435,0.00032,-0.02304,-1e-05,0.0
17,17408,nan,nan,0.0,0.0,2.259636,-0.007189,0.002278,0.004721,0.238951,0.045759,0.994906,-5.747558,15.207924,-6.094684,16.115177,4.0,0.00029836,0,821,0.23005,0.29715,1.0,nan,0.0,0.0,,,-0.01,0.00564,-0.00092,-0.02457,0.0,0.0
18,18432,-13.76116,450.0,0.0,0.0,2.272151,-0.004694,0.00366,0.002609,0.20748,0.01845,0.994919,-6.520886,15.975707,-6.833973,16.691248,4.0,0.00029826,8,783,0.2228,0.29743,1.0,nan,0.0,0.67384,,,-0.01,0.00442,-0.00074,-0.02533,0.0,0.0
19,19456,nan,nan,0.0,0.0,2.225919,-0.005309,0.002096,0.004532,0.215843,0.033412,0.995993,-7.22752,17.00696,-7.559236,17.846237,4.0,0.00029816,0,808,0.21959,0.2853,1.0,nan,0.0,0.0,,,-0.01,0.00307,-0.00121,-0.02508,0.0,0.0
20,20480,nan,nan,0.0,0.0,2.206609,-0.004836,0.001739,0.002152,0.207056,0.017822,0.996561,-6.889373,17.81428,-7.209388,18.640232,4.0,0.00029805,0,823,0.23047,0.3019,1.0,nan,0.0,0.0,,,-0.01,0.00551,-8e-05,-0.02579,0.0,0.0
21,21504,nan,nan,0.0,0.0,2.239729,-0.00427,0.001711,0.003134,0.208393,0.024135,0.99685,-6.783081,18.561895,-7.13786,19.357582,4.0,0.00029795,0,819,0.2387,0.30636,1.0,nan,0.0,0.0,,,-0.01,0.00578,-0.00138,-0.02496,0.0,0.0
22,22528,-14.30593,450.0,0.0,0.0,2.253555,-0.007059,0.002894,0.004255,0.268035,0.050328,0.995945,-9.280939,19.481361,-9.433167,20.285709,4.0,0.00029785,8,778,0.25265,0.30678,1.0,nan,0.0,0.65972,,,-0.01,0.00416,-0.00019,-0.02725,0.0,0.0
23,23552,nan,nan,0.0,0.0,2.175365,-0.005175,0.001331,0.004482,0.227397,0.038818,0.997416,-8.600828,20.250263,-8.885306,21.059551,4.0,0.00029775,0,819,0.25363,0.31138,1.0,nan,0.0,0.0,,,-0.01,0.00436,-0.00198,-0.02339,0.0,0.0
24,24576,nan,nan,0.0,0.0,2.190626,-0.006669,0.001306,0.003103,0.243552,0.035505,0.997668,-8.146621,20.81106,-8.438224,21.570301,4.0,0.00029764,0,818,0.25028,0.31585,1.0,nan,0.0,0.0,,,-0.01,0.00659,-0.00018,-0.0259,0.0,0.0
25,25600,-14.10417,450.0,0.0,0.0,2.192494,-0.00529,0.002194,0.003756,0.232276,0.040737,0.996938,-9.080733,21.392832,-9.228701,22.129255,4.0,0.00029754,8,758,0.23898,0.29562,1.0,nan,0.0,0.64794,,,-0.01,0.00533,-0.00109,-0.02843,0.0,0.0
26,26624,nan,nan,0.0,0.0,2.222489,-0.005743,0.001762,0.004693,0.253157,0.063756,0.997585,-9.997167,22.488104,-10.221423,23.180056,4.0,0.00029744,0,780,0.23214,0.28767,1.0,nan,0.0,0.0,,,-0.01,0.00351,0.0004,-0.02388,0.0,0.0
27,27648,nan,nan,0.0,0.0,2.165282,-0.005097,0.000913,0.003427,0.261133,0.038888,0.998456,-9.543405,23.028807,-9.729797,23.700716,4.0,0.00029734,0,806,0.26674,0.32031,1.0,nan,0.0,0.0,,,-0.01,0.00602,-0.00037,-0.02298,0.0,0.0
28,28672,nan,nan,0.0,0.0,2.181161,-0.005056,0.000998,0.003669,0.261481,0.038714,0.998405,-8.726236,22.90556,-8.909324,23.520288,4.0,0.00029724,0,810,0.23982,0.29325,1.0,nan,0.0,0.0,,,-0.01,0.0057,-0.00071,-0.02348,0.0,0.0
29,29696,-13.44368,450.0,0.0,0.0,2.062661,-0.003052,0.01225,0.003686,0.236232,0.038923,0.988305,-9.959051,23.938522,-9.985769,24.130072,4.0,0.00029713,8,766,0.24201,0.31772,1.0,nan,0.0,0.61538,,,-0.01,0.00512,0.00058,-0.0232,-0.00469,0.0
30,30720,-5.17336,168.0,0.0,0.0,1.527315,-0.003113,0.028606,0.002411,0.254023,0.035296,0.969029,-11.054912,23.593884,-10.934123,23.419245,4.0,0.00029703,1,852,0.24553,0.31963,0.98462,nan,1.0,0.45455,,,-0.01,0.0045,0.00331,-0.02327,-0.0043,-0.00278
31,31744,nan,nan,0.0,0.0,1.437156,-0.003799,0.017363,0.001553,0.254376,0.009312,0.980146,-11.656436,22.749094,-12.094092,22.897011,4.0,0.00029693,0,885,0.2671,0.33573,0.98462,nan,0.0,0.0,,,-0.01,0.00535,0.00014,-0.02446,-0.00271,0.0
32,32768,-10.27062,450.0,0.0,0.0,1.580941,-0.003701,0.009847,0.002067,0.290569,0.019671,0.989329,-12.997937,23.296846,-13.027113,23.462994,4.0,0.00029683,7,838,0.26012,0.33703,0.98611,nan,0.42857,0.49254,,,-0.01,0.00592,0.00046,-0.02416,-0.00157,0.0
33,33792,-8.10547,450.0,0.0,0.0,1.508816,-0.004909,0.031858,0.002228,0.259374,0.019461,0.958948,-14.604017,23.093115,-15.087262,22.555065,4.0,0.00029672,1,825,0.26303,0.34514,0.9863,nan,1.0,0.5,,,-0.01,0.00655,0.0043,-0.02027,-0.01353,0.0
34,34816,-7.64548,263.5,0.0,0.0,0.868496,-0.003106,0.044657,0.001972,0.475313,0.028216,0.90909,-16.252228,20.500723,-15.411246,19.054932,4.0,0.00029662,4,898,0.26868,0.35675,0.93506,nan,1.0,0.30233,,,-0.01,0.00952,0.00831,-0.02015,-0.01482,-0.01919
35,35840,-3.69916,146.0,0.0,0.0,0.996803,-0.003262,0.01531,0.002011,0.387919,0.027693,0.979492,-15.141086,20.523113,-14.695562,20.307465,4.0,0.00029652,1,896,0.2685,0.33947,0.92308,nan,1.0,0.125,,,-0.01,0.00768,0.0033,-0.02084,-0.00856,-0.00423
36,36864,-4.38517,396.25,0.0,0.0,1.284739,-0.004574,0.030049,0.002401,0.282989,0.033273,0.942128,-13.582135,19.601274,-13.487559,18.936539,4.0,0.00029642,4,860,0.27378,0.37506,0.91463,nan,1.0,0.31818,,,-0.01,0.00797,0.00524,-0.02376,-0.00865,-0.00331
37,37888,-8.95721,393.0,0.0,0.0,1.050259,-0.005687,0.027636,0.00307,0.257868,0.040318,0.920033,-13.947955,17.1485,-14.035367,16.256758,4.0,0.00029631,2,885,0.24864,0.35308,0.90476,nan,1.0,0.34783,,,-0.01,0.00782,0.00471,-0.02103,-0.01167,-0.00401
38,38912,-5.01476,450.0,0.0,0.0,0.727854,-0.005033,0.007416,0.002864,0.271862,0.047747,0.982713,-16.278467,16.277666,-16.407391,16.26227,4.0,0.00029621,1,968,0.24139,0.33269,0.90588,nan,1.0,0.46667,,,-0.01,0.00717,0.00591,-0.02752,-0.00476,0.0
