iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.384539,-0.006918,0.371484,0.004413,1.136209,0.043352,-0.095428,0.622943,0.208251,-0.064924,1.245021,4.0,0.0003,0,652,0.2733,0.37416,0.0,nan,0.0,0.0,,,-0.01,0.00534,-0.01346,-0.02323,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.359788,-0.005071,0.121258,0.002817,0.841629,0.016183,0.594088,0.088042,0.859487,-0.584579,1.985106,4.0,0.0002999,0,663,0.25698,0.35017,0.0,nan,0.0,0.0,,,-0.01,0.0042,-0.01325,-0.02134,0.0,0.0
3,3072,nan,nan,0.0,0.0,2.327563,-0.004252,0.061901,0.003154,0.720767,0.022356,0.814565,-0.30842,1.889307,-0.96743,3.029663,4.0,0.0002998,0,669,0.25825,0.34955,0.0,nan,0.0,0.0,,,-0.01,0.00468,-0.01215,-0.02186,-0.00043,0.0
4,4096,-18.11678,450.0,0.0,0.0,2.302849,-0.004442,0.041001,0.003363,0.401632,0.038435,0.910825,-0.941701,3.021816,-1.386256,3.927126,4.0,0.00029969,8,651,0.25246,0.34751,1.0,nan,0.0,0.9983,,,-0.01,0.0041,-0.01062,-0.02246,0.0,0.0
5,5120,nan,nan,0.0,0.0,2.291091,-0.007292,0.02634,0.006273,0.464894,0.085868,0.933287,-1.286706,3.944479,-1.872289,5.030395,4.0,0.00029959,0,642,0.26437,0.35449,1.0,nan,0.0,0.0,,,-0.01,0.00574,-0.00915,-0.02116,0.0,0.0
6,6144,nan,nan,0.0,0.0,2.293616,-0.003946,0.016176,0.002246,0.243682,0.013916,0.953235,-1.971957,4.846027,-2.53548,5.924345,4.0,0.00029949,0,653,0.28948,0.37402,1.0,nan,0.0,0.0,,,-0.01,0.00528,-0.00985,-0.0217,0.0,0.0
7,7168,nan,nan,0.0,0.0,2.292347,-0.003777,0.010891,0.004,0.232816,0.028425,0.967832,-2.458246,5.86248,-2.977135,6.924882,4.0,0.00029939,0,602,0.30539,0.39662,1.0,nan,0.0,0.0,,,-0.01,0.00554,-0.00698,-0.02169,0.0,0.0
8,8192,-15.85653,450.0,0.0,0.0,2.320336,-0.00487,0.013308,0.003682,0.245174,0.040981,0.970661,-3.199645,6.857507,-3.670705,7.941631,4.0,0.00029928,8,613,0.3019,0.393,1.0,nan,0.0,0.99464,,,-0.01,0.00499,-0.00608,-0.02392,0.0,0.0
9,9216,nan,nan,0.0,0.0,2.268722,-0.004136,0.007206,0.002696,0.235565,0.019252,0.979741,-3.496902,7.907416,-3.945858,8.986731,4.0,0.00029918,0,653,0.27218,0.35477,1.0,nan,0.0,0.0,,,-0.01,0.00473,-0.00478,-0.02085,0.0,0.0
10,10240,nan,nan,0.0,0.0,2.190895,-0.006194,0.006919,0.005355,0.252343,0.054374,0.984199,-3.677314,9.164477,-4.114108,10.206389,4.0,0.00029908,0,659,0.27693,0.35838,1.0,nan,0.0,0.0,,,-0.01,0.00563,-0.00501,-0.02199,-0.00135,0.0
11,11264,-14.37426,450.0,0.0,0.0,2.14535,-0.005995,0.008845,0.003416,0.274057,0.037354,0.987191,-4.320661,10.167866,-4.605437,11.000133,4.0,0.00029898,8,635,0.29911,0.37348,1.0,nan,0.0,0.99485,,,-0.01,0.00631,-0.00387,-0.02225,-0.00151,0.0
12,12288,nan,nan,0.0,0.0,2.100081,-0.004664,0.011411,0.005555,0.267456,0.065499,0.986716,-4.8926,11.270459,-5.327746,11.936716,4.0,0.00029887,0,648,0.28382,0.35862,1.0,nan,0.0,0.0,,,-0.01,0.00476,-0.00382,-0.01819,-0.00555,0.0
13,13312,-8.07476,217.0,0.0,0.0,1.378003,-0.00312,0.030458,0.002653,0.298369,0.035191,0.96996,-6.074737,11.453739,-6.315461,11.758,4.0,0.00029877,1,735,0.30255,0.37918,0.96,nan,1.0,0.85714,,,-0.01,0.00432,-0.0054,-0.02108,-0.00476,-0.0031
14,14336,nan,nan,0.0,0.0,1.206919,-0.004939,0.004306,0.001957,0.231388,0.023961,0.992925,-6.440085,11.369493,-6.645829,11.917211,4.0,0.00029867,0,775,0.2854,0.34862,0.96,nan,0.0,0.0,,,-0.01,0.00445,-0.00453,-0.02601,-0.00259,0.0
15,15360,-11.19516,450.0,0.0,0.0,2.041157,-0.004818,0.0073,0.004635,0.247018,0.063616,0.988921,-6.038147,12.290209,-6.386138,13.121413,4.0,0.00029857,7,646,0.3337,0.41334,0.96875,nan,0.14286,0.93976,,,-0.01,0.00646,-0.00379,-0.02342,-0.00104,0.0
16,16384,-13.90557,392.0,0.0,0.0,1.963711,-0.003619,0.018901,0.004183,0.221187,0.06257,0.979501,-6.195868,13.014932,-6.402119,13.625271,4.0,0.00029846,1,653,0.27911,0.36109,0.93939,nan,1.0,1.0,,,-0.01,0.00427,-0.00318,-0.01972,-0.00254,-0.00226
17,17408,nan,nan,0.0,0.0,1.684645,-0.004794,0.00945,0.003654,0.211468,0.034773,0.988642,-5.648997,13.516093,-6.031104,14.203802,4.0,0.00029836,0,636,0.25337,0.33167,0.93939,nan,0.0,0.0,,,-0.01,0.00463,-0.00435,-0.02474,-0.00281,0.0
18,18432,-12.29154,450.0,0.0,0.0,1.732432,-0.006119,0.004284,0.004852,0.263484,0.068638,0.993609,-6.361079,13.900699,-6.60576,14.609814,4.0,0.00029826,7,682,0.25672,0.33928,0.95,nan,0.14286,0.93421,,,-0.01,0.00522,-0.00248,-0.02623,-0.00127,0.0
19,19456,-13.8608,450.0,0.0,0.0,2.254474,-0.004324,0.002989,0.003478,0.224273,0.034668,0.994238,-6.845654,15.078194,-7.141693,15.97938,4.0,0.00029816,1,636,0.26848,0.33856,0.95122,nan,0.0,0.94444,,,-0.01,0.00607,-0.00296,-0.02315,-0.00104,0.0
20,20480,nan,nan,0.0,0.0,2.111444,-0.005253,0.002161,0.004871,0.247902,0.073417,0.995743,-6.79837,16.022333,-7.149252,16.863489,4.0,0.00029805,0,653,0.26024,0.33193,0.95122,nan,0.0,0.0,,,-0.01,0.00507,-0.00207,-0.02296,-0.00071,0.0
21,21504,nan,nan,0.0,0.0,1.977755,-0.005005,0.001978,0.003882,0.225297,0.026751,0.995512,-6.868557,16.671883,-7.218379,17.619959,4.0,0.00029795,0,654,0.22949,0.3087,0.95122,nan,0.0,0.0,,,-0.01,0.00286,-0.00246,-0.02509,9e-05,0.0
22,22528,-13.53908,450.0,0.0,0.0,2.225025,-0.005786,0.002744,0.005328,0.253501,0.077148,0.995525,-7.706276,17.638323,-7.986356,18.511732,4.0,0.00029785,7,646,0.28303,0.35757,0.95833,nan,0.0,0.94444,,,-0.01,0.0054,-0.00325,-0.02516,0.0,0.0
23,23552,-13.36607,450.0,0.0,0.0,2.223888,-0.005806,0.00195,0.003139,0.242406,0.028355,0.996337,-7.546429,18.387714,-7.840178,19.250078,4.0,0.00029775,1,624,0.27985,0.34501,0.95918,nan,0.0,1.0,,,-0.01,0.00638,-0.0023,-0.02283,0.0,0.0
24,24576,nan,nan,0.0,0.0,2.197598,-0.006116,0.001695,0.004967,0.242056,0.054653,0.996484,-7.516736,19.237875,-7.819756,20.170172,4.0,0.00029764,0,638,0.25377,0.32059,0.95918,nan,0.0,0.0,,,-0.01,0.00567,-0.00173,-0.02199,0.0,0.0
25,25600,-13.32736,450.0,0.0,0.0,2.196463,-0.004611,0.002135,0.003387,0.267955,0.040144,0.997007,-7.974912,20.039705,-8.195375,20.770781,4.0,0.00029754,7,643,0.22726,0.29339,0.96429,nan,0.0,1.0,,,-0.01,0.00543,-0.0012,-0.02462,0.0,0.0
26,26624,-12.81881,450.0,0.0,0.0,2.165866,-0.003847,0.001467,0.004503,0.270542,0.044817,0.997676,-8.249359,20.710199,-8.495431,21.411371,4.0,0.00029744,1,658,0.22673,0.29406,0.96491,nan,0.0,1.0,,,-0.01,0.00611,-0.00102,-0.02287,-0.00035,0.0
27,27648,nan,nan,0.0,0.0,2.201154,-0.005242,0.001443,0.005194,0.255785,0.067906,0.997518,-8.339202,21.265574,-8.623277,22.055653,4.0,0.00029734,0,652,0.20717,0.2793,0.96491,nan,0.0,0.0,,,-0.01,0.00522,-0.00104,-0.02179,0.0,0.0
28,28672,nan,nan,0.0,0.0,2.13319,-0.005785,0.002491,0.005095,0.224478,0.058454,0.997018,-7.831292,21.674826,-7.963136,22.294605,4.0,0.00029724,0,655,0.2279,0.2899,0.96491,nan,0.0,0.0,,,-0.01,0.00586,-0.00104,-0.02047,-0.00212,0.0
29,29696,-12.79067,450.0,0.0,0.0,2.179437,-0.00425,0.010176,0.003945,0.249544,0.056989,0.99053,-9.392135,22.60664,-9.603467,23.33643,4.0,0.00029713,7,641,0.23873,0.30684,0.96875,nan,0.14286,1.0,,,-0.01,0.00502,-0.00156,-0.02259,-0.00153,0.0
30,30720,-11.27853,450.0,0.0,0.0,2.19904,-0.005092,0.002323,0.004148,0.225486,0.030134,0.997166,-9.627543,23.391056,-9.876253,24.124002,4.0,0.00029703,1,635,0.22244,0.29607,0.96923,nan,0.0,1.0,,,-0.01,0.00607,-0.00117,-0.02253,1e-05,0.0
31,31744,nan,nan,0.0,0.0,2.042545,-0.003907,0.009638,0.003949,0.251493,0.046317,0.990988,-10.183085,23.865665,-10.501218,24.557798,4.0,0.00029693,0,637,0.23302,0.30285,0.96923,nan,0.0,0.0,,,-0.01,0.00577,-0.00118,-0.02334,-0.0001,0.0
32,32768,-12.50163,450.0,0.0,0.0,2.074533,-0.006524,0.00208,0.005808,0.29909,0.076172,0.997555,-10.646449,24.514469,-10.836557,25.155464,4.0,0.00029683,7,659,0.21684,0.2872,0.97222,nan,0.14286,0.95455,,,-0.01,0.00526,-0.00054,-0.02413,0.0,0.0
33,33792,-13.15741,450.0,0.0,0.0,2.129446,-0.00431,0.008846,0.005338,0.237656,0.066755,0.991945,-10.705157,25.552765,-11.049559,25.997488,4.0,0.00029672,1,658,0.20682,0.2804,0.9726,nan,0.0,1.0,,,-0.01,0.00819,-0.0015,-0.02128,-0.00178,0.0
34,34816,-7.32657,187.0,0.0,0.0,2.10563,-0.002004,0.01033,0.003597,0.172132,0.026925,0.988417,-11.118413,25.162806,-11.059255,25.524025,4.0,0.00029662,1,663,0.20955,0.27804,0.95946,nan,1.0,0.66667,,,-0.01,0.00686,-0.00111,-0.02077,-0.00146,-0.00203
