iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,1.915746,-0.018027,0.216351,0.008803,1827,0.13058,0.0,0.0,-0.01,0.00028,-0.04848,0.0,0.0,0.0
2,2048,nan,nan,0.0,0.0,1.903874,-0.006905,0.170106,0.00708,2002,0.12968,0.0,0.0,-0.01,0.00356,-0.03895,0.0,-0.00304,0.0
3,3072,-22.3611,378.0,0.0,0.0,1.893789,-8.1e-05,17.175003,0.001048,2481,0.15175,1.0,1.0,-0.01,0.00393,-0.02998,0.0,-0.18524,-0.00042
4,4096,-34.41238,447.71429,0.0,0.0,1.868747,0.033834,0.127376,0.008849,2396,0.14391,0.85714,1.0,-0.01,0.00346,-0.02929,0.0,-0.00151,-0.00041
5,5120,-23.38842,229.0,0.0,0.0,1.85927,-0.001574,14.271306,0.001293,2242,0.13043,1.0,1.0,-0.01,0.00546,-0.01922,0.0,-0.17481,-0.00037
6,6144,-23.11753,240.0,0.0,0.0,1.825802,-0.002805,3.537799,0.003153,2366,0.13969,1.0,1.0,-0.01,0.00369,-0.01892,0.0,-0.03977,-0.00166
7,7168,-16.56265,271.0,0.0,0.0,1.801962,-0.002322,2.506156,0.003142,2500,0.12691,1.0,1.0,-0.01,0.00561,-0.01691,0.0,-0.03296,-0.00127
8,8192,-20.38412,327.5,0.0,0.0,1.770676,-0.001271,8.345154,0.003058,2081,0.1006,1.0,1.0,-0.01,0.00777,-0.01075,0.0,-0.09979,-0.00137
9,9216,-22.8646,166.8,0.0,0.0,1.745545,-0.000564,14.175288,0.003483,2096,0.08854,1.0,1.0,-0.01,0.00796,-0.00908,0.0,-0.17646,-0.00168
10,10240,-24.23386,184.83333,0.0,0.0,1.729907,-0.001273,9.634894,0.001845,2305,0.08552,1.0,1.0,-0.01,0.00886,-0.0098,0.0,-0.12401,-0.00239
11,11264,-23.5995,191.2,0.0,0.0,1.676148,-0.003093,13.178092,0.006113,2513,0.08548,1.0,1.0,-0.01,0.01012,-0.00673,0.0,-0.16487,-0.00214
12,12288,-17.40737,190.66667,0.0,0.0,1.673225,-0.002162,11.888306,0.002249,2891,0.10116,1.0,1.0,-0.01,0.00976,-0.01158,0.0,-0.17106,-0.00316
13,13312,-21.51412,254.5,0.0,0.0,1.587161,-0.007976,9.41409,0.002741,2862,0.12529,1.0,1.0,-0.01,0.00697,-0.01518,0.0,-0.12085,-0.00103
14,14336,-18.6004,236.6,0.0,0.0,1.639724,0.000302,5.99655,0.001086,2617,0.11456,1.0,1.0,-0.01,0.00719,-0.01601,0.0,-0.08706,-0.00225
15,15360,-14.59687,226.33333,0.0,0.0,1.552596,-0.00287,13.598896,0.005072,2241,0.10829,1.0,1.0,-0.01,0.00803,-0.01261,0.0,-0.16963,-0.00246
16,16384,-22.47208,180.0,0.0,0.0,1.596465,0.001542,3.977766,0.001511,2568,0.11947,1.0,1.0,-0.01,0.00541,-0.01678,0.0,-0.04609,-0.00125
17,17408,-19.50505,236.6,0.0,0.0,1.509828,0.038651,9.203236,0.001905,2373,0.11474,1.0,1.0,-0.01,0.00666,-0.01464,0.0,-0.15053,-0.00202
18,18432,-23.30251,212.8,0.0,0.0,1.51962,0.111045,10.231109,0.002829,2231,0.0924,1.0,1.0,-0.01,0.00692,-0.00962,0.0,-0.13553,-0.00182
19,19456,-23.59807,198.6,0.0,0.0,1.550467,-0.003127,16.252294,0.004086,2642,0.11192,1.0,1.0,-0.01,0.00788,-0.01547,0.0,-0.27552,-0.00227
20,20480,-26.86554,196.0,0.0,0.0,1.496348,0.001732,5.082291,0.002396,2435,0.09978,1.0,1.0,-0.01,0.00962,-0.01115,0.0,-0.06384,-0.00242
21,21504,-25.34472,248.0,0.0,0.0,1.530399,0.046059,13.189805,0.004929,2654,0.1122,1.0,1.0,-0.01,0.00781,-0.01482,0.0,-0.16908,-0.0017
22,22528,-21.80453,187.16667,0.0,0.0,1.458035,0.000557,6.626902,0.002273,2435,0.09673,1.0,1.0,-0.01,0.00989,-0.00944,0.0,-0.09213,-0.00238
23,23552,-12.08289,158.8,0.0,0.0,1.379253,-0.027339,8.23818,0.002422,2579,0.10828,1.0,1.0,-0.01,0.00832,-0.01242,0.0,-0.14823,-0.00224
24,24576,-23.06295,205.0,0.0,0.0,1.375105,-0.000959,7.505537,0.00261,2457,0.09943,1.0,1.0,-0.01,0.00885,-0.01205,0.0,-0.11771,-0.00162
25,25600,-20.30227,197.5,0.0,0.0,1.372287,-0.001918,12.252357,0.003372,2482,0.10141,1.0,1.0,-0.01,0.00907,-0.01123,0.0,-0.22493,-0.00256
26,26624,-15.65439,202.2,0.0,0.0,1.362716,0.001256,7.294032,0.002327,2535,0.08756,0.8,1.0,-0.01,0.01028,-0.00698,0.0,-0.10237,-0.0017
27,27648,-24.5441,207.25,0.0,0.0,1.352262,-0.002572,5.973075,0.001844,2943,0.11207,1.0,1.0,-0.01,0.00852,-0.01231,0.0,-0.09864,-0.00157
28,28672,-14.04307,164.6,0.0,0.0,1.326295,0.000319,7.551622,0.000981,2770,0.08941,1.0,1.0,-0.01,0.01088,-0.00879,0.0,-0.12491,-0.00246
29,29696,-17.50812,228.71429,0.0,0.0,1.312959,-0.034706,11.362495,0.002109,2377,0.09266,1.0,1.0,-0.01,0.01179,-0.00867,0.0,-0.22901,-0.00247
30,30720,-24.49135,158.71429,0.0,0.0,1.344581,-0.000388,12.065228,0.00099,2294,0.08613,1.0,1.0,-0.01,0.01204,-0.00974,0.0,-0.19469,-0.00234
31,31744,-20.09791,127.71429,0.0,0.0,1.342013,-0.000189,7.349305,0.001601,2833,0.08027,1.0,1.0,-0.01,0.01286,-0.00472,0.0,-0.13151,-0.00346
32,32768,-16.09418,122.5,0.0,0.0,1.310372,0.037869,8.120711,0.003871,2908,0.08026,1.0,1.0,-0.01,0.01346,-0.0067,0.0,-0.16337,-0.00187
33,33792,-21.17345,243.0,0.0,0.0,1.257898,-0.010324,9.815955,0.002669,2584,0.10321,1.0,1.0,-0.01,0.00899,-0.01031,0.0,-0.1754,-0.00132
34,34816,-16.03789,88.0,0.0,0.0,1.302866,-0.001493,5.916521,0.000883,3149,0.13481,1.0,1.0,-0.01,0.0057,-0.01864,0.0,-0.10756,-0.00101
35,35840,-21.06379,300.6,0.0,0.0,1.284364,0.189094,11.640526,0.001717,2814,0.13396,1.0,1.0,-0.01,0.00764,-0.01747,0.0,-0.09159,-0.00096
36,36864,-15.50686,240.625,0.0,0.0,1.247956,-0.000109,9.344707,0.001037,2547,0.09622,0.875,1.0,-0.01,0.01443,-0.00714,0.0,-0.14943,-0.0022
37,37888,-15.94541,130.0,0.0,0.0,1.252884,-0.000177,11.308253,0.001222,2461,0.07944,1.0,1.0,-0.01,0.01858,-0.00448,0.0,-0.19706,-0.00346
38,38912,-19.74663,110.5,0.0,0.0,1.201774,0.025631,10.091706,0.002711,2978,0.10423,1.0,1.0,-0.01,0.01275,-0.00549,0.0,-0.19444,-0.00294
39,39936,-22.98759,90.75,0.0,0.0,1.257556,0.150682,11.745013,0.001234,3463,0.12981,1.0,1.0,-0.01,0.01176,-0.01098,0.0,-0.21891,-0.00273
40,40960,-12.04798,244.71429,0.0,0.0,1.234964,0.000369,12.625254,0.001113,3006,0.10103,0.85714,1.0,-0.01,0.01495,-0.00764,0.0,-0.22751,-0.00278
41,41984,-21.85536,180.11111,0.0,0.0,1.280963,-0.05024,10.63563,0.007083,2487,0.07152,1.0,1.0,-0.01,0.01605,-0.00407,0.0,-0.18155,-0.00315
