iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,root_report_close_n,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_bunching,comp_terminal
1,1024,nan,nan,0.0,0.0,2.49166,-0.0095,0.29805,0.007131,0.827107,0.105434,-0.01977,-0.282346,0.193515,-1.054715,1.325632,4.0,0.0003,0,666,0.26423,0.3637,0.0,nan,0,0.0,0.0,,,-0.01,0.00517,-0.01282,-0.0239,0.0,-0.00852,0.0
2,2048,nan,nan,0.0,0.0,2.432335,-0.005029,0.077183,0.002179,0.703355,0.020787,0.677486,-0.979739,1.077075,-1.601036,2.244885,4.0,0.0002999,0,676,0.24526,0.34445,0.0,nan,0,0.0,0.0,,,-0.01,0.00527,-0.01164,-0.02136,0.0,-0.00038,0.0
3,3072,nan,nan,0.0,0.0,2.297975,-0.004999,0.036931,0.003956,0.491014,0.054269,0.866691,-1.628422,2.30958,-2.185926,3.405009,4.0,0.0002998,0,681,0.22708,0.32269,0.0,nan,0,0.0,0.0,,,-0.01,0.00427,-0.00832,-0.02056,-0.00207,-0.00043,0.0
4,4096,-18.08104,450.0,0.0,0.0,2.187572,-0.004513,0.040066,0.004364,0.307715,0.048165,0.92353,-2.261777,3.33758,-2.794465,4.14482,4.0,0.00029969,8,679,0.27371,0.37221,1.0,nan,0,0.125,0.9957,,,-0.01,0.0055,-0.00677,-0.02172,-0.00403,-0.00984,0.0
5,5120,nan,nan,0.0,0.0,2.354087,-0.004658,0.028088,0.004669,0.267163,0.037388,0.937555,-2.676615,4.067114,-3.216188,5.028135,4.0,0.00029959,0,664,0.27335,0.3639,1.0,nan,0,0.0,0.0,,,-0.01,0.00594,-0.00698,-0.02031,-0.00265,-0.00121,0.0
6,6144,-12.64817,290.0,0.0,0.0,1.591669,-0.002869,0.089029,0.00316,0.259248,0.039132,0.885345,-3.635961,5.021079,-4.087211,5.170099,4.0,0.00029949,3,642,0.28283,0.40016,0.72727,nan,0,1.0,1.0,,,-0.01,0.00552,-0.00558,-0.01905,-0.01459,-0.00375,-0.00865
7,7168,-14.60856,362.5,0.0,0.0,1.898346,-0.003296,0.054881,0.002625,0.303567,0.021275,0.90759,-4.134231,4.587079,-4.455621,5.244711,4.0,0.00029939,4,697,0.27765,0.38276,0.53333,nan,0,1.0,1.0,,,-0.01,0.00637,-0.00488,-0.02115,-0.00526,-0.00962,-0.00963
8,8192,-12.83083,350.5,0.0,0.0,1.978924,-0.003213,0.03504,0.00268,0.363027,0.02546,0.946397,-4.157941,5.13371,-4.491665,5.778575,4.0,0.00029928,2,698,0.24984,0.34909,0.52941,nan,0,1.0,0.96296,,,-0.01,0.00672,-0.00308,-0.01734,-0.00874,-0.00322,-0.00227
9,9216,-11.29138,281.5,0.0,0.0,1.562758,-0.004283,0.04301,0.004332,0.319913,0.063267,0.934675,-4.339451,5.477982,-4.472529,5.713813,4.0,0.00029918,4,760,0.25113,0.35179,0.42857,nan,0,1.0,0.97368,,,-0.01,0.00705,-0.00347,-0.01683,-0.01222,-0.00649,-0.01153
10,10240,-10.95263,325.8,0.0,0.0,1.793635,-0.005141,0.029375,0.002519,0.234134,0.024833,0.953521,-4.59591,5.657945,-4.784351,6.127703,4.0,0.00029908,5,714,0.23645,0.3429,0.42308,nan,0,0.8,0.97674,,,-0.01,0.00776,-0.00267,-0.01881,-0.00935,-0.00839,-0.00744
11,11264,-8.92463,191.8,0.0,0.0,1.76671,-0.003158,0.040104,0.004162,0.287198,0.063372,0.935497,-4.900947,5.873282,-5.022633,6.134849,4.0,0.00029898,5,716,0.22886,0.32686,0.35484,nan,0,1.0,1.0,,,-0.01,0.00799,-0.00175,-0.01545,-0.01624,-0.00977,-0.0127
12,12288,-8.39604,206.57143,0.0,0.0,1.597323,-0.003308,0.034496,0.003324,0.306377,0.055804,0.935697,-4.860959,5.813091,-4.892967,5.989673,4.0,0.00029887,7,749,0.2548,0.34692,0.28947,nan,0,1.0,1.0,,,-0.01,0.00798,-0.00243,-0.01874,-0.01402,-0.01594,-0.01958
13,13312,-8.36128,164.33333,0.0,0.0,1.866289,-0.003985,0.027569,0.004219,0.281539,0.033168,0.957717,-4.663176,5.96518,-4.82667,6.316698,4.0,0.00029877,3,706,0.24668,0.3444,0.26829,nan,0,1.0,1.0,,,-0.01,0.00741,-0.0015,-0.01894,-0.01204,-0.00662,-0.00715
14,14336,-10.18335,207.4,0.0,0.0,1.643437,-0.004992,0.031832,0.004386,0.388536,0.058454,0.94481,-4.704476,5.837128,-4.717744,6.003779,4.0,0.00029867,5,650,0.25421,0.3552,0.23913,nan,0,1.0,1.0,,,-0.01,0.00797,-0.00162,-0.01928,-0.01512,-0.01142,-0.01339
15,15360,-9.84935,218.2,0.0,0.0,1.403466,-0.003728,0.022583,0.002701,0.310931,0.025391,0.957195,-3.968158,5.564209,-4.031169,5.68013,4.0,0.00029857,5,774,0.27121,0.37497,0.21569,nan,0,1.0,1.0,,,-0.01,0.00827,-0.00239,-0.02108,-0.01696,-0.00657,-0.01542
16,16384,-7.43745,164.66667,0.0,0.0,1.39193,-0.004616,0.019291,0.002703,0.274951,0.026297,0.961499,-3.818238,5.611913,-3.925079,5.749873,4.0,0.00029846,6,775,0.26364,0.37346,0.19298,nan,0,1.0,1.0,,,-0.01,0.00837,-0.00234,-0.01981,-0.018,-0.0111,-0.01849
17,17408,-8.96529,226.5,0.0,0.0,1.704494,-0.004891,0.028589,0.003185,0.287768,0.039446,0.934314,-4.250876,5.577585,-4.303237,5.436543,4.0,0.00029836,6,717,0.24329,0.34065,0.19048,nan,0,0.83333,1.0,,,-0.01,0.00852,-0.00153,-0.02057,-0.01724,-0.00787,-0.01269
18,18432,-7.99154,167.42857,0.0,0.0,1.54247,-0.004603,0.016672,0.003064,0.232078,0.033796,0.955363,-4.025893,4.978054,-4.031524,5.01389,4.0,0.00029826,7,733,0.2227,0.32235,0.17143,nan,0,1.0,1.0,,,-0.01,0.01087,-0.00113,-0.0197,-0.01545,-0.00802,-0.01911
19,19456,-7.07145,154.4,0.0,0.0,1.253071,-0.005504,0.015272,0.003188,0.271744,0.034982,0.937292,-3.62515,4.134949,-3.607821,4.021327,4.0,0.00029816,5,774,0.23182,0.34124,0.16,nan,0,1.0,0.83333,,,-0.01,0.00947,-0.00104,-0.01731,-0.02455,-0.00651,-0.01596
20,20480,-6.65293,125.2,0.0,0.0,1.185036,-0.004858,0.012379,0.003541,0.285132,0.033482,0.94279,-3.518578,3.9768,-3.527685,3.810919,4.0,0.00029805,5,787,0.23147,0.32559,0.15,nan,0,1.0,1.0,,,-0.01,0.00841,-0.00168,-0.01773,-0.02212,-0.00602,-0.01627
21,21504,-6.85148,188.71429,0.0,0.0,1.159443,-0.006001,0.011268,0.005294,0.413013,0.082799,0.930998,-3.502559,3.790489,-3.477923,3.455132,4.0,0.00029795,7,699,0.2252,0.31946,0.14943,nan,0,0.85714,1.0,,,-0.01,0.00861,-0.00193,-0.01458,-0.02398,-0.00973,-0.01975
22,22528,-6.50608,151.77778,0.0,0.0,1.221567,-0.004551,0.012165,0.00353,0.269585,0.037388,0.901917,-3.780962,3.387866,-3.720178,3.032846,4.0,0.00029785,9,757,0.21201,0.30783,0.14583,nan,0,1.0,0.8,,,-0.01,0.00842,-0.00038,-0.01731,-0.02829,-0.00788,-0.02456
23,23552,-6.1688,132.0,0.0,0.0,1.141735,-0.005816,0.012494,0.003374,0.290006,0.045654,0.931244,-3.706806,3.531087,-3.672156,3.355709,4.0,0.00029775,6,791,0.22094,0.31612,0.12,nan,0,1.0,1.0,,,-0.01,0.00923,-0.00121,-0.01907,-0.0255,-0.00965,-0.01945
24,24576,-6.2105,121.5,0.0,0.0,1.052953,-0.004053,0.014831,0.002649,0.240944,0.022914,0.9173,-3.452721,3.283759,-3.490696,3.230453,4.0,0.00029764,6,818,0.23327,0.32647,0.06,nan,0,1.0,1.0,,,-0.01,0.00723,-0.00161,-0.01773,-0.02176,-0.0117,-0.02082
25,25600,-7.47094,139.0,0.0,0.0,0.981426,-0.00575,0.010641,0.003027,0.272047,0.038086,0.922516,-3.254003,2.740436,-3.351182,2.696745,4.0,0.00029754,6,834,0.23001,0.32749,0.06,nan,0,1.0,1.0,,,-0.01,0.00759,-0.00173,-0.0195,-0.02584,-0.01092,-0.02231
26,26624,-7.14683,200.0,0.0,0.0,1.130711,-0.005179,0.011905,0.003564,0.267864,0.046247,0.90685,-3.560479,2.452492,-3.570971,2.554452,4.0,0.00029744,8,790,0.20526,0.3104,0.06,nan,0,0.875,0.71429,,,-0.01,0.01008,-0.00052,-0.01702,-0.01887,-0.00774,-0.0224
27,27648,-6.81509,172.5,0.0,0.0,1.179115,-0.004402,0.017743,0.003781,0.268942,0.035784,0.877647,-3.733977,2.698767,-3.778918,2.707802,4.0,0.00029734,4,784,0.22162,0.32153,0.04,nan,0,1.0,1.0,,,-0.01,0.00834,-0.0004,-0.01756,-0.01873,-0.00626,-0.01272
28,28672,7.78637,127.4,0.2,0.01,0.83338,-0.000724,0.976484,0.001583,0.794078,0.018485,0.140706,-3.360028,2.260025,-2.23755,7.601823,4.0,0.00029724,5,858,0.25986,0.37037,0.04,nan,0,1.0,0.66667,,,-0.01,0.00762,-0.00308,-0.01943,-0.02346,-0.01328,0.13075
29,29696,-6.07227,162.8,0.0,0.01,0.891467,-0.004638,0.025707,0.002736,0.327849,0.020857,0.845581,-2.419614,3.184915,-2.664402,3.369489,4.0,0.00029713,5,712,0.27275,0.36871,0.05,nan,0,0.8,0.66667,,,-0.01,0.00864,-0.00244,-0.02146,-0.01252,-0.02919,-0.0154
30,30720,-9.69619,231.125,0.0,0.01,1.10589,-0.004087,0.029066,0.004178,0.249951,0.045689,0.809414,-2.900641,2.94746,-3.05233,3.035065,4.0,0.00029703,8,766,0.23311,0.33446,0.08,nan,0,0.875,0.76471,,,-0.01,0.01071,-0.00071,-0.01708,-0.02407,-0.02346,-0.01577
31,31744,-5.78688,198.5,0.0,0.01,1.072677,-0.004374,0.036932,0.002743,0.236659,0.022356,0.779548,-2.345953,2.765849,-2.397782,2.953773,4.0,0.00029693,4,802,0.23871,0.33089,0.09,nan,0,1.0,0.5,,,-0.01,0.0073,-0.00062,-0.01749,-0.01783,-0.01001,-0.00993
32,32768,-7.23008,182.75,0.0,0.01,0.9023,-0.005581,0.029299,0.002534,0.306234,0.030064,0.856872,-2.400329,2.926378,-2.630909,3.180848,4.0,0.00029683,4,828,0.2518,0.35623,0.09,nan,0,1.0,0.0,,,-0.01,0.00849,-0.00178,-0.02197,-0.01471,-0.01289,-0.01551
33,33792,-6.66555,140.5,0.0,0.01,0.818791,-0.003475,0.022881,0.001638,0.263982,0.014997,0.892134,-2.394345,2.911271,-2.585981,3.214074,4.0,0.00029672,4,874,0.23325,0.33932,0.09,nan,0,1.0,1.0,,,-0.01,0.00781,-0.00175,-0.02248,-0.01141,-0.0121,-0.01597
34,34816,-8.12665,284.83333,0.0,0.01,0.783012,-0.005122,0.021188,0.002633,0.28396,0.037423,0.891799,-2.303011,2.897898,-2.396791,2.991197,4.0,0.00029662,6,881,0.20432,0.31527,0.11,nan,0,1.0,0.8,,,-0.01,0.00621,-0.00052,-0.01891,-0.01829,-0.01009,-0.0121
35,35840,-6.25069,167.2,0.0,0.01,0.764184,-0.004547,0.017654,0.002913,0.243254,0.0399,0.879728,-2.1868,2.535653,-2.208709,2.59936,4.0,0.00029652,5,871,0.18603,0.28248,0.12,nan,0,1.0,0.85714,,,-0.01,0.00739,-0.00111,-0.01543,-0.01295,-0.00455,-0.01603
36,36864,-5.41022,206.8,0.0,0.01,0.631425,-0.004152,0.019213,0.001469,0.259451,0.01845,0.893355,-2.031791,2.637494,-2.253725,2.913516,4.0,0.00029642,5,938,0.22339,0.33824,0.13,nan,0,1.0,1.0,,,-0.01,0.0063,-0.0023,-0.01977,-0.02132,-0.00667,-0.01961
37,37888,-6.8569,187.5,0.0,0.01,0.726002,-0.003486,0.018601,0.002066,0.268666,0.026297,0.919431,-2.569676,2.999313,-2.731306,3.262017,4.0,0.00029631,4,914,0.22205,0.33891,0.14,nan,0,1.0,1.0,,,-0.01,0.00578,-0.00125,-0.02052,-0.01906,-0.01003,-0.01327
38,38912,-7.38283,271.25,0.0,0.01,0.728694,-0.004728,0.017709,0.002397,0.243341,0.026507,0.920522,-2.664702,2.83603,-2.827466,3.337467,4.0,0.00029621,4,796,0.21671,0.32491,0.16,nan,0,1.0,1.0,,,-0.01,0.0054,-0.00178,-0.0224,-0.01141,-0.00848,-0.00863
39,39936,-5.63367,244.0,0.0,0.01,0.797365,-0.004501,0.028033,0.001819,0.253191,0.021624,0.866662,-2.687702,2.713524,-2.795714,2.989278,4.0,0.00029611,3,879,0.19066,0.29364,0.17,nan,0,0.66667,1.0,,,-0.01,0.00574,-0.001,-0.02173,-0.00716,-0.00523,-0.00792
