iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.381676,-0.006898,0.259517,0.005775,0.977327,0.053571,0.102868,-0.137199,0.242224,-0.755118,1.363732,4.0,0.0003,0,722,0.27846,0.37835,0.0,nan,0.0,0.0,,,-0.01,0.00429,-0.00512,-0.02599,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.332592,-0.00385,0.094252,0.002036,0.730979,0.008126,0.66588,-0.60433,1.107284,-1.127167,2.313227,4.0,0.0002999,0,765,0.25638,0.35281,0.0,nan,0.0,0.0,,,-0.01,0.0045,-0.00151,-0.02554,-0.00035,0.0
3,3072,nan,nan,0.0,0.0,2.268341,-0.0046,0.041938,0.003437,0.44962,0.025181,0.857009,-1.019455,2.292046,-1.583838,3.417696,4.0,0.0002998,0,767,0.23069,0.32323,0.0,nan,0.0,0.0,,,-0.01,0.00316,-0.00449,-0.02317,-0.00033,0.0
4,4096,-14.91922,450.0,0.0,0.0,2.289025,-0.004403,0.036158,0.00224,0.394537,0.014893,0.925364,-1.656683,3.367393,-2.072518,4.234972,4.0,0.00029969,8,729,0.23167,0.32476,1.0,nan,0.0,0.7193,,,-0.01,0.00313,0.00161,-0.02521,0.0,0.0
5,5120,nan,nan,0.0,0.0,2.352132,-0.004758,0.02584,0.003128,0.269983,0.033482,0.93807,-1.990312,4.099588,-2.477686,5.114422,4.0,0.00029959,0,738,0.22559,0.32185,1.0,nan,0.0,0.0,,,-0.01,0.00456,-0.00234,-0.02513,0.0,0.0
6,6144,nan,nan,0.0,0.0,2.218323,-0.003761,0.021035,0.002029,0.283821,0.009975,0.959743,-2.303953,5.117526,-2.757335,5.987773,4.0,0.00029949,0,745,0.2134,0.3057,1.0,nan,0.0,0.0,,,-0.01,0.005,-0.00119,-0.02347,-0.00318,0.0
7,7168,nan,nan,0.0,0.0,1.595157,-0.003819,0.020154,0.001811,0.225508,0.012451,0.969514,-2.673287,5.8919,-3.104499,6.536618,4.0,0.00029939,0,802,0.2113,0.30426,1.0,nan,0.0,0.0,,,-0.01,0.00381,-0.00503,-0.02226,-0.00529,0.0
8,8192,-13.82625,450.0,0.0,0.0,2.291268,-0.004465,0.015535,0.003302,0.230286,0.021938,0.967277,-3.420162,6.38237,-3.817652,7.396333,4.0,0.00029928,8,714,0.24412,0.33994,1.0,nan,0.125,0.69891,,,-0.01,0.00579,-0.00451,-0.0231,-0.00098,0.0
9,9216,nan,nan,0.0,0.0,1.830556,-0.005086,0.019029,0.004627,0.250704,0.036761,0.977257,-3.120705,7.47973,-3.456854,8.076384,4.0,0.00029918,0,743,0.19196,0.28957,1.0,nan,0.0,0.0,,,-0.01,0.00455,-0.00076,-0.0187,-0.00614,0.0
10,10240,nan,nan,0.0,0.0,1.033673,-0.005046,0.030191,0.002698,0.287052,0.047886,0.963488,-3.54332,7.614935,-3.972851,7.860108,4.0,0.00029908,0,863,0.21783,0.30586,1.0,nan,0.0,0.0,,,-0.01,0.00558,-0.00487,-0.02399,-0.00927,0.0
