iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,1.994491,-0.017452,0.144709,0.010144,1360,-0.01,0.00288,-0.03307,0.00766,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.009673,-0.008024,0.092598,0.002461,1425,-0.01,0.00347,-0.02448,0.00745,-0.00253,0.0
3,3072,-20.19434,359.0,0.0,0.0,1.970049,0.001698,4.371667,0.005671,1828,-0.01,0.00321,-0.01866,0.00548,-0.05287,-0.00042
4,4096,-16.11796,445.0,0.0,0.0,1.977054,0.142795,4.6976,0.003579,1593,-0.01,0.00635,-0.01296,0.00618,-0.02953,-0.00038
5,5120,-11.33015,209.0,0.0,0.0,2.007271,-0.00149,10.717153,0.001703,1626,-0.01,0.00408,-0.01099,0.00647,-0.11612,-0.00036
6,6144,-18.57597,268.5,0.0,0.0,1.957274,-0.023464,4.560239,0.000699,2107,-0.01,0.00427,-0.01764,0.00507,-0.07174,-0.00214
7,7168,-19.82846,364.66667,0.0,0.0,1.969234,-0.00198,5.859448,0.001276,1834,-0.01,0.00515,-0.01864,0.00637,-0.06365,-0.00088
8,8192,-16.77572,276.75,0.0,0.0,1.969504,-0.07857,7.526581,0.001711,1717,-0.01,0.00521,-0.01738,0.00666,-0.1118,-0.0012
9,9216,-19.74335,193.5,0.0,0.0,1.948492,0.223014,6.092267,0.003518,1986,-0.01,0.00496,-0.01612,0.00644,-0.02915,-0.00099
10,10240,-16.42152,360.0,0.0,0.0,1.910032,-0.00022,6.953958,0.001969,1934,-0.01,0.00402,-0.01394,0.00492,-0.08493,-0.00144
11,11264,-17.24245,292.5,0.0,0.0,1.858826,0.020245,0.24636,0.003409,2130,-0.01,0.00478,-0.01528,0.00508,-0.00511,-0.00056
12,12288,-10.96182,364.6,0.0,0.0,1.829997,-0.003918,2.237606,0.006106,2052,-0.01,0.00641,-0.00819,0.00634,-0.05986,-0.00208
13,13312,-17.47234,248.83333,0.0,0.0,1.836106,-0.000244,13.316012,0.001464,1739,-0.01,0.00718,-0.00589,0.00492,-0.18488,-0.00254
14,14336,-22.59916,172.33333,0.0,0.0,1.8148,-0.001604,13.674194,0.000675,2107,-0.01,0.00523,-0.00884,0.00415,-0.1658,-0.0016
15,15360,-17.29598,217.0,0.0,0.0,1.766625,-0.006081,4.443768,0.002464,2638,-0.01,0.00452,-0.01163,0.00481,-0.05446,-0.00221
