iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.382132,-0.007378,0.296261,0.005924,1.3126,0.050572,0.126193,0.597513,0.205475,0.023258,1.397802,4.0,0.0003,0,596,0.26576,0.36203,0.0,nan,0.0,0.0,,,-0.01,0.00543,-0.00453,-0.025,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.173385,-0.004736,0.129228,0.002514,0.680974,0.021938,0.657697,0.251637,1.002825,-0.28822,1.961502,4.0,0.0002999,0,720,0.24753,0.34442,0.0,nan,0.0,0.0,,,-0.01,0.00439,-0.00433,-0.021,-0.00427,0.0
3,3072,nan,nan,0.0,0.0,1.402717,-0.004541,0.078306,0.002303,0.384135,0.022042,0.846779,-0.293778,1.952363,-0.774172,2.601346,4.0,0.0002998,0,795,0.23063,0.34496,0.0,nan,0.0,0.0,,,-0.01,0.00321,-0.00691,-0.02304,-0.00637,0.0
4,4096,-13.52358,450.0,0.0,0.0,1.645065,-0.00644,0.06003,0.003824,0.347677,0.053955,0.887183,-0.888411,2.420121,-1.310301,3.098332,4.0,0.00029969,8,758,0.25942,0.35249,1.0,nan,0.5,0.76448,,,-0.01,0.00562,-0.00354,-0.02851,-0.00388,0.0
5,5120,nan,nan,0.0,0.0,1.674202,-0.00452,0.047842,0.00292,0.246941,0.025181,0.925646,-1.176942,3.068861,-1.559962,3.564308,4.0,0.00029959,0,757,0.26058,0.35494,1.0,nan,0.0,0.0,,,-0.01,0.00492,-0.00284,-0.0161,-0.01092,0.0
6,6144,-8.22244,276.5,0.0,0.0,0.965228,-0.003131,0.025062,0.001329,0.233651,0.0113,0.958902,-1.216257,3.208355,-1.425813,3.511046,4.0,0.00029949,2,816,0.25354,0.34769,0.8,nan,1.0,0.78431,,,-0.01,0.00506,-0.00482,-0.02053,-0.00669,-0.00862
7,7168,-5.48291,113.0,0.0,0.0,0.895116,-0.004218,0.024463,0.001625,0.277438,0.021275,0.959427,-1.295091,3.329351,-1.509793,3.557883,4.0,0.00029939,1,785,0.25797,0.35458,0.72727,nan,1.0,0.54545,,,-0.01,0.00695,-0.00671,-0.02039,-0.00916,-0.00465
8,8192,-9.19184,412.14286,0.0,0.0,1.615855,-0.004393,0.039965,0.003299,0.295035,0.02553,0.947355,-1.930468,4.03006,-2.121702,4.416049,4.0,0.00029928,7,725,0.31781,0.41309,0.72222,nan,0.57143,0.74699,,,-0.01,0.00903,-0.00418,-0.01563,-0.00827,-0.00546
9,9216,15.17359,246.0,0.33333,0.04762,1.313224,-0.00102,1.183529,0.001671,0.847861,0.007638,0.309087,-1.954824,4.074957,-1.081063,7.710183,4.0,0.00029918,3,774,0.3143,0.40272,0.61905,0.0,1.0,0.70909,,,-0.01,0.00762,-0.00309,-0.02074,-0.00956,0.09381
10,10240,-6.51012,173.5,0.0,0.04348,1.15384,-0.004021,0.04512,0.002457,0.252893,0.029611,0.92167,-0.863064,4.250155,-0.838601,4.33286,4.0,0.00029908,2,769,0.27459,0.37112,0.56522,0.0,1.0,0.66667,,,-0.01,0.00723,-0.00558,-0.01525,-0.00928,-0.00725
