iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.381676,-0.006898,0.259517,0.005775,0.977327,0.053571,0.102868,-0.137199,0.242224,-0.755118,1.363732,4.0,0.0003,0,562,0.27846,0.37835,0.0,nan,0.0,0.0,,,-0.01,0.00429,-0.00512,-0.02599,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.332592,-0.00385,0.094252,0.002036,0.730979,0.008126,0.66588,-0.60433,1.107284,-1.127167,2.313227,4.0,0.0002999,0,765,0.25638,0.35281,0.0,nan,0.0,0.0,,,-0.01,0.0045,-0.00151,-0.02554,-0.00035,0.0
3,3072,nan,nan,0.0,0.0,2.268341,-0.0046,0.041938,0.003437,0.44962,0.025181,0.857009,-1.019455,2.292046,-1.583838,3.417696,4.0,0.0002998,0,776,0.23069,0.32323,0.0,nan,0.0,0.0,,,-0.01,0.00316,-0.00449,-0.02317,-0.00033,0.0
4,4096,-14.91922,450.0,0.0,0.0,2.289025,-0.004403,0.036158,0.00224,0.394537,0.014893,0.925364,-1.656683,3.367393,-2.072518,4.234972,4.0,0.00029969,8,769,0.23167,0.32476,1.0,nan,0.0,0.7193,,,-0.01,0.00313,0.00161,-0.02521,0.0,0.0
5,5120,nan,nan,0.0,0.0,2.352132,-0.004758,0.02584,0.003128,0.269983,0.033482,0.93807,-1.990312,4.099588,-2.477686,5.114422,4.0,0.00029959,0,779,0.22559,0.32185,1.0,nan,0.0,0.0,,,-0.01,0.00456,-0.00234,-0.02513,0.0,0.0
6,6144,nan,nan,0.0,0.0,2.219836,-0.003866,0.021104,0.002236,0.280573,0.016288,0.95979,-2.297378,5.140428,-2.743452,6.017003,4.0,0.00029949,0,787,0.21414,0.30751,1.0,nan,0.0,0.0,,,-0.01,0.00486,-0.00146,-0.0235,-0.00351,0.0
7,7168,nan,nan,0.0,0.0,1.574015,-0.004679,0.023049,0.003155,0.299938,0.036935,0.96715,-2.758141,5.957427,-3.229156,6.649431,4.0,0.00029939,0,850,0.21491,0.31388,1.0,nan,0.0,0.0,,,-0.01,0.00377,-0.00514,-0.02612,-0.00497,0.0
8,8192,-14.22729,450.0,0.0,0.0,2.244871,-0.004878,0.025514,0.003942,0.262301,0.043736,0.963908,-3.518138,6.431169,-3.938084,7.220996,4.0,0.00029928,8,760,0.24303,0.3415,1.0,nan,0.125,0.70125,,,-0.01,0.00528,-0.00188,-0.02261,-0.00273,0.0
9,9216,nan,nan,0.0,0.0,1.781162,-0.005158,0.014231,0.003206,0.241016,0.033098,0.978034,-4.214088,7.408543,-4.554949,8.140361,4.0,0.00029918,0,833,0.20958,0.30679,1.0,nan,0.0,0.0,,,-0.01,0.00383,-0.00188,-0.02451,-0.00163,0.0
10,10240,nan,nan,0.0,0.0,1.495818,-0.00324,0.02109,0.001589,0.218941,0.012835,0.973321,-4.367357,8.085423,-4.804554,8.72241,4.0,0.00029908,0,872,0.22215,0.32802,1.0,nan,0.0,0.0,,,-0.01,0.00429,-0.00328,-0.02873,-0.00271,0.0
11,11264,-12.63628,450.0,0.0,0.0,1.730126,-0.004235,0.010716,0.00219,0.201226,0.012591,0.982468,-4.773599,8.306828,-5.090114,9.037579,4.0,0.00029898,8,820,0.22035,0.3144,1.0,nan,0.375,0.72208,,,-0.01,0.00526,-0.00299,-0.02694,-0.00067,0.0
12,12288,nan,nan,0.0,0.0,2.154738,-0.005218,0.007953,0.002638,0.203,0.020996,0.983705,-4.94061,9.455247,-5.303562,10.48021,4.0,0.00029887,0,786,0.21097,0.29839,1.0,nan,0.0,0.0,,,-0.01,0.0044,-0.00218,-0.02428,-0.00066,0.0
13,13312,nan,nan,0.0,0.0,2.08091,-0.006416,0.006333,0.004169,0.268192,0.056152,0.987965,-4.692469,10.723987,-5.138894,11.712361,4.0,0.00029877,0,827,0.26345,0.35576,1.0,nan,0.0,0.0,,,-0.01,0.00432,-0.00479,-0.02481,0.0,0.0
14,14336,nan,nan,0.0,0.0,2.089913,-0.006611,0.005325,0.004682,0.253071,0.061942,0.989801,-4.873096,11.597692,-5.258076,12.568214,4.0,0.00029867,0,839,0.28328,0.37804,1.0,nan,0.0,0.0,,,-0.01,0.00571,-0.00026,-0.02672,0.0,0.0
15,15360,-14.20907,450.0,0.0,0.0,2.186232,-0.005256,0.005879,0.005073,0.258655,0.056048,0.989351,-6.640145,12.335282,-6.771648,13.341246,4.0,0.00029857,8,760,0.24553,0.33543,1.0,nan,0.0,0.70059,,,-0.01,0.00539,0.00265,-0.02553,0.0,0.0
16,16384,nan,nan,0.0,0.0,2.152764,-0.005526,0.003503,0.004711,0.242427,0.04126,0.994079,-5.978236,13.807256,-6.28933,14.646419,4.0,0.00029846,0,800,0.2885,0.38114,1.0,nan,0.0,0.0,,,-0.01,0.00418,0.00276,-0.0242,0.0,0.0
17,17408,nan,nan,0.0,0.0,2.149775,-0.005305,0.00251,0.004779,0.221044,0.055804,0.99487,-6.008779,14.430355,-6.318305,15.291621,4.0,0.00029836,0,836,0.29199,0.38114,1.0,nan,0.0,0.0,,,-0.01,0.00584,-0.00085,-0.02235,0.0,0.0
18,18432,-12.24834,450.0,0.0,0.0,2.209232,-0.006532,0.003303,0.003972,0.234374,0.026751,0.994821,-6.844662,14.970212,-7.010997,15.74145,4.0,0.00029826,8,774,0.27539,0.36509,1.0,nan,0.0,0.57904,,,-0.01,0.00591,0.00108,-0.02332,0.0,0.0
19,19456,nan,nan,0.0,0.0,2.217222,-0.006198,0.010795,0.003911,0.218386,0.046526,0.988844,-7.543197,16.068579,-7.794136,16.821295,4.0,0.00029816,0,811,0.25579,0.34078,1.0,nan,0.0,0.0,,,-0.01,0.00457,0.00187,-0.02241,-0.00039,0.0
20,20480,nan,nan,0.0,0.0,2.096137,-0.005974,0.002546,0.004638,0.222527,0.050258,0.99563,-6.855567,16.646374,-7.042533,17.487844,4.0,0.00029805,0,823,0.27443,0.36307,1.0,nan,0.0,0.0,,,-0.01,0.00488,-0.00015,-0.02267,0.0,0.0
21,21504,nan,nan,0.0,0.0,2.071561,-0.006528,0.002102,0.003144,0.220797,0.030762,0.996093,-6.49858,17.214911,-6.816727,18.02327,4.0,0.00029795,0,832,0.29744,0.37628,1.0,nan,0.0,0.0,,,-0.01,0.00643,-0.00046,-0.02372,0.0,0.0
22,22528,-12.14892,450.0,0.0,0.0,2.134127,-0.006009,0.011574,0.004147,0.230023,0.037005,0.989058,-8.741851,18.062916,-8.899671,18.642078,4.0,0.00029785,8,774,0.27564,0.36288,1.0,nan,0.125,0.59472,,,-0.01,0.00658,0.00018,-0.0222,-0.00051,0.0
23,23552,nan,nan,0.0,0.0,1.962906,-0.004728,0.025728,0.002926,0.209915,0.03139,0.974858,-8.901683,17.897644,-9.244829,18.350836,4.0,0.00029775,0,807,0.25352,0.33645,1.0,nan,0.0,0.0,,,-0.01,0.00527,0.00125,-0.02238,-0.00188,0.0
24,24576,nan,nan,0.0,0.0,1.867672,-0.007435,0.00279,0.004719,0.224986,0.063546,0.995561,-8.980858,18.109997,-9.276141,18.790339,4.0,0.00029764,0,814,0.29167,0.37531,1.0,nan,0.0,0.0,,,-0.01,0.00659,-0.00308,-0.02795,0.0,0.0
25,25600,-12.16136,450.0,0.0,0.0,1.9828,-0.006423,0.003787,0.003884,0.260661,0.034738,0.994547,-9.516229,18.922787,-9.555747,19.65967,4.0,0.00029754,8,779,0.29758,0.38728,1.0,nan,0.375,0.61417,,,-0.01,0.00623,0.00214,-0.02381,0.0,0.0
26,26624,nan,nan,0.0,0.0,2.067968,-0.005131,0.018317,0.003399,0.233003,0.033273,0.983517,-9.644273,20.324471,-9.761856,20.741615,4.0,0.00029744,0,763,0.27878,0.36758,1.0,nan,0.0,0.0,,,-0.01,0.0063,0.001,-0.02186,-0.00087,0.0
27,27648,nan,nan,0.0,0.0,1.94435,-0.00604,0.009202,0.005288,0.237322,0.060652,0.990138,-9.262681,20.200861,-9.414116,20.690491,4.0,0.00029734,0,813,0.28106,0.36981,1.0,nan,0.0,0.0,,,-0.01,0.00553,0.0037,-0.02455,-0.00047,0.0
28,28672,nan,nan,0.0,0.0,1.90995,-0.006865,0.002562,0.005251,0.239048,0.057338,0.996276,-8.187393,20.048595,-8.389879,20.660421,4.0,0.00029724,0,842,0.30498,0.39991,1.0,nan,0.0,0.0,,,-0.01,0.00569,0.00181,-0.02504,0.0,0.0
29,29696,-11.42846,450.0,0.0,0.0,1.967757,-0.00617,0.064648,0.004046,0.324593,0.0482,0.915114,-10.336937,20.355419,-11.08432,19.629139,4.0,0.00029713,8,774,0.30197,0.40735,1.0,nan,0.25,0.54745,,,-0.01,0.00632,-0.00104,-0.021,-0.00359,0.0
30,30720,nan,nan,0.0,0.0,1.630305,-0.006784,0.029047,0.005798,0.269058,0.086042,0.950212,-13.335112,16.869656,-13.556763,16.907812,4.0,0.00029703,0,817,0.28374,0.38482,1.0,nan,0.0,0.0,,,-0.01,0.00636,0.00126,-0.02765,-0.0022,0.0
31,31744,nan,nan,0.0,0.0,1.370103,-0.004368,0.029361,0.005472,0.307197,0.046945,0.947471,-13.298003,16.384109,-13.410471,16.311974,4.0,0.00029693,0,864,0.26709,0.3824,1.0,nan,0.0,0.0,,,-0.01,0.00552,-0.00183,-0.03151,-0.00305,0.0
32,32768,-12.42272,450.0,0.0,0.0,1.527706,-0.007866,0.029511,0.009149,0.301009,0.128557,0.942951,-11.473894,16.264139,-11.743117,15.852775,4.0,0.00029683,8,812,0.26466,0.36865,1.0,nan,1.0,0.64901,,,-0.01,0.0077,0.00168,-0.02451,-0.00274,0.0
33,33792,nan,nan,0.0,0.0,1.507116,-0.007793,0.023583,0.005224,0.291415,0.080776,0.949348,-8.532053,15.264231,-8.588571,15.180907,4.0,0.00029672,0,815,0.23434,0.32519,1.0,nan,0.0,0.0,,,-0.01,0.00697,0.00377,-0.01989,-0.00747,0.0
34,34816,-5.40464,188.0,0.0,0.0,1.231659,-0.00589,0.018097,0.004039,0.326083,0.058524,0.967806,-6.086909,16.782433,-5.845032,16.930138,4.0,0.00029662,2,843,0.23712,0.32471,0.97297,nan,1.0,0.47368,,,-0.01,0.00623,0.00198,-0.0243,-0.00496,-0.00635
35,35840,nan,nan,0.0,0.0,0.77904,-0.007829,0.003861,0.003677,0.251716,0.057408,0.993708,-4.882714,17.70743,-5.014717,18.126419,4.0,0.00029652,0,971,0.28714,0.37908,0.97297,nan,0.0,0.0,,,-0.01,0.00419,0.00413,-0.03715,-0.00157,0.0
36,36864,0.58307,392.25,0.125,0.0122,1.327494,-0.001348,0.111102,0.002828,0.302255,0.027623,0.827883,-5.091893,17.558664,-3.320795,18.283566,4.0,0.00029642,8,806,0.26008,0.3451,0.95122,0.0,0.5,0.45794,,,-0.01,0.00909,0.00522,-0.02461,-0.01077,0.09061
37,37888,-7.31611,260.66667,0.0,0.01176,0.761107,-0.004469,0.022336,0.002512,0.270639,0.028111,0.941792,-1.559633,14.803056,-1.413742,14.146494,4.0,0.00029631,3,936,0.25274,0.34527,0.92941,0.0,0.66667,0.55128,,,-0.01,0.00973,0.00072,-0.01941,-0.0193,-0.00929
38,38912,-5.87018,176.0,0.0,0.01163,0.438632,-0.002669,0.009471,0.000921,0.226344,0.013358,0.972742,-0.46902,13.344869,-0.450157,13.031297,4.0,0.00029621,1,1039,0.27532,0.34321,0.9186,0.0,1.0,0.81818,,,-0.01,0.00822,0.00052,-0.01631,-0.01183,-0.00754
39,39936,-3.39879,450.0,0.0,0.01124,0.471548,-0.005943,0.003043,0.001785,0.216517,0.024937,0.992018,-0.36173,13.72312,-0.340044,13.736769,4.0,0.00029611,3,1053,0.29056,0.34798,0.92135,0.0,0.66667,0.52381,,,-0.01,0.00748,-0.00354,-0.02244,-0.00502,0.0
40,40960,-4.98987,328.0,0.0,0.01087,0.607056,-0.005153,0.011633,0.001692,0.23645,0.023263,0.968834,-1.604464,13.394042,-1.62797,13.34694,4.0,0.00029601,3,985,0.28353,0.37748,0.91304,0.0,0.66667,0.48148,,,-0.01,0.00789,0.0052,-0.01911,-0.01707,-0.00579
41,41984,-4.90375,381.25,0.0,0.01042,0.874226,-0.005893,0.011713,0.002773,0.244981,0.037842,0.959868,-2.470108,12.598936,-2.331316,12.184032,4.0,0.0002959,4,904,0.24174,0.34384,0.90625,0.0,0.5,0.50847,,,-0.01,0.00891,0.00303,-0.01879,-0.01974,-0.0042
42,43008,-4.49448,129.0,0.0,0.0102,0.746859,-0.004475,0.006578,0.001962,0.233111,0.025216,0.978476,-1.491965,11.835334,-1.520613,11.994684,4.0,0.0002958,2,960,0.25123,0.32618,0.88776,0.0,1.0,0.43478,,,-0.01,0.00756,-0.00115,-0.0191,-0.00947,-0.00985
43,44032,9.79918,257.8,0.2,0.02,0.833175,-0.004225,0.125242,0.003341,0.410453,0.057443,0.643566,-1.371775,11.950974,-0.108824,13.14363,4.0,0.0002957,5,900,0.22997,0.31944,0.86,0.0,0.6,0.5,,,-0.01,0.00879,0.00583,-0.02059,-0.01815,0.14998
44,45056,-4.91123,258.28571,0.0,0.02,0.833351,-0.004996,0.012895,0.003176,0.325993,0.044608,0.925916,-0.174628,9.723776,-0.270219,9.179194,4.0,0.0002956,7,857,0.21846,0.30794,0.82,0.0,0.85714,0.47059,,,-0.01,0.01231,0.00744,-0.01487,-0.02991,-0.0177
45,46080,-4.17939,118.8,0.0,0.02,0.877173,-0.003771,0.012432,0.002598,0.232637,0.029576,0.869855,0.236102,7.775131,-0.176975,7.063442,4.0,0.00029549,10,865,0.18992,0.27852,0.73,0.0,0.9,0.41379,,,-0.01,0.01065,0.0102,-0.01835,-0.03211,-0.03648
46,47104,-4.3495,95.5,0.0,0.02,0.687294,-0.004337,0.006935,0.002565,0.202192,0.032261,0.893194,0.551952,6.030042,0.416838,5.7632,4.0,0.00029539,4,934,0.19011,0.27336,0.69,0.0,1.0,0.34483,,,-0.01,0.01191,0.0045,-0.01412,-0.02292,-0.02036
47,48128,8.5172,233.33333,0.16667,0.03,0.772463,-0.000395,0.100215,0.000868,0.290334,0.006941,0.42628,0.482264,5.706126,1.2621,8.732979,4.0,0.00029529,6,925,0.17996,0.23995,0.65,0.0,1.0,0.45946,,,-0.01,0.00954,0.0051,-0.01394,-0.01467,0.14812
48,49152,-4.26318,178.16667,0.0,0.03,0.729539,-0.002876,0.008583,0.001973,0.271802,0.023821,0.891252,0.3352,5.92253,0.026267,5.665203,4.0,0.00029519,6,924,0.17715,0.25507,0.6,0.0,1.0,0.42308,,,-0.01,0.01052,0.00534,-0.02111,-0.02629,-0.02446
49,50176,-4.34679,280.33333,0.0,0.03,0.689198,-0.003669,0.005451,0.002392,0.18253,0.032017,0.880347,0.768533,4.874301,0.745547,4.680687,4.0,0.00029508,3,936,0.15306,0.21799,0.58,0.0,1.0,0.54286,,,-0.01,0.01216,0.00322,-0.01742,-0.01944,-0.01016
50,51200,-4.16849,252.66667,0.0,0.03,0.379231,-0.004437,0.004676,0.001992,0.234982,0.029925,0.925484,1.02721,5.524509,0.845309,5.374912,4.0,0.00029498,3,1061,0.15209,0.18885,0.56,0.0,1.0,0.5,,,-0.01,0.00888,-0.00144,-0.00887,-0.01559,-0.01774
51,52224,-3.89799,208.66667,0.0,0.03,0.468028,-0.003802,0.003655,0.002054,0.214068,0.03254,0.913516,1.075007,4.640433,0.994075,4.437099,4.0,0.00029488,3,1010,0.17653,0.23367,0.54,0.0,1.0,0.55556,,,-0.01,0.00949,0.00129,-0.01246,-0.02357,-0.01429
52,53248,-3.02168,351.33333,0.0,0.03,0.898225,-0.005673,0.003539,0.003065,0.231854,0.035958,0.911071,0.266213,4.036689,0.116284,4.100284,4.0,0.00029478,6,895,0.18027,0.25007,0.52,0.0,0.83333,0.66667,,,-0.01,0.00943,0.00237,-0.01824,-0.00702,-0.00755
53,54272,19.67007,160.66667,0.33333,0.05,1.022863,-0.001083,0.133947,0.002229,0.223597,0.016741,0.232944,0.165461,4.215443,1.330617,8.766243,4.0,0.00029468,6,861,0.17948,0.24994,0.46,0.0,1.0,0.46512,,,-0.01,0.00964,0.00265,-0.02219,-0.00709,0.22284
54,55296,12.90035,159.25,0.25,0.06,1.025719,-0.001425,0.106481,0.002783,0.344751,0.038539,0.318103,1.713046,4.732099,2.625455,8.04495,4.0,0.00029457,4,883,0.18286,0.24658,0.42,0.0,1.0,0.64286,,,-0.01,0.00794,0.00161,-0.02297,-0.00841,0.10482
55,56320,10.96177,293.25,0.25,0.07,0.997016,-0.001157,0.097351,0.001554,0.321089,0.011091,0.481157,2.728938,5.465909,3.887312,8.873732,4.0,0.00029447,4,915,0.16947,0.2401,0.4,0.0,0.75,0.51724,,,-0.01,0.00753,0.00462,-0.01904,-0.00171,0.12358
56,57344,33.69383,120.5,0.5,0.08,0.78921,-0.003954,0.120575,0.003211,0.325746,0.050084,0.350858,3.567469,5.93437,4.795668,8.594934,4.0,0.00029437,2,958,0.15268,0.21553,0.38,0.0,0.5,0.41667,,,-0.01,0.00557,0.00771,-0.01814,-0.00383,0.15932
