iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,root_report_close_n,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_bunching,comp_terminal
1,1024,nan,nan,0.0,0.0,2.477803,-0.007502,0.342376,0.005739,2.174422,0.055873,0.290663,1.36981,0.374657,0.710129,1.455833,4.0,0.0003,0,380,0.27148,0.369,0.0,nan,0,0.0,0.0,,,-0.01,0.00492,-0.00266,-0.02507,0.0,-0.00965,0.0
2,2048,nan,nan,0.0,0.0,2.398177,-0.005423,0.101391,0.001829,0.369409,0.009347,0.686876,0.456168,1.129026,-0.060038,2.055356,4.0,0.0002999,0,365,0.24885,0.3508,0.0,nan,0,0.0,0.0,,,-0.01,0.00382,0.00042,-0.02305,-0.00173,-0.00085,0.0
3,3072,nan,nan,0.0,0.0,1.823659,-0.003334,0.061626,0.001619,0.251313,0.006383,0.85282,-0.117373,1.88982,-0.563535,2.588964,4.0,0.0002998,0,404,0.24422,0.36836,0.0,nan,0,0.0,0.0,,,-0.01,0.00318,-0.00122,-0.02158,-0.00593,-0.00064,0.0
4,4096,-14.80606,450.0,0.0,0.0,1.919782,-0.004067,0.049094,0.00228,0.273694,0.019566,0.90212,-0.700591,2.580579,-1.184325,3.292168,4.0,0.00029969,8,410,0.28322,0.40192,1.0,nan,0,0.375,0.74622,,,-0.01,0.00484,-0.00389,-0.02691,-0.00225,-0.00989,0.0
5,5120,-7.74649,136.0,0.0,0.0,2.339599,-0.005999,0.045462,0.004487,0.351413,0.066581,0.918842,-1.2577,3.34615,-1.782529,4.152961,4.0,0.00029959,1,376,0.26925,0.37364,0.88889,nan,0,1.0,0.66667,,,-0.01,0.00444,-0.00612,-0.0197,-0.00257,-0.00362,-0.00203
6,6144,nan,nan,0.0,0.0,2.251406,-0.006142,0.047521,0.005279,0.417936,0.067557,0.923815,-1.601002,4.063392,-2.356931,4.968545,4.0,0.00029949,0,385,0.28066,0.38146,0.88889,nan,0,0.0,0.0,,,-0.01,0.00513,-0.00614,-0.02443,-0.0011,-0.01292,0.0
7,7168,nan,nan,0.0,0.0,2.159749,-0.004827,0.021059,0.002269,0.322929,0.021798,0.957817,-2.403389,4.899822,-2.950824,5.769995,4.0,0.00029939,0,372,0.28808,0.39619,0.88889,nan,0,0.0,0.0,,,-0.01,0.00526,-0.00216,-0.02301,-0.00012,-0.00805,0.0
8,8192,-17.69282,450.0,0.0,0.0,2.445278,-0.004425,0.016671,0.002947,0.211262,0.015974,0.963687,-2.963408,5.802845,-3.459422,6.820017,4.0,0.00029928,7,408,0.29353,0.39754,0.9375,nan,0,0.14286,0.8,,,-0.01,0.00532,-0.00256,-0.02254,0.0,-0.01209,0.0
9,9216,-18.93803,450.0,0.0,0.0,2.449752,-0.007201,0.010749,0.003724,0.220341,0.038225,0.977418,-3.330314,6.905962,-3.775929,7.83343,4.0,0.00029918,1,362,0.26997,0.37514,0.94118,nan,0,0.0,0.7,,,-0.01,0.00578,-0.00414,-0.02242,-0.00036,-0.00295,0.0
10,10240,nan,nan,0.0,0.0,2.345311,-0.004458,0.008372,0.003395,0.237712,0.035784,0.982902,-3.558283,7.890512,-4.02519,8.797369,4.0,0.00029908,0,371,0.25701,0.34244,0.94118,nan,0,0.0,0.0,,,-0.01,0.00397,-0.00531,-0.02292,-0.00072,-0.00183,0.0
11,11264,-16.45346,450.0,0.0,0.0,2.267725,-0.005416,0.009606,0.003668,0.21857,0.037354,0.985496,-3.997888,8.659514,-4.331966,9.414056,4.0,0.00029898,7,374,0.25127,0.34607,0.95833,nan,0,0.0,0.7783,,,-0.01,0.0052,-0.00153,-0.02354,-0.00139,-0.00782,0.0
12,12288,-13.27757,450.0,0.0,0.0,2.063214,-0.00503,0.016554,0.003052,0.204106,0.02567,0.982976,-3.992048,9.335985,-4.19863,9.77982,4.0,0.00029887,1,373,0.26494,0.36233,0.96,nan,0,0.0,0.87209,,,-0.01,0.00568,-0.00424,-0.0151,-0.00659,-0.00123,0.0
13,13312,-8.74388,279.0,0.0,0.0,1.446787,-0.002873,0.026793,0.002355,0.198237,0.022321,0.971375,-3.892035,9.749216,-4.067229,10.090623,4.0,0.00029877,1,397,0.28733,0.41001,0.92308,nan,0,1.0,0.77778,,,-0.01,0.00603,-0.00476,-0.02191,-0.00611,-0.00091,-0.00316
14,14336,-11.38892,409.5,0.0,0.0,1.199392,-0.00312,0.019681,0.001876,0.194752,0.01416,0.976573,-3.44729,10.078103,-3.514084,10.587028,4.0,0.00029867,2,430,0.30599,0.45768,0.85714,nan,0,1.0,0.88776,,,-0.01,0.00551,0.00058,-0.03323,-0.00488,-0.0039,-0.00736
15,15360,-12.95193,450.0,0.0,0.0,1.607255,-0.005542,0.022905,0.003679,0.23231,0.052176,0.974174,-4.242255,10.346533,-4.305197,10.597945,4.0,0.00029857,4,390,0.2977,0.42368,0.875,nan,0,0.0,0.78475,,,-0.01,0.00746,-0.00157,-0.02121,-0.01282,-0.00505,0.0
16,16384,-9.39914,301.2,0.0,0.0,0.986081,-0.002768,0.030785,0.002298,0.213907,0.02403,0.945065,-4.371184,9.127027,-4.455918,8.770471,4.0,0.00029846,5,437,0.30733,0.44751,0.78378,nan,0,0.8,0.77647,,,-0.01,0.00657,-0.00395,-0.02141,-0.00893,-0.00901,-0.01776
17,17408,nan,nan,0.0,0.0,1.206531,-0.004837,0.00797,0.003023,0.20721,0.030448,0.988368,-4.494683,9.310536,-4.484227,9.482108,4.0,0.00029836,0,419,0.30461,0.44989,0.78378,nan,0,0.0,0.0,,,-0.01,0.00566,-0.00389,-0.01314,-0.00976,-0.00111,0.0
18,18432,-5.9797,450.0,0.0,0.0,0.912066,-0.003085,0.015085,0.001079,0.192893,0.012347,0.973326,-4.328373,8.806541,-4.467051,8.711283,4.0,0.00029826,3,455,0.33546,0.50084,0.8,nan,0,0.33333,0.86607,,,-0.01,0.00664,-0.00352,-0.01935,-0.00775,-0.00455,0.0
19,19456,-8.86297,320.0,0.0,0.0,0.871373,-0.004345,0.01332,0.002051,0.177166,0.031808,0.972166,-4.599527,8.344707,-4.614775,8.229891,4.0,0.00029816,2,426,0.31626,0.46132,0.78571,nan,0,1.0,0.83333,,,-0.01,0.00594,-0.00135,-0.01772,-0.01098,-0.00279,-0.00501
20,20480,-7.56145,342.28571,0.0,0.0,1.637916,-0.004442,0.026589,0.003247,0.242077,0.043178,0.960427,-4.934836,9.665099,-4.954936,9.640306,4.0,0.00029805,7,380,0.26803,0.37831,0.7551,nan,0,0.71429,0.81224,,,-0.01,0.00722,-0.00141,-0.02111,-0.0113,-0.00555,-0.00848
21,21504,-7.37386,193.75,0.0,0.0,1.295717,-0.004516,0.030011,0.002686,0.242701,0.041155,0.945865,-3.80128,9.246327,-3.774393,8.988339,4.0,0.00029795,4,396,0.28401,0.43098,0.69811,nan,0,1.0,0.75,,,-0.01,0.00743,0.00291,-0.02234,-0.01636,-0.00467,-0.01388
22,22528,-6.83407,176.2,0.0,0.0,1.324227,-0.005294,0.025156,0.003442,0.238479,0.051793,0.935691,-4.083457,8.512358,-3.999796,7.959992,4.0,0.00029785,5,397,0.27378,0.40705,0.63793,nan,0,1.0,0.76033,,,-0.01,0.00754,0.00331,-0.01988,-0.02027,-0.00558,-0.0169
23,23552,-6.89721,227.25,0.0,0.0,1.221571,-0.00476,0.022448,0.002162,0.229986,0.021763,0.926008,-4.193358,7.842638,-4.090031,7.238389,4.0,0.00029775,8,401,0.30906,0.4461,0.57576,nan,0,1.0,0.7027,,,-0.01,0.0089,-0.00253,-0.01581,-0.02229,-0.01498,-0.02558
24,24576,-6.26649,130.2,0.0,0.0,1.297392,-0.00535,0.022729,0.002844,0.285375,0.041434,0.91787,-4.55215,7.078916,-4.858868,7.083091,4.0,0.00029764,5,390,0.30413,0.43135,0.53521,nan,0,1.0,0.82667,,,-0.01,0.00976,-0.00054,-0.01484,-0.01815,-0.0335,-0.0168
25,25600,nan,nan,0.0,0.0,1.363251,-0.005488,0.022099,0.00351,0.351888,0.045585,0.928214,-5.215668,6.300455,-5.502526,6.41458,4.0,0.00029754,0,312,0.2851,0.39704,0.53521,nan,0,0.0,0.0,,,-0.01,0.00596,0.00203,-0.01408,-0.00999,-0.01725,0.0
26,26624,-5.14661,450.0,0.0,0.0,0.923947,-0.006895,0.010267,0.00352,0.254192,0.056048,0.970132,-5.966238,6.522719,-6.162922,7.028442,4.0,0.00029744,1,443,0.32829,0.46476,0.54167,nan,0,1.0,0.9375,,,-0.01,0.00497,-0.00088,-0.02157,-0.00352,-0.00507,0.0
27,27648,-25.44013,450.0,0.0,0.0,1.265749,-0.00578,0.009484,0.002677,0.224571,0.032575,0.970981,-5.759785,6.875183,-5.909313,7.379159,4.0,0.00029734,2,412,0.29257,0.41027,0.55405,nan,0,0.5,0.78788,,,-0.01,0.00592,-0.00251,-0.02252,-0.00101,-0.003,0.0
28,28672,-7.37621,450.0,0.0,0.0,2.02452,-0.007074,0.012384,0.006746,0.245766,0.097935,0.975332,-5.984771,8.384133,-6.157895,8.98034,4.0,0.00029724,5,280,0.27017,0.36398,0.58228,nan,0,0.8,0.71148,,,-0.01,0.00617,0.00446,-0.02152,-0.00055,-0.00539,0.0
29,29696,nan,nan,0.0,0.0,2.05291,-0.006511,0.020514,0.005213,0.285317,0.062326,0.956066,-5.701016,7.795307,-6.127463,8.231692,4.0,0.00029713,0,393,0.30023,0.4003,0.58228,nan,0,0.0,0.0,,,-0.01,0.00581,0.00336,-0.01921,-0.00372,-0.00806,0.0
30,30720,-17.67235,450.0,0.0,0.0,1.893562,-0.006546,0.011629,0.004786,0.331811,0.058001,0.977027,-6.400696,8.27914,-6.851899,8.759851,4.0,0.00029703,3,415,0.3364,0.4476,0.59756,nan,0,0.66667,0.69565,,,-0.01,0.00649,0.00298,-0.0219,-2e-05,-0.02186,0.0
31,31744,0.21272,450.0,0.2,0.01149,1.941847,-0.004052,0.319414,0.003449,0.338471,0.037946,0.612456,-7.042234,8.806915,-6.015746,11.015876,4.0,0.00029693,5,391,0.34221,0.45259,0.6092,0.0,1,0.4,0.59033,,,-0.01,0.00681,0.00483,-0.02032,-0.00246,-0.01236,0.06776
32,32768,nan,nan,0.0,0.01149,2.044658,-0.006013,0.056433,0.004949,0.235702,0.052909,0.862334,-6.230665,7.918125,-6.502225,7.723979,4.0,0.00029683,0,388,0.30309,0.40139,0.6092,0.0,1,0.0,0.0,,,-0.01,0.00576,0.00527,-0.0194,-0.00371,-0.00339,0.0
33,33792,-15.01379,450.0,0.0,0.01136,1.714786,-0.00518,0.039627,0.00467,0.335787,0.048654,0.895406,-5.283548,6.974133,-5.640859,7.55163,4.0,0.00029672,1,404,0.3386,0.44719,0.61364,0.0,1,1.0,0.675,,,-0.01,0.00539,0.00535,-0.02783,-0.00264,-0.00442,0.0
34,34816,-11.05706,450.0,0.0,0.01111,1.824433,-0.006193,0.027334,0.004283,0.289566,0.053816,0.951724,-5.714223,8.861068,-5.827038,9.270064,4.0,0.00029662,2,445,0.30585,0.42291,0.62222,0.0,1,1.0,0.53939,,,-0.01,0.00631,0.01077,-0.02668,-0.0006,-0.0062,0.0
35,35840,-10.91278,450.0,0.0,0.01053,2.083861,-0.00596,0.019572,0.003606,0.257543,0.03254,0.967528,-6.278359,8.925078,-6.415217,9.348863,4.0,0.00029652,5,435,0.2703,0.3609,0.64211,0.0,1,0.8,0.55256,,,-0.01,0.00632,0.0044,-0.02247,-0.00052,-0.00342,0.0
36,36864,nan,nan,0.0,0.01053,1.946865,-0.006477,0.042471,0.004195,0.224903,0.044155,0.898724,-6.31641,7.480288,-6.52103,7.914823,4.0,0.00029642,0,441,0.26303,0.36952,0.64211,0.0,1,0.0,0.0,,,-0.01,0.00516,0.00628,-0.02104,-0.00429,-0.00162,0.0
37,37888,-9.9137,450.0,0.0,0.0102,1.806872,-0.006971,0.015868,0.003493,0.230422,0.044608,0.969175,-6.488959,8.362714,-6.607462,8.963472,4.0,0.00029631,3,470,0.27077,0.39478,0.65306,0.0,1,0.66667,0.54393,,,-0.01,0.00503,0.01211,-0.02346,-0.00105,-0.00529,0.0
38,38912,-10.01543,450.0,0.0,0.01,1.855888,-0.006165,0.031559,0.00316,0.212783,0.041992,0.953207,-7.138216,9.528227,-7.384454,10.079208,4.0,0.00029621,5,365,0.27147,0.3892,0.66,0.0,1,0.8,0.56456,,,-0.01,0.00548,0.01111,-0.02333,-0.00216,-0.01043,0.0
39,39936,nan,nan,0.0,0.01,1.944458,-0.005421,0.047493,0.001865,0.214799,0.013672,0.930816,-7.394288,9.797977,-7.427054,10.133593,4.0,0.00029611,0,421,0.24725,0.36825,0.66,0.0,1,0.0,0.0,,,-0.01,0.00605,0.0112,-0.02047,-0.00394,-0.00114,0.0
40,40960,-10.55216,450.0,0.0,0.01,1.62751,-0.006508,0.03872,0.003816,0.214027,0.034912,0.935343,-6.880919,9.329062,-6.991623,9.679841,4.0,0.00029601,1,446,0.29396,0.4252,0.66,0.0,1,1.0,0.49412,,,-0.01,0.00657,0.01451,-0.02348,-0.00354,-0.00513,0.0
41,41984,-5.87963,418.33333,0.0,0.01,1.739817,-0.006179,0.022764,0.003154,0.207041,0.030064,0.960752,-6.866719,9.247684,-6.791011,9.436167,4.0,0.0002959,3,431,0.27355,0.39117,0.65,0.0,1,0.66667,0.45382,,,-0.01,0.00656,0.00983,-0.02172,-0.00284,-0.00287,-0.00248
42,43008,-8.5653,450.0,0.0,0.01,1.786422,-0.006606,0.052616,0.004162,0.251012,0.049037,0.841686,-7.120967,7.706645,-7.200542,7.416908,4.0,0.0002958,4,400,0.26468,0.3951,0.66,0.0,1,0.75,0.46847,,,-0.01,0.0068,0.01656,-0.02121,-0.00788,-0.00418,0.0
43,44032,-4.88178,321.0,0.0,0.01,1.467457,-0.00408,0.037183,0.002019,0.22545,0.013742,0.87962,-6.919677,6.795383,-6.864655,7.028006,4.0,0.0002957,1,416,0.27843,0.41233,0.65,0.0,1,1.0,0.41379,,,-0.01,0.00769,0.01189,-0.02301,-0.00579,-0.00312,-0.00292
