iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,-6.98653,93.875,0.0,0.0,2.218412,0.108772,0.861803,0.004822,1372,0.18838,1.0,1.0,0.35144,4.20141,-0.01,0.03989,-0.04688,-0.03872,-0.01366,-0.00463
2,2048,-8.37373,99.5,0.0,0.0,2.196378,-0.049849,0.805623,0.003515,1417,0.18017,1.0,1.0,0.28616,5.26825,-0.01,0.03236,-0.04007,-0.04016,-0.01485,-0.00466
3,3072,-5.93944,95.66667,0.0,0.0,2.198597,-0.005258,0.807937,0.002006,1435,0.18675,1.0,0.97297,0.24422,5.05006,-0.01,0.03362,-0.03267,-0.03687,-0.02451,-0.00654
4,4096,-6.26641,102.0,0.0,0.0,2.173523,-0.035626,0.694276,0.003173,1451,0.1789,1.0,0.98438,0.29721,5.28814,-0.01,0.03771,-0.0292,-0.03648,-0.01755,-0.00548
5,5120,-6.18442,107.55556,0.0,0.0,2.168007,0.091345,0.598156,0.003567,1466,0.17988,1.0,0.98,0.16024,5.29364,-0.01,0.03137,-0.02043,-0.04105,-0.01456,-0.0048
6,6144,-4.83136,95.6,0.0,0.0,2.164553,-0.157273,0.590256,0.007019,1425,0.16737,1.0,0.97222,0.17344,5.1537,-0.01,0.0332,-0.01017,-0.03674,-0.01964,-0.00584
7,7168,-4.24789,99.0,0.0,0.0,2.102776,-0.008693,0.595773,0.005265,1693,0.16709,1.0,1.0,0.27476,5.5554,-0.01,0.03047,-0.01291,-0.03417,-0.01864,-0.00443
8,8192,-3.8207,98.11111,0.0,0.0,2.08637,-0.008226,0.465379,0.005027,1721,0.17032,1.0,1.0,0.24506,5.34379,-0.01,0.02625,-0.01161,-0.03649,-0.0175,-0.00581
9,9216,-6.55747,179.25,0.0,0.0,2.056354,0.018187,0.397145,0.003514,1561,0.16025,1.0,1.0,0.31119,6.43108,-0.01,0.03286,-0.00219,-0.03709,-0.01424,-0.00409
10,10240,-3.51621,101.5,0.0,0.0,2.030572,-0.055037,0.464356,0.005364,1702,0.16452,1.0,1.0,0.10484,6.73402,-0.01,0.01911,-0.00248,-0.02986,-0.01997,-0.00629
11,11264,-4.65182,106.2,0.0,0.0,1.998871,-0.048192,0.324082,0.008686,2015,0.18065,1.0,1.0,0.15985,7.38073,-0.01,0.01211,-0.00263,-0.03025,-0.01633,-0.00378
12,12288,-5.69608,191.0,0.0,0.0,1.915602,-0.007486,0.329233,0.005521,2379,0.17941,0.75,1.0,0.40449,7.52925,-0.01,0.00295,-0.00789,-0.02885,-0.00897,-0.0027
13,13312,-4.51826,193.42857,0.0,0.0,1.936268,-0.009536,0.42424,0.007146,1943,0.17748,0.71429,1.0,0.44624,4.87368,-0.01,0.015,-0.00539,-0.03255,-0.01315,-0.00382
14,14336,-7.23465,208.44444,0.0,0.0,1.985113,-0.035886,0.288485,0.002829,1579,0.18497,0.77778,1.0,0.3252,4.9919,-0.01,0.02783,-0.0012,-0.03426,-0.0133,-0.00414
15,15360,-2.58054,99.6,0.0,0.0,2.005895,-0.003774,0.303143,0.004077,1444,0.19327,1.0,1.0,0.22476,4.48016,-0.01,0.0438,0.00145,-0.03579,-0.01703,-0.00636
16,16384,-2.27177,102.77778,0.0,0.0,1.971214,-0.004851,0.333365,0.002602,1427,0.19272,1.0,1.0,0.34884,4.12589,-0.01,0.03757,0.00177,-0.03554,-0.01425,-0.00475
17,17408,-2.28045,97.8,0.0,0.0,1.925972,-0.003423,0.360434,0.003009,1426,0.18897,1.0,0.0,0.38298,3.66438,-0.01,0.04496,0.0026,-0.03438,-0.01873,-0.00583
18,18432,-1.45766,102.1,0.0,0.0,1.935108,0.020273,0.331511,0.002958,1591,0.19429,1.0,1.0,0.5467,3.59548,-0.01,0.04518,-0.00027,-0.0297,-0.0144,-0.00601
19,19456,-2.33954,104.42857,0.0,0.0,1.902096,0.015518,0.269354,0.00337,1569,0.19953,1.0,1.0,0.5802,3.10513,-0.01,0.04191,0.00021,-0.03372,-0.01021,-0.00407
20,20480,-1.73497,162.0,0.0,0.0,1.874072,0.008305,0.259651,0.002853,1558,0.19321,1.0,0.0,0.42642,3.83867,-0.01,0.03564,-0.00033,-0.03206,-0.01154,-0.00345
21,21504,-1.84962,112.71429,0.0,0.0,1.857766,0.02521,0.25881,0.005589,1590,0.1869,1.0,1.0,0.2093,4.33565,-0.01,0.03317,-0.0003,-0.02928,-0.0116,-0.00409
22,22528,-3.43235,174.4,0.0,0.0,1.887133,-0.006084,0.280475,0.002656,1719,0.18118,0.8,1.0,0.37349,3.924,-0.01,0.03686,0.00084,-0.02584,-0.00723,-0.00256
23,23552,-1.36239,154.42857,0.0,0.0,1.799971,-0.007771,0.237918,0.005263,1757,0.17599,1.0,1.0,0.29646,3.1514,-0.01,0.03686,0.00068,-0.02542,-0.01485,-0.00393
24,24576,-0.92632,150.75,0.0,0.0,1.818328,-0.00369,0.191616,0.002693,1894,0.1566,1.0,0.0,0.49442,3.4931,-0.01,0.03673,0.00115,-0.0223,-0.01244,-0.00506
25,25600,-1.22836,169.75,0.0,0.0,1.875633,0.087191,0.241986,0.004306,1499,0.1596,0.875,0.0,0.32806,3.87355,-0.01,0.0449,0.00174,-0.02706,-0.01197,-0.00385
26,26624,-0.78578,104.4,0.0,0.0,1.783444,-0.090851,0.179059,0.007472,1387,0.14889,1.0,0.0,0.54102,3.58376,-0.01,0.0491,0.00394,-0.02264,-0.01502,-0.00524
27,27648,1.58867,105.5,0.08333,0.01,1.705501,0.002829,5.049881,0.002851,1446,0.14546,1.0,0.0,0.57865,3.00648,-0.01,0.04833,0.00256,-0.02245,-0.01543,0.01339
28,28672,-0.20761,101.875,0.0,0.01,1.700576,-0.005766,0.219736,0.005182,1462,0.12775,1.0,0.0,0.46797,3.31857,-0.01,0.04085,0.00333,-0.02147,-0.01218,-0.00477
29,29696,-0.4076,101.625,0.0,0.01,1.725205,-0.003903,0.176759,0.002815,1480,0.12687,1.0,0.0,0.40376,3.45782,-0.01,0.04061,0.00172,-0.01988,-0.01214,-0.00428
30,30720,-0.17657,98.625,0.0,0.01,1.69318,-0.002759,0.202603,0.00286,1496,0.13489,1.0,0.0,0.48198,3.02457,-0.01,0.03904,0.00405,-0.01718,-0.01448,-0.00542
31,31744,-0.37789,134.0,0.0,0.01,1.672214,-0.015552,0.210189,0.004332,1591,0.1265,0.9,1.0,0.62201,2.6194,-0.01,0.0435,0.00207,-0.0169,-0.00907,-0.00526
32,32768,2.52838,103.66667,0.11111,0.02,1.653685,0.025559,3.843017,0.006597,1587,0.10658,1.0,0.0,0.6782,2.79259,-0.01,0.04464,0.00266,-0.01538,-0.01399,0.01618
33,33792,5.67525,151.625,0.25,0.04,1.658639,0.009696,10.661633,0.002256,1569,0.09746,0.75,0.0,0.66307,2.42931,-0.01,0.04115,0.00268,-0.0188,-0.00395,0.03844
