iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,root_report_close_n,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_bunching,comp_terminal
1,1024,nan,nan,0.0,0.0,2.466522,-0.009137,0.447017,0.006962,1.479117,0.099121,-0.149415,0.995957,0.19726,0.236541,1.114035,4.0,0.0003,0,657,0.26855,0.36816,0.0,nan,0,0.0,0.0,,,-0.01,0.00506,-0.01358,-0.02158,0.0,-0.00932,0.0
2,2048,nan,nan,0.0,0.0,2.432579,-0.004418,0.145421,0.001724,0.860496,0.004708,0.55545,0.433533,0.717925,-0.233486,1.752171,4.0,0.0002999,0,669,0.24386,0.33608,0.0,nan,0,0.0,0.0,,,-0.01,0.00422,-0.01227,-0.02048,0.0,-0.00114,0.0
3,3072,-15.66955,375.0,0.0,0.0,2.355144,-0.005302,0.06086,0.006757,0.565262,0.094343,0.811611,-0.181585,1.659147,-0.747778,2.658557,4.0,0.0002998,8,657,0.22274,0.31349,1.0,nan,0,0.0,1.0,,,-0.01,0.00478,-0.00779,-0.02043,-0.0007,-0.00568,0.0
4,4096,nan,nan,0.0,0.0,2.393613,-0.004985,0.039288,0.003627,0.524981,0.043039,0.902141,-0.676185,2.715312,-1.250307,3.669888,4.0,0.00029969,0,666,0.23861,0.32888,1.0,nan,0,0.0,0.0,,,-0.01,0.00539,-0.00708,-0.02092,-0.00067,-0.00406,0.0
5,5120,nan,nan,0.0,0.0,2.230336,-0.004845,0.024828,0.005615,0.294844,0.086496,0.933405,-1.34188,3.59542,-1.87607,4.569665,4.0,0.00029959,0,675,0.20921,0.30132,1.0,nan,0,0.0,0.0,,,-0.01,0.0037,-0.00583,-0.02002,-0.0007,-0.00027,0.0
6,6144,-13.02772,375.0,0.0,0.0,2.096248,-0.004083,0.017064,0.005117,0.273631,0.054269,0.96279,-1.919229,4.572404,-2.374445,5.37339,4.0,0.00029949,8,681,0.20549,0.30669,1.0,nan,0,0.0,0.99539,,,-0.01,0.00328,-0.00474,-0.0208,-0.00207,-0.00705,0.0
7,7168,nan,nan,0.0,0.0,2.371663,-0.003723,0.012966,0.002881,0.298687,0.012591,0.958733,-2.105436,5.240611,-2.725976,6.379739,4.0,0.00029939,0,656,0.2274,0.31948,1.0,nan,0,0.0,0.0,,,-0.01,0.00532,-0.00615,-0.02207,0.0,-0.00346,0.0
8,8192,-11.84692,243.0,0.0,0.0,1.921431,-0.002608,0.030371,0.002381,0.224008,0.021624,0.966667,-2.708778,6.410882,-3.202691,6.968922,4.0,0.00029928,1,714,0.20537,0.31367,0.94118,nan,0,1.0,1.0,,,-0.01,0.00358,-0.00483,-0.01795,-0.00933,-0.00079,-0.00238
9,9216,-12.27862,375.0,0.0,0.0,1.448351,-0.002746,0.018851,0.002623,0.22107,0.025914,0.9775,-3.448947,6.924359,-3.897318,7.391642,4.0,0.00029918,7,773,0.24791,0.36526,0.95833,nan,0,0.0,1.0,,,-0.01,0.00614,-0.00454,-0.02557,-0.00823,-0.00957,0.0
10,10240,nan,nan,0.0,0.0,1.928118,-0.003743,0.019311,0.004457,0.24282,0.064767,0.976557,-3.955675,7.348923,-4.490414,7.73233,4.0,0.00029908,0,711,0.23507,0.33311,0.95833,nan,0,0.0,0.0,,,-0.01,0.00706,-0.00591,-0.01447,-0.01103,-0.00105,0.0
11,11264,-9.16034,234.66667,0.0,0.0,1.261373,-0.001593,0.072879,0.001072,0.278178,0.004255,0.897612,-5.342103,7.428224,-5.378828,7.329561,4.0,0.00029898,6,814,0.25165,0.37241,0.8,nan,0,0.83333,1.0,,,-0.01,0.00721,-0.00641,-0.01695,-0.01335,-0.00932,-0.01772
12,12288,-9.06965,250.75,0.0,0.0,1.819481,-0.002258,0.050288,0.001726,0.258638,0.012207,0.919458,-5.351838,6.96013,-5.548833,6.997708,4.0,0.00029887,4,721,0.23719,0.3325,0.70588,nan,0,1.0,1.0,,,-0.01,0.006,-0.00527,-0.01496,-0.01269,-0.00363,-0.01003
13,13312,-9.46237,231.0,0.0,0.0,1.283243,-0.00471,0.016045,0.004115,0.280458,0.061279,0.96948,-5.355998,6.416159,-5.543044,6.831516,4.0,0.00029877,1,811,0.28062,0.39184,0.68571,nan,0,1.0,1.0,,,-0.01,0.00573,-0.0051,-0.02512,-0.00704,-0.00059,-0.00342
14,14336,-10.14617,344.5,0.0,0.0,1.426891,-0.004212,0.022982,0.003834,0.284432,0.059535,0.962993,-5.063169,7.03367,-5.237744,7.5048,4.0,0.00029867,4,788,0.28892,0.39795,0.66667,nan,0,0.5,1.0,,,-0.01,0.00525,-0.00424,-0.02452,-0.00718,-0.00677,-0.00611
15,15360,-10.05037,316.75,0.0,0.0,1.935768,-0.004482,0.018875,0.005542,0.321709,0.093018,0.970464,-5.334824,7.520348,-5.54144,7.954872,4.0,0.00029857,4,699,0.28826,0.38898,0.65116,nan,0,0.5,1.0,,,-0.01,0.00471,-0.0033,-0.01888,-0.00657,-0.0057,-0.00458
16,16384,-11.58201,246.0,0.0,0.0,1.793539,-0.004006,0.015303,0.00481,0.23828,0.05528,0.973518,-5.137326,7.474417,-5.218101,7.870279,4.0,0.00029846,3,734,0.31204,0.39996,0.6087,nan,0,1.0,1.0,,,-0.01,0.00665,-0.00368,-0.0168,-0.00901,-0.00715,-0.00737
17,17408,-10.2883,276.0,0.0,0.0,2.074179,-0.00206,0.015726,0.001561,0.200578,0.017718,0.974433,-5.641452,8.140815,-5.844874,8.790343,4.0,0.00029836,4,678,0.28116,0.37635,0.56,nan,0,1.0,1.0,,,-0.01,0.00516,-0.00241,-0.01852,-0.00517,-0.00727,-0.0085
18,18432,-15.59384,375.0,0.0,0.0,1.428938,-0.004918,0.018134,0.004379,0.30682,0.070766,0.963891,-5.11588,6.995261,-5.35289,7.153399,4.0,0.00029826,1,810,0.31444,0.42047,0.56863,nan,0,0.0,1.0,,,-0.01,0.00517,-0.00463,-0.01597,-0.01204,-0.00213,0.0
19,19456,-10.805,346.0,0.0,0.0,1.548997,-0.004512,0.013886,0.004833,0.229045,0.084996,0.973785,-5.613666,7.706951,-5.69645,8.274976,4.0,0.00029816,5,783,0.27417,0.36789,0.55357,nan,0,1.0,1.0,,,-0.01,0.00437,-0.00247,-0.02131,-0.00451,-0.00555,-0.00836
20,20480,-10.39101,375.0,0.0,0.0,2.148542,-0.00614,0.006345,0.007419,0.288619,0.103237,0.989203,-6.353092,9.027263,-6.535766,9.652248,4.0,0.00029805,2,689,0.23449,0.32049,0.56897,nan,0,0.0,1.0,,,-0.01,0.00518,-0.00176,-0.01919,-0.00175,-0.00282,0.0
21,21504,-10.53307,345.75,0.0,0.0,1.487239,-0.004441,0.01793,0.003371,0.227642,0.040109,0.971253,-5.271205,8.01543,-5.450581,8.386829,4.0,0.00029795,4,806,0.26106,0.36624,0.58065,nan,0,0.5,1.0,,,-0.01,0.00544,-0.00376,-0.01842,-0.01036,-0.00367,-0.00292
22,22528,-11.25359,375.0,0.0,0.0,1.873668,-0.002809,0.006981,0.002305,0.230616,0.017927,0.988149,-6.463881,9.281829,-6.6179,9.928329,4.0,0.00029785,4,715,0.243,0.3335,0.60606,nan,0,0.25,1.0,,,-0.01,0.00575,-0.00125,-0.0238,-0.00208,-0.00588,0.0
23,23552,-10.45815,257.0,0.0,0.0,1.591497,-0.005044,0.0168,0.00536,0.279932,0.078369,0.978196,-6.219255,9.392573,-6.299263,9.731307,4.0,0.00029775,1,754,0.25488,0.34763,0.59701,nan,0,1.0,1.0,,,-0.01,0.00581,-0.00232,-0.0173,-0.00878,-0.00333,-0.00271
24,24576,-8.90827,280.0,0.0,0.0,1.171782,-0.002689,0.026783,0.001196,0.25391,0.005615,0.9475,-6.0162,8.364345,-5.946712,8.321568,4.0,0.00029764,7,829,0.26886,0.36952,0.58108,nan,0,0.57143,1.0,,,-0.01,0.0049,-0.0026,-0.02225,-0.01316,-0.01131,-0.01427
25,25600,-8.82109,256.0,0.0,0.0,1.833679,-0.005452,0.027607,0.005341,0.349303,0.078334,0.962386,-6.644349,9.794817,-6.679421,9.705645,4.0,0.00029754,2,713,0.25963,0.34831,0.57895,nan,0,1.0,1.0,,,-0.01,0.00624,-0.00213,-0.01714,-0.01146,-0.00419,-0.00236
26,26624,-8.63734,196.66667,0.0,0.0,1.154666,-0.003904,0.025224,0.00291,0.24809,0.044155,0.947179,-6.053421,7.720429,-6.030624,7.797859,4.0,0.00029744,3,835,0.28224,0.38042,0.55696,nan,0,1.0,1.0,,,-0.01,0.0067,-0.00351,-0.02248,-0.01182,-0.00611,-0.01077
27,27648,-8.71961,311.5,0.0,0.0,1.299465,-0.004732,0.022949,0.003384,0.293949,0.040597,0.944362,-5.928368,8.026925,-5.875141,7.668538,4.0,0.00029734,6,792,0.2659,0.36026,0.56471,nan,0,1.0,1.0,,,-0.01,0.00701,-0.00272,-0.01905,-0.0134,-0.00507,-0.00634
28,28672,-6.72593,135.66667,0.0,0.0,1.366413,-0.003107,0.0215,0.002014,0.243159,0.013707,0.945657,-5.588163,7.520043,-5.660187,7.427659,4.0,0.00029724,3,789,0.2713,0.37261,0.54545,nan,0,1.0,1.0,,,-0.01,0.00622,-0.00335,-0.02212,-0.01457,-0.00404,-0.00913
29,29696,-8.1526,198.42857,0.0,0.0,1.347806,-0.00495,0.02224,0.002546,0.26954,0.02839,0.943178,-5.884521,7.641278,-5.982112,7.533623,4.0,0.00029713,7,785,0.26971,0.38198,0.52632,nan,0,0.85714,1.0,,,-0.01,0.00772,-0.00364,-0.02291,-0.01545,-0.01874,-0.0155
