iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.375723,-0.0085,0.239597,0.004878,0.754685,0.051758,0.128301,-0.26955,0.266046,-0.794417,1.343876,4.0,0.0003,0,857,0.27832,0.38072,0.0,nan,0.0,0.0,,,-0.01,0.00454,-0.00069,-0.02584,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.324321,-0.005965,0.096539,0.003543,0.676483,0.028878,0.678936,-0.752851,1.167352,-1.320314,2.291988,4.0,0.0002999,0,878,0.26091,0.35567,0.0,nan,0.0,0.0,,,-0.01,0.00449,-0.00547,-0.02321,-0.0011,0.0
3,3072,nan,nan,0.0,0.0,2.183987,-0.003377,0.053844,0.001407,0.449501,0.007394,0.855544,-1.25988,2.194624,-1.795362,3.16983,4.0,0.0002998,0,898,0.26062,0.36155,0.0,nan,0.0,0.0,,,-0.01,0.0046,-0.00762,-0.02235,-0.00077,0.0
4,4096,-14.89063,450.0,0.0,0.0,2.231259,-0.00324,0.037551,0.00252,0.272993,0.024902,0.917782,-1.854554,3.171952,-2.317494,4.055349,4.0,0.00029969,8,870,0.27567,0.37555,1.0,nan,0.125,0.75336,,,-0.01,0.00414,-0.00458,-0.0261,0.0,0.0
5,5120,nan,nan,0.0,0.0,2.325745,-0.004458,0.021582,0.002521,0.291492,0.010917,0.935276,-2.283113,4.022933,-2.82085,5.149707,4.0,0.00029959,0,881,0.27136,0.35861,1.0,nan,0.0,0.0,,,-0.01,0.00529,-0.00712,-0.02363,-0.00035,0.0
6,6144,nan,nan,0.0,0.0,2.270833,-0.004287,0.014999,0.003635,0.227564,0.028041,0.96012,-2.631591,5.146501,-3.129502,6.165692,4.0,0.00029949,0,892,0.25653,0.35057,1.0,nan,0.0,0.0,,,-0.01,0.005,-0.00353,-0.02539,0.0,0.0
7,7168,nan,nan,0.0,0.0,2.280594,-0.004629,0.011241,0.004967,0.235835,0.068987,0.970445,-3.062706,6.097667,-3.534378,7.123854,4.0,0.00029939,0,889,0.25085,0.33622,1.0,nan,0.0,0.0,,,-0.01,0.0053,-0.00289,-0.02479,0.0,0.0
8,8192,-15.39504,450.0,0.0,0.0,2.349825,-0.004805,0.011782,0.002963,0.210448,0.029994,0.970689,-3.949956,6.835135,-4.364716,7.914272,4.0,0.00029928,8,835,0.27345,0.35511,1.0,nan,0.0,0.78661,,,-0.01,0.00571,-0.00345,-0.02601,0.0,0.0
9,9216,nan,nan,0.0,0.0,2.335873,-0.00444,0.0081,0.003531,0.242143,0.046945,0.979504,-4.041599,7.87582,-4.515256,8.926941,4.0,0.00029918,0,864,0.25502,0.32868,1.0,nan,0.0,0.0,,,-0.01,0.00507,-0.00181,-0.02597,0.0,0.0
10,10240,nan,nan,0.0,0.0,2.339857,-0.005207,0.007446,0.004213,0.229315,0.041992,0.983875,-4.303077,8.874849,-4.681511,9.855348,4.0,0.00029908,0,857,0.24916,0.32296,1.0,nan,0.0,0.0,,,-0.01,0.00578,-0.00309,-0.02237,0.0,0.0
