iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,24.89228,48.63636,0.90909,0.90909,0.958777,0.002458,22.075872,0.004782,2274,-0.01,0.00326,0.0017,-0.00347,0.0132,0.31788
2,2048,21.80567,93.0,0.77778,0.85,1.24488,-0.000128,11.865549,0.006211,2655,-0.01,0.0069,-0.00155,-0.00074,0.01147,0.24345
3,3072,23.40392,88.5,0.8,0.83333,1.310736,-0.000813,11.985498,0.005705,2463,-0.01,0.00721,-0.00097,-0.00034,0.01068,0.25504
4,4096,7.26612,139.33333,0.33333,0.71795,1.332608,0.086098,15.097005,0.016315,2587,-0.01,0.00571,-0.00083,7e-05,0.00478,0.08239
5,5120,13.70115,169.4,0.4,0.68182,1.489242,0.001447,5.683032,0.005259,2706,-0.01,0.00694,-0.00118,0.00044,0.00799,0.08164
6,6144,12.80645,162.57143,0.42857,0.64706,1.479579,0.00412,6.639227,0.011901,2567,-0.01,0.00974,-0.00056,-5e-05,0.00771,0.09983
7,7168,9.27917,156.33333,0.33333,0.61404,1.367264,0.079434,7.385964,0.0025,2555,-0.01,0.00515,-0.00053,0.00014,0.00529,0.06703
8,8192,19.38715,131.85714,0.71429,0.625,1.500191,-0.000797,7.660012,0.003568,2706,-0.01,0.00808,0.00012,0.00055,0.00744,0.15974
9,9216,12.05128,128.5,0.5,0.60811,1.372607,-0.026679,10.706939,0.003462,2499,-0.01,0.00579,0.00025,-0.00143,0.00525,0.14706
10,10240,18.73027,95.25,0.75,0.62195,1.362002,-0.001004,9.843428,0.001489,2882,-0.01,0.00415,0.00078,-0.0007,0.00584,0.20699
11,11264,21.96175,118.625,0.875,0.64444,1.382526,-0.045568,14.186024,0.002253,3112,-0.01,0.00565,0.00086,-0.00101,0.00562,0.26542
12,12288,11.80426,123.875,0.625,0.64286,1.337941,0.09285,12.410215,0.003098,3116,-0.01,0.00448,0.0006,-0.00137,0.00751,0.15767
13,13312,18.73978,109.0,0.78571,0.63,1.161683,-0.101548,19.697045,0.001536,2533,-0.01,0.00355,0.0018,-0.00185,0.00901,0.35447
14,14336,22.57053,63.875,0.9375,0.66,1.187278,0.007256,16.646262,0.002403,2366,-0.01,0.00348,0.00162,-0.0024,0.01382,0.4254
15,15360,19.81702,77.13333,0.86667,0.72,1.082203,0.000127,14.090764,0.001599,2397,-0.01,0.00234,0.0011,-0.00174,0.00858,0.35575
16,16384,20.53068,61.5,0.88889,0.79,1.095358,-0.031727,17.531451,0.00189,2395,-0.01,0.00264,0.00256,-0.00245,0.01112,0.45513
17,17408,19.47453,65.28571,0.92857,0.85,1.11947,0.000918,16.087122,0.001298,2695,-0.01,0.00353,0.00075,-0.00229,0.00051,0.36153
18,18432,15.41176,82.63636,0.90909,0.87,1.093618,-0.001783,11.798318,0.002347,2896,-0.01,0.00271,6e-05,-0.00213,0.00686,0.26633
19,19456,22.51921,72.23077,0.92308,0.89,1.130091,-0.001147,14.270417,0.003867,2717,-0.01,0.00441,0.0006,-0.002,0.01185,0.38391
20,20480,13.97894,92.45455,0.63636,0.88,1.183868,-0.106347,12.231583,0.000863,2720,-0.01,0.00356,-0.00047,-0.00207,0.00205,0.22223
21,21504,17.85216,96.81818,0.90909,0.88,1.204296,-0.000542,13.098729,0.001659,2820,-0.01,0.00469,-0.00094,-0.00149,0.00493,0.29034
22,22528,20.48598,82.0,0.92857,0.87,1.148331,-0.013753,15.21555,0.00246,2400,-0.01,0.00466,-0.0003,-0.00218,0.01129,0.35035
23,23552,23.18055,66.5,1.0,0.89,1.228488,-0.014062,11.399437,0.001138,2394,-0.01,0.00399,-0.00124,-0.00218,0.00416,0.39208
24,24576,14.69313,79.91667,0.75,0.88,1.186338,-0.00241,15.878794,0.002516,2537,-0.01,0.0029,-0.00018,-0.0027,0.00495,0.24131
25,25600,19.81408,91.61538,0.92308,0.88,1.292803,-0.000286,11.883258,0.000795,2411,-0.01,0.00393,-0.00017,-0.00154,0.0062,0.31406
26,26624,23.17313,73.86667,0.93333,0.89,1.352963,-0.026972,8.895173,0.001317,2221,-0.01,0.00587,-7e-05,-0.00091,0.00795,0.37982
27,27648,24.23896,76.66667,1.0,0.9,1.329976,-0.000623,9.504853,0.000514,2421,-0.01,0.00666,-0.00021,-0.00057,0.00847,0.35206
28,28672,23.99984,96.22222,0.88889,0.92,1.279179,-0.00045,10.019984,0.000483,2453,-0.01,0.00655,-0.00117,-0.00129,0.00479,0.25048
29,29696,17.53694,116.2,0.7,0.9,1.351487,0.000286,11.018297,0.000708,2478,-0.01,0.00752,-0.0013,-0.00041,0.00263,0.21664
30,30720,15.21371,89.54545,0.81818,0.88,1.404315,-0.000109,8.104252,0.000456,2368,-0.01,0.00608,-0.00061,-0.00053,0.00613,0.19597
31,31744,23.60674,95.66667,1.0,0.89,1.414327,-0.001569,7.10537,0.00223,2328,-0.01,0.00694,-0.00097,-0.00042,0.006,0.31801
32,32768,23.75966,87.4,1.0,0.91,1.423083,-0.015989,8.245657,0.002791,2274,-0.01,0.00745,-0.0013,-0.0007,0.00836,0.26026
33,33792,17.95375,103.66667,1.0,0.93,1.453113,-0.000898,11.025395,0.001394,2486,-0.01,0.00558,-0.00122,0.00025,0.00497,0.26661
34,34816,22.5982,94.54545,1.0,0.93,1.508136,-0.002344,10.487748,0.003705,2271,-0.01,0.00627,-0.00142,-0.00053,0.00588,0.28159
35,35840,12.41059,96.5,0.8,0.92,1.441454,-0.00304,9.763664,0.00112,2529,-0.01,0.00457,0.00035,-0.00087,0.00368,0.16607
36,36864,20.98677,85.9,1.0,0.92,1.409529,-0.026248,8.62901,0.003135,2483,-0.01,0.00631,-0.00024,-0.00032,0.00642,0.26353
37,37888,20.24995,85.78571,0.85714,0.91,1.491481,0.000413,10.431468,0.001002,2320,-0.01,0.0083,-0.00051,-0.00041,0.00673,0.3052
38,38912,26.10186,83.33333,1.0,0.94,1.468178,0.01083,10.441055,0.002501,2526,-0.01,0.00678,-0.00123,-0.0002,0.00541,0.28424
39,39936,13.80192,102.0,0.91667,0.95,1.453236,-0.077209,8.180585,0.001552,2518,-0.01,0.006,-1e-05,0.00065,0.00397,0.20458
40,40960,26.42216,89.16667,1.0,0.95,1.574029,-0.000763,7.005313,0.001363,2250,-0.01,0.0071,-0.00133,0.00015,0.00975,0.33357
41,41984,21.26896,102.63636,1.0,0.95,1.466582,0.01015,5.136681,0.001038,2217,-0.01,0.00799,-0.00309,0.00022,0.00573,0.26278
42,43008,19.54549,115.11111,1.0,0.95,1.412382,-0.036064,8.622933,0.003094,2393,-0.01,0.0082,-0.00185,0.00098,0.00529,0.20484
43,44032,21.47641,105.0,1.0,0.95,1.475545,-7.5e-05,9.466863,0.001411,2444,-0.01,0.00658,-0.00042,-0.00051,0.00315,0.15695
44,45056,13.40745,119.33333,0.77778,0.95,1.466274,-4.8e-05,8.744461,0.000918,2579,-0.01,0.00666,-0.00077,-0.0002,0.00307,0.16165
45,46080,15.53837,111.8,0.8,0.93,1.50194,-0.000162,8.60902,0.000817,2312,-0.01,0.00712,-0.00053,0.00053,0.00382,0.18145
46,47104,15.1933,102.08333,0.83333,0.92,1.485184,-0.000801,9.826347,0.001064,2538,-0.01,0.0055,-0.00021,-0.00025,-0.00171,0.24013
47,48128,18.90805,101.0,0.88889,0.92,1.524836,-0.015681,8.437382,0.001664,2387,-0.01,0.0069,0.001,-0.0004,0.00627,0.20396
48,49152,15.57414,93.11111,0.88889,0.91,1.510898,-0.000852,10.685225,0.002513,2534,-0.01,0.00481,-0.00021,-0.00044,0.00144,0.18348
49,50176,16.5181,117.6,1.0,0.92,1.570462,-0.001424,6.495212,0.00157,2509,-0.01,0.0062,-0.00025,0.00044,0.00497,0.20654
50,51200,20.62594,110.66667,1.0,0.92,1.536749,0.094538,8.018118,0.001396,2212,-0.01,0.00675,-0.00099,0.00015,0.00429,0.20419
51,52224,18.78016,109.9,0.9,0.91,1.567815,0.000301,8.12234,0.000873,2399,-0.01,0.00637,-0.00036,-0.00035,0.00665,0.2198
52,53248,19.21817,106.875,0.875,0.9,1.574794,-0.000879,7.137092,0.000745,2337,-0.01,0.00751,-0.00137,-0.00018,0.00208,0.17868
53,54272,17.78392,104.90909,0.81818,0.88,1.613425,-0.001327,7.592922,0.001526,2345,-0.01,0.00615,0.00021,-0.00011,0.00353,0.22831
54,55296,24.0715,113.0,1.0,0.88,1.611855,0.063186,7.835113,0.00223,2260,-0.01,0.00712,-0.00052,0.00054,0.00799,0.20749
55,56320,17.19604,128.85714,1.0,0.9,1.607937,-0.024423,5.787802,0.003122,2488,-0.01,0.00489,-0.00093,0.0001,0.00188,0.15187
56,57344,12.66696,145.42857,0.85714,0.91,1.635847,-0.000464,8.130559,0.001345,2642,-0.01,0.00457,-0.00092,0.0001,0.00295,0.12041
57,58368,17.49235,164.83333,1.0,0.92,1.63233,-0.011829,9.358669,0.002072,2709,-0.01,0.00588,-0.00107,0.0005,0.00314,0.14007
58,59392,12.11665,159.6,0.8,0.91,1.65024,0.007237,6.698021,0.001383,2654,-0.01,0.00611,-0.0008,-1e-05,0.00259,0.0787
59,60416,20.2983,155.25,1.0,0.93,1.646778,-0.017436,5.782441,0.002222,2347,-0.01,0.00743,-0.00085,-0.0008,0.00861,0.18168
60,61440,19.35964,165.33333,1.0,0.94,1.717311,8.5e-05,5.745929,0.002209,2571,-0.01,0.00624,-0.00082,-0.00054,0.00189,0.14305
61,62464,14.34715,176.83333,0.83333,0.93,1.687898,0.133348,7.649743,0.002776,2804,-0.01,0.00572,-0.00136,-0.00088,0.00134,0.12312
62,63488,14.67078,184.16667,1.0,0.93,1.715065,-0.005239,3.663847,0.002521,2533,-0.01,0.00653,-0.00061,-0.00127,0.00402,0.11376
63,64512,14.26925,129.0,0.66667,0.92,1.684733,0.153697,4.839801,0.00301,2602,-0.01,0.00749,-0.00087,-0.00118,-0.00124,0.05809
64,65536,9.03594,233.0,0.57143,0.89,1.752968,0.065142,3.435792,0.003293,2633,-0.01,0.007,-0.00033,-0.00191,0.00323,0.08566
65,66560,20.22951,169.5,1.0,0.89,1.765521,-0.000774,4.47203,0.000527,2473,-0.01,0.00868,-0.00154,-0.00256,0.00565,0.0901
66,67584,15.73838,219.8,0.8,0.88,1.731707,0.023626,3.223963,0.00227,2449,-0.01,0.00744,-0.00154,-0.00185,0.00178,0.09655
67,68608,17.02759,206.0,1.0,0.89,1.81552,-0.077564,2.72451,0.004974,2349,-0.01,0.00955,-0.00194,-0.00158,0.00399,0.07874
68,69632,6.93915,242.6,0.6,0.88,1.709709,-2.4e-05,4.58341,0.000494,2508,-0.01,0.00838,-0.00231,-0.00245,-0.00113,0.04696
69,70656,8.82049,234.25,0.5,0.86,1.786532,0.131665,3.32465,0.001887,2535,-0.01,0.00847,-0.00278,-0.00331,0.00254,0.04526
70,71680,-1.3781,249.0,0.0,0.83,1.712455,-0.000807,2.289804,0.000604,2402,-0.01,0.0111,-0.0029,-0.00417,0.00061,-0.00031
71,72704,-1.23209,250.0,0.0,0.8,1.741614,0.000919,1.139188,0.001627,2463,-0.01,0.01283,-0.0028,-0.00598,0.00228,0.0
