iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.337879,-0.007173,0.367374,0.003975,1.04089,0.03833,-0.090251,0.609307,0.214897,0.022734,1.20502,4.0,0.0003,0,840,0.27801,0.3814,0.0,nan,0.0,0.0,,,-0.01,0.00505,-0.00452,-0.02512,-0.00065,0.0
2,2048,nan,nan,0.0,0.0,2.184595,-0.005184,0.125803,0.003221,0.661451,0.031913,0.586733,0.069855,0.863054,-0.49176,1.962892,4.0,0.0002999,0,877,0.2684,0.36428,0.0,nan,0.0,0.0,,,-0.01,0.0039,-0.00507,-0.02409,-0.0012,0.0
3,3072,nan,nan,0.0,0.0,2.075955,-0.004025,0.060562,0.00221,0.502185,0.022949,0.814327,-0.29,1.943544,-0.83168,3.105212,4.0,0.0002998,0,914,0.28734,0.38766,0.0,nan,0.0,0.0,,,-0.01,0.00437,-0.00363,-0.02808,0.0,0.0
4,4096,-15.31735,450.0,0.0,0.0,2.211475,-0.005982,0.04401,0.003503,0.391598,0.038958,0.905935,-0.955492,3.052458,-1.409459,4.010714,4.0,0.00029969,8,874,0.29327,0.40121,1.0,nan,0.0,0.75167,,,-0.01,0.00392,-0.00589,-0.02681,0.0,0.0
5,5120,nan,nan,0.0,0.0,2.300784,-0.005749,0.02471,0.005587,0.289758,0.066092,0.929229,-1.252376,3.879183,-1.755236,5.018209,4.0,0.00029959,0,893,0.2998,0.3877,1.0,nan,0.0,0.0,,,-0.01,0.00585,-0.00401,-0.0233,0.0,0.0
6,6144,nan,nan,0.0,0.0,2.308107,-0.004159,0.015489,0.003432,0.247072,0.024275,0.956749,-1.698377,5.022067,-2.182024,6.095164,4.0,0.00029949,0,896,0.32631,0.41323,1.0,nan,0.0,0.0,,,-0.01,0.00543,-0.00308,-0.02273,0.0,0.0
7,7168,nan,nan,0.0,0.0,2.292228,-0.003483,0.013417,0.002538,0.231886,0.017613,0.969004,-2.071593,6.151142,-2.568497,7.175349,4.0,0.00029939,0,905,0.32003,0.40179,1.0,nan,0.0,0.0,,,-0.01,0.00533,-0.00065,-0.02408,0.0,0.0
8,8192,-14.22668,450.0,0.0,0.0,2.3222,-0.00469,0.010744,0.003549,0.242446,0.025809,0.975106,-2.518245,7.187577,-2.990827,8.248351,4.0,0.00029928,8,861,0.29576,0.37807,1.0,nan,0.0,0.70764,,,-0.01,0.00514,-0.00025,-0.02781,0.0,0.0
9,9216,nan,nan,0.0,0.0,2.311582,-0.005963,0.008679,0.005012,0.234943,0.065151,0.978877,-3.069285,8.062033,-3.529296,9.166018,4.0,0.00029918,0,896,0.27441,0.35603,1.0,nan,0.0,0.0,,,-0.01,0.00569,0.00048,-0.02802,0.0,0.0
10,10240,nan,nan,0.0,0.0,2.272884,-0.00496,0.006524,0.002821,0.204316,0.031076,0.985062,-3.430892,9.224306,-3.827492,10.242074,4.0,0.00029908,0,886,0.25572,0.35128,1.0,nan,0.0,0.0,,,-0.01,0.00589,0.00063,-0.02545,0.0,0.0
