iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,root_report_close_n,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_bunching,comp_terminal
1,1024,-7.87829,103.66667,0.0,0.0,1.998819,-0.009951,0.37315,0.004931,1.359412,0.059021,0.053623,0.858694,0.210245,-0.065176,1.107774,4.0,0.0003,3,1102,0.37942,0.54125,0.0,nan,0,1.0,1.0,0.23467,4.17128,-0.01,0.01314,-0.01123,-0.02956,-0.00933,-0.00686,-0.0069
2,2048,-6.91329,104.42857,0.0,0.0,1.680297,-0.003623,0.218796,0.001743,1.164708,0.008118,0.575467,0.108315,0.821978,-0.721115,1.605237,4.0,0.0002999,7,1190,0.35814,0.53505,0.0,nan,0,1.0,1.0,0.0699,5.03517,-0.01,0.01496,-0.00675,-0.03273,-0.016,-0.00382,-0.01869
3,3072,-6.66395,149.2,0.0,0.0,1.597144,-0.006298,0.098835,0.002248,0.51686,0.027649,0.80865,-0.788011,1.444536,-1.367548,2.020126,4.0,0.0002998,5,1218,0.36079,0.51426,0.0,nan,0,1.0,0.88889,0.21701,5.28276,-0.01,0.00438,-0.00613,-0.02277,-0.00746,-0.00336,-0.01408
4,4096,-10.07752,252.5,0.0,0.0,1.615401,-0.006282,0.065567,0.004712,0.4959,0.059082,0.859245,-1.488937,1.731331,-1.954313,2.314207,4.0,0.00029969,4,1214,0.32427,0.47298,0.10526,nan,0,0.5,0.96154,0.11964,5.73568,-0.01,0.00601,-0.00495,-0.0274,-0.00458,-0.00181,-0.00537
5,5120,-5.24463,118.0,0.0,0.0,1.427183,-0.005482,0.068589,0.002962,0.319628,0.032837,0.86362,-2.072861,2.111916,-2.655829,2.752568,4.0,0.00029959,1,1286,0.31365,0.45351,0.1,nan,0,1.0,0.0,0.11034,8.84226,-0.01,-0.00486,-0.00547,-0.03109,-0.00312,-0.00015,-0.00295
6,6144,-10.73152,339.33333,0.0,0.0,1.447964,-0.006427,0.041852,0.00384,0.304335,0.05658,0.917694,-2.777507,2.679081,-3.264717,3.256274,4.0,0.00029949,6,1246,0.36051,0.50494,0.23077,nan,0,0.66667,0.92593,0.17778,6.2239,-0.01,0.00618,-0.0061,-0.03024,-0.00307,-0.00612,-0.00585
7,7168,-10.43705,241.2,0.0,0.0,1.648586,-0.007218,0.106368,0.004252,0.399205,0.062317,0.804577,-3.493576,3.079563,-3.884922,3.072752,4.0,0.00029939,5,1171,0.37404,0.52264,0.25806,nan,0,1.0,0.95238,0.18084,5.10777,-0.01,0.00239,-0.00594,-0.0228,-0.00887,-0.00406,-0.00805
8,8192,-6.0921,116.0,0.0,0.0,1.257123,-0.006064,0.04182,0.003159,0.346541,0.043396,0.896145,-3.378114,2.509394,-3.693847,2.856823,4.0,0.00029928,4,1312,0.37155,0.51975,0.22857,nan,0,1.0,1.0,0.20974,4.65688,-0.01,-0.00652,-0.00494,-0.02433,-0.00253,-0.0035,-0.01359
9,9216,-13.55522,336.5,0.0,0.0,1.187953,-0.007083,0.03831,0.002852,0.358524,0.0495,0.907282,-3.413033,2.551241,-3.68689,3.035117,4.0,0.00029918,4,1341,0.34761,0.51634,0.28205,nan,0,0.75,1.0,0.27511,4.97814,-0.01,-0.00598,-0.005,-0.02675,-0.00064,-0.00236,-0.00353
10,10240,-7.06864,249.0,0.0,0.0,1.47789,-0.006762,0.070136,0.003036,0.364788,0.04657,0.874692,-3.515108,3.0032,-3.716516,3.369529,4.0,0.00029908,4,1256,0.31754,0.47993,0.30233,nan,0,1.0,1.0,0.35215,4.97233,-0.01,0.00961,-0.00406,-0.03116,-0.00382,-0.00333,-0.00579
11,11264,-10.55366,323.0,0.0,0.0,1.249428,-0.006565,0.047342,0.001976,0.53312,0.021729,0.890642,-3.664253,2.743533,-4.17367,3.536083,4.0,0.00029898,3,1354,0.32751,0.4794,0.32609,nan,0,0.66667,0.9,0.09688,13.64408,-0.01,-0.00919,-0.00571,-0.03213,0.00058,-0.00065,-0.00333
12,12288,-6.6434,259.0,0.0,0.0,1.404258,-0.004243,0.06916,0.002267,0.428381,0.019836,0.903858,-4.160823,3.879265,-4.606191,4.336616,4.0,0.00029887,2,1307,0.359,0.50208,0.33333,nan,0,1.0,0.0,0.09063,5.34591,-0.01,-0.01295,-0.00426,-0.02793,-0.00125,-0.00227,-0.00302
13,13312,-0.3015,353.8,0.2,0.01887,1.47205,-0.004434,1.192428,0.002887,1.015903,0.040039,0.371102,-4.009257,4.269251,-3.86039,7.36989,4.0,0.00029877,5,1273,0.33633,0.4779,0.37736,1.0,1,1.0,1.0,0.22741,5.48269,-0.01,-0.0007,-0.00545,-0.02891,0.00016,-0.00252,0.09324
14,14336,-9.77529,252.5,0.0,0.01818,1.241864,-0.006567,0.086308,0.003417,0.981313,0.047546,0.890945,-4.467649,4.065309,-5.025669,4.654452,4.0,0.00029867,2,1380,0.35645,0.50106,0.38182,1.0,1,0.5,1.0,0.14141,6.54026,-0.01,-0.01582,-0.00602,-0.02857,0.00091,-0.00264,-0.00338
15,15360,-8.44177,420.0,0.0,0.01786,1.15914,-0.004857,0.046449,0.002396,0.353176,0.02948,0.933281,-4.723194,4.750202,-5.289607,5.313456,4.0,0.00029857,1,1404,0.36946,0.50963,0.39286,1.0,1,1.0,1.0,0.32075,7.21409,-0.01,-0.02202,-0.00475,-0.0299,-0.00206,-0.00094,0.0
16,16384,-15.0573,420.0,0.0,0.01667,1.323724,-0.007454,0.04169,0.004618,0.349835,0.068787,0.943207,-4.991904,5.197913,-5.475177,5.738392,4.0,0.00029846,4,1324,0.32681,0.46384,0.43333,1.0,1,1.0,1.0,0.20833,5.63772,-0.01,-0.01585,-0.0027,-0.03181,-0.0024,-0.00194,0.0
17,17408,-14.12411,307.0,0.0,0.01587,1.262863,-0.005938,0.040565,0.00297,0.338445,0.039612,0.929457,-4.556012,4.489939,-4.876538,4.87903,4.0,0.00029836,3,1336,0.31696,0.46222,0.44444,1.0,1,1.0,1.0,0.22492,4.57814,-0.01,-0.00286,-0.00335,-0.02782,0.00248,-0.00288,-0.00336
18,18432,6.87309,282.25,0.25,0.02985,1.4186,-0.00467,1.110388,0.00311,0.952288,0.039673,0.267196,-4.41287,4.117662,-3.216129,8.052317,4.0,0.00029826,4,1277,0.31551,0.45256,0.44776,1.0,2,1.0,1.0,0.27438,5.64173,-0.01,0.00573,-0.00288,-0.02579,0.00292,-0.00213,0.09444
19,19456,-7.84605,346.5,0.0,0.02817,1.287816,-0.005783,0.056631,0.002142,0.342021,0.024292,0.882812,-2.686524,4.426199,-2.898925,4.666398,4.0,0.00029816,4,1331,0.3124,0.43638,0.46479,1.0,2,0.75,0.85714,0.25207,6.86831,-0.01,0.00887,-0.0026,-0.03017,-0.0032,-0.00192,-0.00326
20,20480,-8.5595,325.66667,0.0,0.02703,0.978212,-0.005478,0.032134,0.002194,0.465456,0.02533,0.918483,-1.548157,3.929911,-1.973361,4.294627,4.0,0.00029805,3,1445,0.30826,0.42609,0.47297,1.0,2,0.66667,1.0,0.20576,6.28902,-0.01,-0.00474,-0.00417,-0.0227,-0.00092,-0.00263,-0.00421
21,21504,-6.94497,420.0,0.0,0.02667,1.256097,-0.005419,0.044138,0.002184,0.489414,0.027832,0.897467,-1.887504,4.055439,-2.409727,4.56312,4.0,0.00029795,1,1354,0.36427,0.47896,0.48,1.0,2,1.0,0.0,0.2,6.4707,-0.01,-0.01542,-0.00387,-0.02969,0.00237,-0.00095,0.0
22,22528,-10.55039,335.75,0.0,0.02532,1.404013,-0.00546,0.05594,0.001929,0.611815,0.018433,0.924328,-2.944603,5.308741,-3.920158,6.137327,4.0,0.00029785,4,1316,0.40851,0.53874,0.49367,1.0,2,0.75,1.0,0.23077,8.41098,-0.01,-0.02875,-0.00504,-0.03554,-0.00135,-0.00246,-0.00291
23,23552,-16.3796,308.66667,0.0,0.02439,1.575637,-0.005999,0.047549,0.00349,0.49933,0.036499,0.941009,-4.190417,5.892445,-4.877074,6.419365,4.0,0.00029775,3,1259,0.4118,0.53448,0.5,1.0,2,0.66667,1.0,0.06061,6.40637,-0.01,-0.01741,-0.00369,-0.03429,0.00088,-0.00121,-0.00265
