iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.392381,-0.007553,0.333596,0.005627,0.811831,0.044747,-0.093871,-0.32596,0.200241,-0.921475,1.22377,4.0,0.0003,0,840,0.27441,0.37012,0.0,nan,0.0,0.0,,,-0.01,0.0056,-0.00703,-0.02513,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.368389,-0.004793,0.119335,0.001469,0.665099,0.011509,0.605179,-0.786007,0.897305,-1.308095,2.054225,4.0,0.0002999,0,860,0.25614,0.34528,0.0,nan,0.0,0.0,,,-0.01,0.00366,-0.00136,-0.0246,0.0,0.0
3,3072,nan,nan,0.0,0.0,2.363323,-0.003669,0.055372,0.002677,0.58963,0.013358,0.83082,-1.089372,2.037489,-1.618237,3.172915,4.0,0.0002998,0,859,0.26381,0.35156,0.0,nan,0.0,0.0,,,-0.01,0.00477,-0.00493,-0.02443,0.0,0.0
4,4096,-15.24981,450.0,0.0,0.0,2.346363,-0.004183,0.037702,0.0022,0.510179,0.0113,0.922351,-1.811017,3.204285,-2.257624,4.106184,4.0,0.00029969,8,848,0.26535,0.35575,1.0,nan,0.0,0.74818,,,-0.01,0.00377,-0.0022,-0.02578,0.0,0.0
5,5120,nan,nan,0.0,0.0,2.308856,-0.004209,0.022908,0.00383,0.248532,0.040527,0.933057,-2.374258,3.971915,-2.881441,5.102671,4.0,0.00029959,0,879,0.29556,0.37697,1.0,nan,0.0,0.0,,,-0.01,0.00584,-0.0048,-0.02519,-0.00035,0.0
6,6144,nan,nan,0.0,0.0,2.28711,-0.003607,0.014015,0.004453,0.234922,0.051897,0.956646,-2.685249,5.141205,-3.156466,6.269936,4.0,0.00029949,0,884,0.31193,0.39176,1.0,nan,0.0,0.0,,,-0.01,0.00647,-0.00419,-0.02541,0.0,0.0
7,7168,nan,nan,0.0,0.0,2.210754,-0.003811,0.010879,0.004917,0.297074,0.072684,0.968721,-2.646929,6.369983,-3.094755,7.509399,4.0,0.00029939,0,898,0.32287,0.38537,1.0,nan,0.0,0.0,,,-0.01,0.00488,-0.00176,-0.02748,0.0,0.0
8,8192,-15.33564,450.0,0.0,0.0,2.201572,-0.005126,0.023712,0.004005,0.232751,0.048689,0.969004,-3.698622,7.336046,-4.100806,8.207328,4.0,0.00029928,8,836,0.33314,0.41824,1.0,nan,0.0,0.74627,,,-0.01,0.00662,-0.00238,-0.02631,-0.00203,0.0
9,9216,nan,nan,0.0,0.0,1.899451,-0.002687,0.02281,0.003184,0.232323,0.01845,0.971022,-4.431853,8.201157,-4.878037,8.989429,4.0,0.00029918,0,933,0.31491,0.38667,1.0,nan,0.0,0.0,,,-0.01,0.00429,0.00014,-0.02792,-0.00184,0.0
10,10240,nan,nan,0.0,0.0,1.80727,-0.006893,0.006772,0.004597,0.266443,0.067732,0.985745,-4.381219,8.743595,-4.692534,9.494747,4.0,0.00029908,0,961,0.3052,0.37891,1.0,nan,0.0,0.0,,,-0.01,0.00571,-0.00139,-0.02537,0.0,0.0
11,11264,-13.1543,450.0,0.0,0.0,1.989838,-0.00563,0.007967,0.004564,0.237317,0.048933,0.985971,-4.62644,9.312291,-4.882695,10.103109,4.0,0.00029898,8,896,0.30257,0.38621,1.0,nan,0.25,0.66864,,,-0.01,0.00534,-0.00284,-0.02698,0.0,0.0
12,12288,nan,nan,0.0,0.0,2.251935,-0.00431,0.004224,0.003802,0.242331,0.038609,0.989493,-4.428084,10.654584,-4.749409,11.636783,4.0,0.00029887,0,888,0.30525,0.39174,1.0,nan,0.0,0.0,,,-0.01,0.00526,-0.00155,-0.02413,0.0,0.0
13,13312,nan,nan,0.0,0.0,2.19419,-0.006611,0.00369,0.005935,0.263402,0.076311,0.991401,-4.144172,11.39277,-4.567548,12.317732,4.0,0.00029877,0,878,0.30036,0.38491,1.0,nan,0.0,0.0,,,-0.01,0.00543,-0.00287,-0.02319,0.0,0.0
14,14336,nan,nan,0.0,0.0,2.189989,-0.006338,0.003295,0.004892,0.230229,0.056013,0.992194,-4.379587,11.992023,-4.756589,12.921562,4.0,0.00029867,0,913,0.33329,0.41992,1.0,nan,0.0,0.0,,,-0.01,0.00561,0.00148,-0.02543,0.0,0.0
15,15360,-13.64612,450.0,0.0,0.0,2.265927,-0.005222,0.006027,0.003737,0.263247,0.04126,0.990131,-6.369708,13.15257,-6.606253,14.141044,4.0,0.00029857,8,838,0.30469,0.39062,1.0,nan,0.0,0.62588,,,-0.01,0.00529,-0.00128,-0.02752,0.0,0.0
16,16384,nan,nan,0.0,0.0,2.254697,-0.005008,0.003242,0.004876,0.215231,0.041504,0.993966,-5.803586,14.162534,-6.125794,15.037885,4.0,0.00029846,0,881,0.30804,0.38672,1.0,nan,0.0,0.0,,,-0.01,0.00543,0.00194,-0.02536,0.0,0.0
17,17408,nan,nan,0.0,0.0,2.252728,-0.004663,0.002455,0.002242,0.205942,0.02696,0.995006,-5.456562,14.914218,-5.76687,15.761757,4.0,0.00029836,0,897,0.29729,0.37667,1.0,nan,0.0,0.0,,,-0.01,0.00681,0.00095,-0.02521,0.0,0.0
18,18432,-13.26551,450.0,0.0,0.0,2.271697,-0.006017,0.003556,0.002744,0.235692,0.027204,0.994797,-6.566803,15.801477,-6.678509,16.573416,4.0,0.00029826,8,859,0.30441,0.38449,1.0,nan,0.0,0.55732,,,-0.01,0.00592,0.00174,-0.02621,0.0,0.0
19,19456,nan,nan,0.0,0.0,2.255589,-0.006196,0.003221,0.00488,0.237438,0.057199,0.99528,-7.113002,16.748802,-7.276908,17.544571,4.0,0.00029816,0,862,0.26744,0.34542,1.0,nan,0.0,0.0,,,-0.01,0.00554,0.00349,-0.02332,0.0,0.0
20,20480,nan,nan,0.0,0.0,2.078122,-0.006197,0.013091,0.005663,0.23434,0.083531,0.987683,-7.124398,17.404039,-7.342759,18.066586,4.0,0.00029805,0,902,0.27679,0.36412,1.0,nan,0.0,0.0,,,-0.01,0.00527,0.0069,-0.02314,-0.0016,0.0
21,21504,nan,nan,0.0,0.0,2.042461,-0.004043,0.002425,0.001871,0.195784,0.006766,0.996627,-6.908099,17.82004,-7.074615,18.435863,4.0,0.00029795,0,918,0.2835,0.37365,1.0,nan,0.0,0.0,,,-0.01,0.00569,0.0047,-0.02479,0.0,0.0
22,22528,-10.60029,450.0,0.0,0.0,2.216502,-0.005838,0.019774,0.003834,0.264544,0.040109,0.982785,-8.401743,18.939787,-8.551244,19.290079,4.0,0.00029785,8,841,0.24244,0.3417,1.0,nan,0.125,0.38261,,,-0.01,0.00604,0.0061,-0.0222,-0.00218,0.0
23,23552,nan,nan,0.0,0.0,1.742213,-0.006107,0.031858,0.003163,0.336875,0.030552,0.96374,-8.787436,17.456751,-9.050433,17.60685,4.0,0.00029775,0,912,0.23212,0.33397,1.0,nan,0.0,0.0,,,-0.01,0.00406,0.01117,-0.02427,-0.00364,0.0
24,24576,nan,nan,0.0,0.0,1.506544,-0.006546,0.016519,0.003146,0.318416,0.040423,0.976535,-9.280299,16.170021,-9.457376,16.447584,4.0,0.00029764,0,964,0.27893,0.39521,1.0,nan,0.0,0.0,,,-0.01,0.00488,0.01348,-0.02645,-0.00182,0.0
25,25600,-7.89866,450.0,0.0,0.0,1.72463,-0.007185,0.005506,0.003155,0.277497,0.042167,0.99237,-9.438157,16.858686,-9.335668,17.267206,4.0,0.00029754,8,890,0.276,0.38479,1.0,nan,1.0,0.34298,,,-0.01,0.00674,0.00968,-0.02566,-0.00324,0.0
26,26624,-4.49191,177.0,0.0,0.0,1.073161,-0.006045,0.053276,0.003993,0.282758,0.052595,0.927161,-8.783309,17.33367,-9.100532,16.886719,4.0,0.00029744,1,976,0.24433,0.37023,0.98246,nan,1.0,0.33333,,,-0.01,0.00515,0.0169,-0.02539,-0.0156,-0.00373
27,27648,nan,nan,0.0,0.0,0.844111,-0.004566,0.009678,0.001898,0.270508,0.019671,0.986242,-9.970082,16.083918,-9.910237,16.200638,4.0,0.00029734,0,1051,0.22398,0.33484,0.98246,nan,0.0,0.0,,,-0.01,0.00564,0.01047,-0.02901,-0.00506,0.0
