iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,1.573654,-0.001134,1.17579,0.001308,1192,-0.01,0.00687,-0.00264,0.00102,0.00297,0.0
2,2048,22.27532,206.85714,1.0,1.0,1.370914,0.005611,4.250916,0.001303,1342,-0.01,0.00603,-0.00326,0.00204,0.00448,0.17672
3,3072,22.68904,276.0,1.0,1.0,1.795119,0.025793,1.608235,0.00053,1245,-0.01,0.00809,-0.00428,0.00262,0.00288,0.02361
4,4096,22.01422,212.14286,1.0,1.0,1.52679,0.002301,2.116499,0.001295,1233,-0.01,0.00501,-0.00329,0.00107,0.00151,0.16231
5,5120,19.76027,204.0,1.0,1.0,1.528296,-0.035456,4.42893,0.00117,1336,-0.01,0.00769,-0.00454,0.00196,-0.00158,0.09612
6,6144,8.9221,287.25,0.75,0.95652,1.611478,0.05997,0.597748,0.0018,1229,-0.01,0.00585,-0.00402,0.00082,0.0039,0.04463
7,7168,25.07669,218.83333,1.0,0.96552,1.63234,-0.052041,3.605909,0.000899,1218,-0.01,0.00718,-0.00403,0.00163,0.00471,0.15688
8,8192,23.08136,242.33333,1.0,0.96875,1.701109,-0.086592,1.613214,0.000455,1222,-0.01,0.00743,-0.00399,0.00205,0.00254,0.07171
9,9216,20.60063,226.66667,1.0,0.97368,1.516741,-0.000154,4.436234,0.000997,1243,-0.01,0.0068,-0.00345,0.00232,0.00138,0.13864
10,10240,11.46903,243.5,1.0,0.975,1.720785,-0.000956,1.48404,0.000244,1298,-0.01,0.00861,-0.00436,0.00123,0.00105,0.02793
11,11264,21.23072,240.0,1.0,0.97872,1.511666,-0.001377,3.219015,0.001573,1267,-0.01,0.00574,-0.00344,0.00175,0.00425,0.16474
12,12288,19.03604,233.0,1.0,0.97917,1.710394,-0.025154,1.805376,0.001356,1215,-0.01,0.00814,-0.00432,0.00102,-2e-05,0.02086
13,13312,20.294,242.2,1.0,0.98113,1.487228,0.005067,1.776447,0.000752,1233,-0.01,0.00686,-0.00347,-0.00012,0.00451,0.10918
14,14336,18.6104,277.2,0.8,0.96552,1.664722,-0.029839,1.742227,0.00239,1204,-0.01,0.00758,-0.0037,0.00106,0.00254,0.10012
15,15360,18.69428,231.66667,1.0,0.96721,1.632227,-0.000202,1.554346,0.000412,1213,-0.01,0.00753,-0.0031,0.00099,0.00169,0.06034
16,16384,20.99358,242.0,1.0,0.96825,1.679305,-9.6e-05,3.09057,0.00086,1278,-0.01,0.00745,-0.00359,0.00169,0.00044,0.04706
17,17408,13.45612,304.5,0.83333,0.95652,1.602276,0.005172,1.652762,0.00105,1259,-0.01,0.00695,-0.0025,0.00057,0.00151,0.09457
18,18432,15.7161,257.0,1.0,0.95833,1.715721,-0.019403,2.825637,0.000581,1228,-0.01,0.00752,-0.00307,0.0011,0.00013,0.05433
19,19456,21.11196,255.6,1.0,0.96104,1.648805,-0.000456,1.386356,0.000708,1251,-0.01,0.00652,-0.00314,-0.00012,0.00363,0.11404
20,20480,23.22388,268.5,1.0,0.96203,1.766446,-0.000277,3.071679,0.000569,1271,-0.01,0.00761,-0.00427,0.00067,-0.00086,0.05215
21,21504,15.98257,272.2,1.0,0.96429,1.681625,0.001212,1.220362,0.002012,1224,-0.01,0.00604,-0.00367,5e-05,0.00256,0.09124
22,22528,-4.28401,400.0,0.0,0.95294,1.779608,-0.000524,1.690282,0.000924,1238,-0.01,0.00827,-0.00342,0.00061,0.00035,0.0
23,23552,13.18913,293.42857,0.85714,0.94565,1.591602,-0.050777,2.0447,0.000655,1360,-0.01,0.00551,-0.00201,-0.00058,4e-05,0.11936
24,24576,23.59096,228.0,1.0,0.94624,1.789526,-0.119537,1.422029,0.000874,1206,-0.01,0.00803,-0.00262,0.0002,0.0012,0.02442
25,25600,18.39638,272.5,1.0,0.94949,1.689826,0.053377,3.025114,0.000916,1323,-0.01,0.00578,-0.0025,0.00054,0.00198,0.13391
26,26624,9.18735,338.0,0.5,0.94,1.742229,0.214475,3.961391,0.000664,1230,-0.01,0.00689,-0.00261,0.0007,0.0025,0.02205
27,27648,23.47664,231.66667,1.0,0.94,1.601238,-7e-05,2.27629,0.000534,1207,-0.01,0.00509,-0.00194,0.00052,0.00314,0.14866
28,28672,18.42704,225.5,1.0,0.94,1.634055,-0.000598,1.829737,0.000491,1202,-0.01,0.00655,-0.00285,0.00149,0.0022,0.08376
29,29696,16.42127,250.75,1.0,0.94,1.649515,-0.035531,2.279892,0.002496,1254,-0.01,0.00646,-0.0023,0.00168,-0.00064,0.07602
30,30720,15.43343,263.0,1.0,0.94,1.727689,0.075285,3.365871,0.001433,1486,-0.01,0.00677,-0.00356,0.00104,-0.00188,0.04388
31,31744,14.38825,268.5,0.83333,0.94,1.709908,0.027494,1.557243,0.000781,1190,-0.01,0.00483,-0.00285,-0.00036,0.00264,0.0967
32,32768,23.96386,241.33333,1.0,0.94,1.730004,0.041509,3.068095,0.00168,1201,-0.01,0.00659,-0.00365,0.00017,0.00369,0.0766
33,33792,19.75456,264.25,1.0,0.94,1.721152,-0.001206,1.035885,0.001699,1245,-0.01,0.00459,-0.00285,0.00062,0.00233,0.08977
34,34816,19.6766,260.0,1.0,0.94,1.668022,-0.00022,3.02917,0.000963,1194,-0.01,0.00552,-0.00385,0.00122,0.00147,0.088
35,35840,19.04632,267.0,1.0,0.94,1.639766,-0.000894,1.792412,0.000575,1204,-0.01,0.0047,-0.00268,0.00075,0.00417,0.10974
36,36864,23.70837,209.0,1.0,0.94,1.648528,-0.000573,1.522217,0.000501,1159,-0.01,0.00538,-0.00357,0.0018,0.00349,0.09998
37,37888,17.77677,225.75,1.0,0.94,1.660066,-0.000265,2.795146,0.000503,1222,-0.01,0.00496,-0.00317,0.00062,0.00069,0.08108
38,38912,22.09134,218.0,1.0,0.94,1.59757,-0.001364,3.266872,0.000735,1195,-0.01,0.00486,-0.00351,0.00163,0.00237,0.12135
39,39936,18.4462,219.6,1.0,0.95,1.636519,-0.094692,2.918584,0.000791,1249,-0.01,0.00513,-0.00291,0.0014,0.00024,0.10828
40,40960,19.06638,215.4,1.0,0.95,1.675345,-3.6e-05,2.722566,0.000883,1226,-0.01,0.00411,-0.00289,0.00078,0.0022,0.10828
41,41984,19.62812,231.2,1.0,0.96,1.750618,-0.000337,2.818674,0.000513,1214,-0.01,0.0047,-0.00294,0.00071,0.00277,0.11009
42,43008,21.66721,242.5,1.0,0.96,1.723344,-0.099084,2.006269,0.00177,1170,-0.01,0.00479,-0.00256,0.0016,0.00268,0.09369
43,44032,21.96469,241.75,1.0,0.96,1.675856,-0.00026,2.595215,0.001028,1168,-0.01,0.00512,-0.00296,0.00176,0.00289,0.09471
44,45056,22.02574,212.0,1.0,0.96,1.725196,-0.000409,1.589608,0.000545,1162,-0.01,0.00388,-0.00248,0.00161,0.00295,0.09403
45,46080,18.24925,238.0,1.0,0.96,1.679847,0.017086,2.781997,0.001483,1251,-0.01,0.00458,-0.00358,0.00111,-0.00031,0.11044
46,47104,17.33016,265.66667,1.0,0.97,1.716627,-0.000133,1.651671,0.000892,1192,-0.01,0.00503,-0.00306,0.00105,0.00165,0.06224
47,48128,18.81199,242.83333,1.0,0.98,1.661697,0.105231,3.260929,0.000453,1249,-0.01,0.00453,-0.0027,0.00144,0.00115,0.13398
48,49152,18.12488,222.5,1.0,0.98,1.683958,-0.027628,1.025954,0.000978,1158,-0.01,0.00547,-0.00308,0.00093,0.00227,0.03946
49,50176,19.25151,254.5,1.0,0.99,1.62416,0.055688,4.334235,0.001052,1264,-0.01,0.00506,-0.00278,0.00209,0.00169,0.13581
50,51200,11.61795,274.5,1.0,0.99,1.746509,-0.030781,1.073145,0.002559,1210,-0.01,0.00544,-0.00322,0.00086,-2e-05,0.0281
51,52224,18.71194,278.0,1.0,0.99,1.790375,0.030986,2.91364,0.001928,1291,-0.01,0.00499,-0.00361,0.00118,-0.00041,0.09198
52,53248,13.906,349.0,1.0,0.99,1.785886,-0.000181,1.199102,0.00063,1269,-0.01,0.0049,-0.00333,0.00145,0.00216,0.05312
53,54272,18.65446,296.66667,1.0,0.99,1.749773,0.09959,1.981211,0.000766,1215,-0.01,0.00481,-0.00343,0.00099,0.00152,0.06431
54,55296,11.96368,269.0,0.8,0.98,1.704532,-0.001024,3.801644,0.000923,1221,-0.01,0.00484,-0.00314,0.00102,-0.00326,0.07836
55,56320,17.53776,252.33333,1.0,0.99,1.749322,-0.000405,1.624061,0.000239,1204,-0.01,0.00474,-0.00351,0.00112,0.00171,0.06181
56,57344,20.36793,267.5,1.0,0.99,1.747471,-0.000538,3.005623,0.000777,1156,-0.01,0.0045,-0.00305,0.00088,0.00234,0.09129
57,58368,20.22505,298.75,1.0,0.99,1.687089,-0.019794,1.894016,0.001222,1147,-0.01,0.00488,-0.00378,0.00096,0.00185,0.08921
58,59392,16.37044,257.75,1.0,0.99,1.713894,-0.001351,1.789978,0.001542,1226,-0.01,0.00395,-0.00257,0.00101,0.00224,0.07727
