iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.107261,-0.013287,0.126694,0.007148,1554,0.13965,0.0,0.0,-0.01,0.00275,-0.02538,0.00595,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.029491,0.004253,0.086844,0.003447,1666,0.14117,0.0,0.0,-0.01,0.00417,-0.01942,0.00551,-0.00221,0.0
3,3072,nan,nan,0.0,0.0,2.036973,-0.001296,7.320788,0.000947,1962,0.15371,0.0,0.0,-0.01,0.00295,-0.01632,0.00556,-0.07529,0.0
4,4096,-19.49797,441.125,0.0,0.0,2.007554,-0.003118,3.374818,0.001211,1742,0.15368,0.625,0.98976,-0.01,0.00487,-0.01306,0.00588,-0.03783,-0.00072
5,5120,nan,nan,0.0,0.0,2.042527,-0.022721,0.751144,0.000987,1816,0.15276,0.0,0.0,-0.01,0.00577,-0.01153,0.00579,-0.01386,0.0
6,6144,-20.63558,262.0,0.0,0.0,2.067085,0.055049,13.314689,0.001968,2252,0.16304,1.0,0.99,-0.01,0.0046,-0.01153,0.00499,-0.14031,-0.00227
7,7168,-11.6401,382.5,0.0,0.0,2.011455,-0.000396,7.187239,0.000699,2061,0.14563,1.0,0.92308,-0.01,0.00478,-0.00943,0.00563,-0.07677,-0.00078
8,8192,-14.10625,346.66667,0.0,0.0,2.01701,-0.002811,0.741182,0.001545,2283,0.15088,0.66667,1.0,-0.01,0.00368,-0.01077,0.00516,-0.01195,-0.00088
9,9216,-14.08328,450.0,0.0,0.0,2.029763,-0.006808,0.165407,0.004474,2294,0.15625,0.5,0.96842,-0.01,0.00137,-0.00947,0.00512,-0.00436,0.0
10,10240,-5.94143,394.0,0.0,0.0,1.950559,-0.016706,1.762176,0.002918,1953,0.14365,0.5,0.93976,-0.01,0.00389,-0.00721,0.00585,-0.02582,-0.00036
11,11264,-12.00544,450.0,0.0,0.0,1.953126,-0.000613,7.006258,0.001198,2246,0.14912,0.5,0.93258,-0.01,0.00415,-0.00564,0.00472,-0.09557,0.0
12,12288,-14.52982,450.0,0.0,0.0,1.917249,0.006965,1.744919,0.002466,2266,0.13709,0.5,0.93506,-0.01,0.00314,-0.00393,0.0044,-0.02378,0.0
13,13312,-16.46485,450.0,0.0,0.0,1.924543,-0.005614,0.168996,0.003902,1991,0.1392,0.75,0.94853,-0.01,0.00395,-0.00505,0.00513,-0.00159,0.0
14,14336,-12.13435,390.5,0.0,0.0,1.960526,-0.052374,5.554741,0.002664,1794,0.13823,1.0,0.80882,-0.01,0.00465,-0.00248,0.00641,-0.07428,-0.00065
15,15360,-16.5931,394.66667,0.0,0.0,1.950058,-0.035535,1.040562,0.002706,2139,0.13885,0.66667,0.82278,-0.01,0.00399,-0.00179,0.00498,-0.02089,-0.00041
16,16384,-13.62534,343.5,0.0,0.0,1.942228,-0.000373,12.226039,0.001849,2235,0.13266,1.0,0.98276,-0.01,0.0051,-0.0045,0.00566,-0.14711,-0.00176
17,17408,-16.9365,363.0,0.0,0.0,1.953857,-0.002506,3.239885,0.001866,1935,0.12968,1.0,0.82051,-0.01,0.00427,-0.00452,0.00596,-0.03421,-0.00035
18,18432,-13.13836,271.75,0.0,0.0,1.932958,-0.000608,8.842905,0.002037,2142,0.13922,1.0,0.96296,-0.01,0.00563,-0.00079,0.00404,-0.11253,-0.00163
19,19456,-22.13335,318.5,0.0,0.0,1.876774,0.068201,10.59574,0.001298,2279,0.12858,1.0,0.91045,-0.01,0.00516,-0.00252,0.00468,-0.12594,-0.00137
20,20480,-14.91826,220.33333,0.0,0.0,1.860425,-0.031335,4.155364,0.000856,2246,0.12944,1.0,0.90476,-0.01,0.007,-0.00268,0.00517,-0.08882,-0.00265
21,21504,-9.34569,171.66667,0.0,0.0,1.863549,-0.001009,6.191236,0.001362,2389,0.12971,1.0,1.0,-0.01,0.00471,-0.00324,0.00487,-0.09472,-0.00141
22,22528,-18.45294,255.6,0.0,0.0,1.887093,-0.003036,4.264984,0.001775,2023,0.13254,1.0,0.92537,-0.01,0.00565,-0.00555,0.00538,-0.06198,-0.00153
