iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.377074,-0.008163,0.252108,0.005547,1.073785,0.069964,0.11155,-0.141922,0.248153,-0.882667,1.374489,4.0,0.0003,0,837,0.2772,0.37612,0.0,nan,0.0,0.0,,,-0.01,0.00507,-0.01467,-0.02449,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.354523,-0.004585,0.08733,0.002163,0.718706,0.011405,0.675591,-0.802664,1.144818,-1.438141,2.314496,4.0,0.0002999,0,866,0.26297,0.35649,0.0,nan,0.0,0.0,,,-0.01,0.00505,-0.01222,-0.0223,-0.00038,0.0
3,3072,nan,nan,0.0,0.0,2.201499,-0.006104,0.037892,0.005892,0.526627,0.078509,0.861905,-1.22341,2.253197,-1.791448,3.357932,4.0,0.0002998,0,881,0.24612,0.33773,0.0,nan,0.0,0.0,,,-0.01,0.00518,-0.01116,-0.02129,-0.00056,0.0
4,4096,-17.70175,450.0,0.0,0.0,2.148792,-0.004547,0.03995,0.003381,0.499534,0.018032,0.928689,-1.666564,3.319506,-2.187312,4.087031,4.0,0.00029969,8,861,0.2612,0.35308,1.0,nan,0.0,0.99277,,,-0.01,0.00456,-0.01019,-0.02274,-0.00362,0.0
5,5120,nan,nan,0.0,0.0,2.037938,-0.004715,0.037516,0.004565,0.393969,0.047607,0.937698,-2.253917,3.9623,-2.785359,4.731371,4.0,0.00029959,0,901,0.2947,0.39094,1.0,nan,0.0,0.0,,,-0.01,0.00666,-0.00979,-0.01898,-0.00594,0.0
6,6144,-11.21335,241.66667,0.0,0.0,1.614635,-0.003181,0.055576,0.002767,0.216162,0.014056,0.921253,-2.840024,4.58317,-3.258521,5.311078,4.0,0.00029949,3,960,0.32964,0.42109,0.72727,nan,1.0,1.0,,,-0.01,0.00394,-0.00894,-0.02764,-0.00681,-0.00817
7,7168,nan,nan,0.0,0.0,1.473579,-0.003639,0.020019,0.001738,0.22331,0.010289,0.958477,-3.281799,5.008617,-3.73537,5.839553,4.0,0.00029939,0,1016,0.36192,0.45881,0.72727,nan,0.0,0.0,,,-0.01,0.00652,-0.01033,-0.02731,-0.00243,0.0
8,8192,-14.99361,450.0,0.0,0.0,1.896067,-0.00334,0.014645,0.002844,0.221768,0.012695,0.964528,-4.171222,5.815979,-4.602037,6.798152,4.0,0.00029928,5,912,0.33507,0.41863,0.8125,nan,0.0,0.97537,,,-0.01,0.00475,-0.00623,-0.02399,-0.00049,0.0
9,9216,-11.07895,450.0,0.0,0.0,1.736806,-0.004841,0.009909,0.002471,0.217636,0.0256,0.980058,-4.083968,6.926933,-4.414425,7.739218,4.0,0.00029918,2,955,0.32498,0.40439,0.83333,nan,0.5,1.0,,,-0.01,0.006,-0.00603,-0.02404,-0.00243,0.0
10,10240,-14.97364,450.0,0.0,0.0,1.835978,-0.005241,0.006929,0.004209,0.225944,0.043004,0.980646,-4.286064,7.884214,-4.685969,8.944903,4.0,0.00029908,1,940,0.32331,0.40541,0.84211,nan,0.0,0.88462,,,-0.01,0.00517,-0.00419,-0.02838,-3e-05,0.0
11,11264,-13.95842,450.0,0.0,0.0,2.023079,-0.0046,0.00649,0.003283,0.247856,0.030378,0.985366,-4.873309,8.874861,-5.28934,9.824557,4.0,0.00029898,5,894,0.28958,0.37106,0.875,nan,0.0,0.95455,,,-0.01,0.00521,-0.00431,-0.02796,0.00036,0.0
12,12288,nan,nan,0.0,0.0,2.24967,-0.004782,0.004649,0.006035,0.250665,0.082171,0.986857,-5.490438,9.816583,-5.82293,10.885252,4.0,0.00029887,0,880,0.28553,0.35976,0.875,nan,0.0,0.0,,,-0.01,0.00639,-0.00285,-0.0234,-0.00062,0.0
13,13312,-13.48397,450.0,0.0,0.0,2.026064,-0.004348,0.005537,0.003709,0.24344,0.040527,0.989351,-5.385767,10.873494,-5.747233,11.816544,4.0,0.00029877,3,883,0.27427,0.35021,0.88889,nan,0.0,1.0,,,-0.01,0.00494,-0.00318,-0.02613,-0.00063,0.0
14,14336,nan,nan,0.0,0.0,1.802887,-0.00486,0.004014,0.002787,0.240967,0.023891,0.991091,-5.394328,11.868863,-5.733026,12.856176,4.0,0.00029867,0,934,0.25809,0.33835,0.88889,nan,0.0,0.0,,,-0.01,0.00465,-0.00195,-0.0276,-0.00166,0.0
15,15360,-14.39208,450.0,0.0,0.0,1.940767,-0.004666,0.004078,0.004597,0.293225,0.061907,0.992135,-6.113594,12.893839,-6.451619,13.856302,4.0,0.00029857,5,892,0.26419,0.33496,0.90625,nan,0.0,0.95082,,,-0.01,0.00483,-0.0024,-0.02951,0.0,0.0
16,16384,-14.46084,450.0,0.0,0.0,1.865348,-0.004853,0.003657,0.004409,0.252361,0.04541,0.99337,-6.045314,13.766603,-6.344425,14.678639,4.0,0.00029846,2,894,0.28139,0.34964,0.91176,nan,0.0,1.0,,,-0.01,0.005,-0.00229,-0.02808,-7e-05,0.0
17,17408,-13.69178,450.0,0.0,0.0,2.026032,-0.00439,0.002945,0.002763,0.23626,0.024554,0.994008,-6.464984,14.646839,-6.793457,15.583408,4.0,0.00029836,1,890,0.25547,0.32045,0.91429,nan,0.0,0.81818,,,-0.01,0.00493,-0.00218,-0.02613,-3e-05,0.0
18,18432,-13.70161,450.0,0.0,0.0,2.013695,-0.004617,0.002737,0.003213,0.229208,0.028495,0.995398,-6.828138,15.522003,-7.173538,16.329554,4.0,0.00029826,5,875,0.26528,0.34371,0.925,nan,0.0,0.94118,,,-0.01,0.00466,-0.00276,-0.02533,-0.00135,0.0
