iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,root_report_close_n,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_bunching,comp_terminal
1,1024,nan,nan,0.0,0.0,2.401801,-0.006951,0.40251,0.005607,1.436035,0.07952,-0.046216,0.974502,0.177509,0.318341,1.020966,4.0,0.0003,0,676,0.27372,0.36147,0.0,nan,0,0.0,0.0,,,-0.01,0.00404,-0.00882,-0.01831,0.0,-0.01034,0.0
2,2048,nan,nan,0.0,0.0,2.368958,-0.003691,0.140912,0.002466,0.847601,0.010603,0.589939,0.508673,0.689551,-0.077816,1.533555,4.0,0.00029988,0,691,0.25056,0.3351,0.0,nan,0,0.0,0.0,,,-0.01,0.00369,-0.00961,-0.01765,0.0,-0.00073,0.0
3,3072,-13.85905,375.0,0.0,0.0,2.320529,-0.004761,0.071578,0.004702,0.584142,0.053292,0.811233,-0.043062,1.438143,-0.56106,2.235941,4.0,0.00029975,8,680,0.24663,0.3302,1.0,nan,0,0.0,1.0,,,-0.01,0.00351,-0.00733,-0.01801,-0.00035,-0.00572,0.0
4,4096,nan,nan,0.0,0.0,2.37825,-0.004267,0.045242,0.004732,0.625744,0.046701,0.908384,-0.382578,2.253393,-0.984156,2.92591,4.0,0.00029963,0,681,0.27846,0.357,1.0,nan,0,0.0,0.0,,,-0.01,0.00388,-0.00683,-0.01788,0.0,-0.00585,0.0
5,5120,nan,nan,0.0,0.0,2.248083,-0.004065,0.029664,0.002806,0.34963,0.035086,0.944268,-1.223537,2.999205,-1.713889,3.624109,4.0,0.00029951,0,695,0.24964,0.33435,1.0,nan,0,0.0,0.0,,,-0.01,0.00393,-0.00559,-0.01671,-0.00239,-0.00056,0.0
6,6144,-12.01949,375.0,0.0,0.0,1.733157,-0.002295,0.02066,0.002447,0.234695,0.019113,0.967763,-1.644131,3.506411,-2.010643,3.904041,4.0,0.00029939,8,740,0.26007,0.36399,1.0,nan,0,0.0,1.0,,,-0.01,0.00525,-0.0055,-0.0156,-0.00635,-0.00883,0.0
7,7168,nan,nan,0.0,0.0,2.306627,-0.005967,0.018906,0.0056,0.270119,0.07809,0.961582,-1.830602,3.735052,-2.250931,4.335824,4.0,0.00029926,0,671,0.29946,0.37696,1.0,nan,0,0.0,0.0,,,-0.01,0.00807,-0.00406,-0.01558,-0.00335,-0.00213,0.0
8,8192,-9.89832,255.0,0.0,0.0,1.105425,-0.001539,0.031093,0.001458,0.202129,0.01008,0.957305,-2.479923,4.292715,-2.79863,4.214523,4.0,0.00029914,1,866,0.30966,0.42695,0.94118,nan,0,1.0,1.0,,,-0.01,0.00646,-0.00758,-0.00701,-0.01934,-0.00307,-0.00407
9,9216,-8.84078,353.0,0.0,0.0,1.296694,-0.003985,0.038496,0.003313,0.333803,0.056676,0.934232,-2.90406,4.013189,-3.078015,4.18694,4.0,0.00029902,7,818,0.36433,0.47004,0.79167,nan,0,0.57143,1.0,,,-0.01,0.00795,-0.00478,-0.01888,-0.00379,-0.01841,-0.01342
10,10240,10.50814,156.5,0.25,0.03571,1.816898,-0.002791,1.46555,0.004743,1.369695,0.052455,0.205706,-3.204289,3.923395,-2.172806,8.194171,4.0,0.00029889,4,721,0.32259,0.41823,0.67857,0.0,1,0.75,1.0,,,-0.01,0.00914,-0.00519,-0.01033,-0.01439,-0.00794,0.0808
