iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.371523,-0.009247,0.300281,0.00651,0.859659,0.070033,-0.010922,-0.406997,0.185748,-0.999365,1.390148,4.0,0.0003,0,596,0.26855,0.3644,0.0,nan,0.0,0.0,,,-0.01,0.00503,-0.00199,-0.02816,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.354751,-0.006165,0.105765,0.003111,0.683386,0.035749,0.679887,-0.891829,1.104376,-1.412388,2.126733,4.0,0.0002999,0,702,0.24437,0.33357,0.0,nan,0.0,0.0,,,-0.01,0.00496,-0.00426,-0.02199,-0.00114,0.0
3,3072,nan,nan,0.0,0.0,1.828117,-0.004545,0.061486,0.002734,0.656916,0.028704,0.896982,-1.162842,2.101353,-1.524375,2.590528,4.0,0.0002998,0,745,0.22595,0.32621,0.0,nan,0.0,0.0,,,-0.01,0.00507,-0.00575,-0.01197,-0.00631,0.0
4,4096,-12.87195,450.0,0.0,0.0,1.734334,-0.003573,0.060049,0.002135,0.519127,0.010219,0.908045,-1.662592,2.481569,-2.041658,2.891995,4.0,0.00029969,8,715,0.25083,0.34939,1.0,nan,0.375,0.73597,,,-0.01,0.00729,-0.00306,-0.01654,-0.00949,0.0
5,5120,-4.54344,131.5,0.0,0.0,1.484519,-0.004363,0.063455,0.00329,0.32174,0.038156,0.903111,-2.065819,2.738203,-2.420082,3.146585,4.0,0.00029959,2,730,0.24829,0.35324,0.8,nan,1.0,0.64706,,,-0.01,0.00903,-0.00242,-0.01757,-0.01284,-0.00597
6,6144,-7.00278,208.25,0.0,0.0,1.181697,-0.004211,0.058205,0.001912,0.258528,0.0241,0.891758,-2.687037,2.75753,-2.988364,2.950379,4.0,0.00029949,4,777,0.25597,0.35248,0.57143,nan,1.0,0.79121,,,-0.01,0.0083,-0.00492,-0.01383,-0.01619,-0.01469
7,7168,-6.3106,152.5,0.0,0.0,0.798341,-0.002122,0.030504,0.001098,0.196931,0.0113,0.924385,-3.130292,2.484244,-3.312534,2.642436,4.0,0.00029939,2,789,0.26613,0.35827,0.5,nan,1.0,0.77778,,,-0.01,0.00838,-0.01411,-0.01285,-0.01417,-0.01032
8,8192,-7.11573,368.0,0.0,0.0,1.499797,-0.00583,0.041756,0.002549,0.260071,0.029088,0.922491,-3.450762,2.894416,-3.710342,3.404365,4.0,0.00029928,5,766,0.23844,0.32727,0.52381,nan,0.8,0.84416,,,-0.01,0.00675,-0.00672,-0.0185,-0.00514,-0.00599
9,9216,-6.4501,300.25,0.0,0.0,1.176984,-0.003478,0.049524,0.003145,0.294923,0.032994,0.915808,-3.505514,3.139662,-3.695644,3.334651,4.0,0.00029918,4,772,0.23477,0.33308,0.48,nan,0.75,0.80723,,,-0.01,0.00709,-0.00403,-0.019,-0.0158,-0.01075
10,10240,-8.10208,244.0,0.0,0.0,1.282924,-0.004391,0.033458,0.003347,0.330117,0.048654,0.946268,-3.796638,3.400634,-3.928806,3.680614,4.0,0.00029908,2,790,0.25572,0.34221,0.44444,nan,1.0,0.9,,,-0.01,0.00921,-0.00359,-0.0201,-0.01191,-0.0066
