iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,root_report_close_n,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_bunching,comp_terminal
1,1024,nan,nan,0.0,0.0,2.497926,-0.007952,0.33968,0.006459,0.815075,0.098737,-0.075632,0.236958,0.177001,-0.401697,1.265867,4.0,0.0003,0,646,0.25488,0.36398,0.0,nan,0,0.0,0.0,,,-0.01,0.00536,-0.00455,-0.02234,0.0,-0.012,0.0
2,2048,nan,nan,0.0,0.0,2.348905,-0.002594,0.114124,0.000714,0.526309,0.001674,0.633937,-0.408043,0.906454,-0.892703,1.943648,4.0,0.0002999,0,673,0.22817,0.33118,0.0,nan,0,0.0,0.0,,,-0.01,0.00458,-0.00028,-0.0225,-0.00277,-0.00017,0.0
3,3072,nan,nan,0.0,0.0,1.963232,-0.004234,0.0606,0.00171,0.335009,0.00722,0.852376,-1.044992,2.010979,-1.538163,2.8361,4.0,0.0002998,0,714,0.23252,0.34516,0.0,nan,0,0.0,0.0,,,-0.01,0.00336,-0.00211,-0.0229,-0.00277,-0.00068,0.0
4,4096,-14.9739,450.0,0.0,0.0,2.048439,-0.004784,0.045561,0.003586,0.261945,0.042271,0.904783,-1.532353,2.614082,-1.952278,3.361929,4.0,0.00029969,8,679,0.23609,0.35281,1.0,nan,0,0.25,0.72008,,,-0.01,0.00567,-0.0055,-0.02311,-0.00318,-0.01188,0.0
5,5120,nan,nan,0.0,0.0,1.923673,-0.004729,0.034704,0.003792,0.279349,0.056327,0.945377,-1.450615,3.355361,-1.756422,3.855631,4.0,0.00029959,0,676,0.23886,0.35578,1.0,nan,0,0.0,0.0,,,-0.01,0.0069,-0.00326,-0.01406,-0.01062,-0.00058,0.0
6,6144,-9.75992,259.5,0.0,0.0,1.299874,-0.003538,0.061519,0.002502,0.355845,0.030448,0.908285,-1.792109,3.511453,-2.091325,3.679915,4.0,0.00029949,6,762,0.24673,0.37638,0.57143,nan,0,1.0,0.81119,,,-0.01,0.00848,-0.00669,-0.02039,-0.01136,-0.01184,-0.02157
7,7168,-8.67498,273.5,0.0,0.0,1.592451,-0.004006,0.059165,0.002738,0.389827,0.027727,0.910606,-2.152878,3.57989,-2.503561,3.787761,4.0,0.00029939,4,723,0.24269,0.36955,0.44444,nan,0,1.0,0.74747,,,-0.01,0.00752,-0.00107,-0.0157,-0.01514,-0.00472,-0.01186
8,8192,-9.01233,251.5,0.0,0.0,1.277874,-0.002825,0.041658,0.001993,0.279914,0.02138,0.925164,-2.475131,3.399227,-2.725811,3.70963,4.0,0.00029928,2,783,0.25971,0.39264,0.4,nan,0,1.0,0.83721,,,-0.01,0.00721,-0.00172,-0.02072,-0.01281,-0.00231,-0.00716
9,9216,-7.74919,232.83333,0.0,0.0,1.251284,-0.003235,0.049333,0.002189,0.218051,0.027623,0.906814,-2.686426,3.511241,-2.914434,3.69047,4.0,0.00029918,6,784,0.24709,0.3762,0.34615,nan,0,1.0,0.73034,,,-0.01,0.00831,-0.00322,-0.01851,-0.01664,-0.00497,-0.01811
10,10240,-7.43134,230.6,0.0,0.0,1.510445,-0.004667,0.045344,0.002513,0.237859,0.028983,0.913956,-3.120183,3.559626,-3.384882,3.678413,4.0,0.00029908,5,733,0.24587,0.37011,0.32258,nan,0,1.0,0.72289,,,-0.01,0.00811,-0.00125,-0.02032,-0.01815,-0.0057,-0.01216
11,11264,-6.20687,126.5,0.0,0.0,1.231476,-0.003577,0.03917,0.001877,0.245001,0.027727,0.907976,-3.193579,3.178209,-3.4056,3.40734,4.0,0.00029898,2,793,0.28646,0.41974,0.30303,nan,0,1.0,0.66667,,,-0.01,0.00724,-0.00387,-0.0225,-0.01439,-0.00573,-0.00733
12,12288,-9.73796,338.25,0.0,0.0,1.28652,-0.004516,0.020413,0.002614,0.25667,0.02989,0.951455,-3.317856,3.329982,-3.523537,3.795251,4.0,0.00029887,4,790,0.30655,0.42965,0.32432,nan,0,1.0,0.81522,,,-0.01,0.00751,-0.00526,-0.02411,-0.00388,-0.00612,-0.00684
13,13312,-9.50439,450.0,0.0,0.0,1.006703,-0.002864,0.032317,0.002037,0.229791,0.021101,0.928921,-3.047095,3.348771,-3.270147,3.656586,4.0,0.00029877,1,860,0.3092,0.4652,0.34211,nan,0,1.0,0.55556,,,-0.01,0.00587,-0.00326,-0.02081,-0.01161,-0.01277,0.0
