iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.338041,-0.008745,0.305225,0.008521,0.917306,0.123535,-0.005414,-0.22342,0.185765,-0.944687,1.281186,4.0,0.0003,0,856,0.2666,0.35617,0.0,nan,0.0,0.0,,,-0.01,0.00503,-0.0135,-0.02399,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.303155,-0.005047,0.093436,0.002061,0.760679,0.016706,0.648937,-0.794869,0.954447,-1.391827,2.061546,4.0,0.0002999,0,864,0.23996,0.32603,0.0,nan,0.0,0.0,,,-0.01,0.0045,-0.01026,-0.02103,0.0,0.0
3,3072,-14.31463,375.0,0.0,0.0,2.250047,-0.003702,0.055718,0.003379,0.499168,0.032122,0.858112,-1.223231,2.0705,-1.756702,2.993774,4.0,0.0002998,8,837,0.24195,0.32549,1.0,nan,0.0,0.99758,,,-0.01,0.00467,-0.00861,-0.01973,-0.00197,0.0
4,4096,nan,nan,0.0,0.0,2.312279,-0.004556,0.032232,0.004653,0.287815,0.050014,0.91028,-1.992754,2.911904,-2.554468,3.868622,4.0,0.00029969,0,845,0.2739,0.35785,1.0,nan,0.0,0.0,,,-0.01,0.00733,-0.00989,-0.02139,-0.00128,0.0
5,5120,-9.44689,208.0,0.0,0.0,1.719149,-0.003263,0.081646,0.002983,0.265552,0.021798,0.896476,-2.817732,3.841923,-3.280901,4.158126,4.0,0.00029959,3,915,0.2698,0.36293,0.72727,nan,1.0,0.98361,,,-0.01,0.0066,-0.00989,-0.01586,-0.01303,-0.00792
6,6144,-10.2588,353.2,0.0,0.0,1.612699,-0.005128,0.021929,0.003707,0.260342,0.057059,0.953642,-3.308323,3.667333,-3.656168,4.232557,4.0,0.00029949,5,929,0.2584,0.34219,0.75,nan,0.4,0.99387,,,-0.01,0.00525,-0.00567,-0.02338,-0.00451,-0.00273
7,7168,-11.62299,325.0,0.0,0.0,1.707382,-0.005557,0.041341,0.004865,0.332663,0.080776,0.937558,-3.621259,4.273751,-3.963828,4.9091,4.0,0.00029939,2,918,0.28046,0.36901,0.66667,nan,1.0,0.93333,,,-0.01,0.00637,-0.00624,-0.02202,-0.0061,-0.00512
8,8192,-10.82499,315.75,0.0,0.0,1.257292,-0.004203,0.04802,0.00371,0.320778,0.051583,0.927161,-4.017567,4.645454,-4.128482,4.794865,4.0,0.00029928,4,974,0.26749,0.35585,0.54545,nan,1.0,0.9589,,,-0.01,0.00789,-0.00525,-0.0157,-0.01605,-0.01356
9,9216,-9.43518,276.5,0.0,0.0,1.68132,-0.003029,0.056729,0.00278,0.388968,0.023926,0.920269,-4.344291,4.862641,-4.550218,5.215866,4.0,0.00029918,4,906,0.26531,0.34724,0.46154,nan,1.0,1.0,,,-0.01,0.01042,-0.00389,-0.02141,-0.01177,-0.01043
10,10240,-6.90446,166.42857,0.0,0.0,1.713137,-0.003775,0.059131,0.00412,0.341526,0.041469,0.899447,-4.356005,4.808755,-4.406799,4.971663,4.0,0.00029908,7,889,0.23646,0.31906,0.36364,nan,1.0,1.0,,,-0.01,0.00967,-0.00378,-0.01843,-0.01616,-0.01764
11,11264,-6.7462,150.16667,0.0,0.0,1.431656,-0.005329,0.036596,0.00391,0.340726,0.048479,0.934977,-3.900242,4.657603,-3.983527,4.79855,4.0,0.00029898,6,923,0.22776,0.31149,0.30769,nan,1.0,0.96296,,,-0.01,0.00968,-0.00315,-0.02147,-0.0188,-0.01758
12,12288,-6.3584,144.4,0.0,0.0,1.396297,-0.005411,0.031212,0.004212,0.32887,0.068324,0.93786,-3.959964,4.445625,-4.045997,4.622718,4.0,0.00029887,5,944,0.25312,0.31462,0.27273,nan,1.0,0.95,,,-0.01,0.0107,-0.00301,-0.02268,-0.01687,-0.01505
13,13312,-6.34924,197.28571,0.0,0.0,1.596974,-0.004296,0.031523,0.003576,0.259898,0.049595,0.934491,-4.123953,4.578546,-4.085481,4.569502,4.0,0.00029877,7,903,0.25805,0.33138,0.2549,nan,1.0,1.0,,,-0.01,0.01098,-0.00204,-0.01659,-0.01754,-0.01592
14,14336,-5.79368,136.1,0.0,0.0,1.512365,-0.004613,0.028398,0.003953,0.299996,0.067592,0.936376,-3.999805,4.328817,-3.934681,4.395368,4.0,0.00029867,10,904,0.26746,0.34817,0.21311,nan,1.0,1.0,,,-0.01,0.01245,-0.00224,-0.02015,-0.01913,-0.0277
15,15360,-5.74624,122.0,0.0,0.0,1.600351,-0.004648,0.026438,0.004441,0.333847,0.05692,0.935879,-4.005439,4.168074,-3.90098,4.19426,4.0,0.00029857,6,906,0.2514,0.32694,0.19403,nan,1.0,1.0,,,-0.01,0.01166,-0.00231,-0.01659,-0.0173,-0.01563
16,16384,4.53866,128.71429,0.14286,0.01351,1.520777,-0.003824,1.024072,0.005157,0.989349,0.092215,0.277885,-3.774019,4.156479,-2.645156,8.173389,4.0,0.00029846,7,924,0.26589,0.3488,0.17568,0.0,0.85714,1.0,,,-0.01,0.0121,-0.0028,-0.0199,-0.01813,0.07854
