iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,-5.13654,76.85714,0.0,0.0,1.872218,-0.004138,0.43628,0.000886,0.50605,0.0,0.042339,-0.017589,0.231182,-0.84717,0.833053,4.0,0.0001,7,1319,0.35863,0.47445,0.0,1.0,1.0,0.37542,3.63934,-0.01,0.01238,-0.0156,-0.01386,-0.01878,-0.01693
2,2048,-5.2893,89.36364,0.0,0.0,1.437965,-0.00227,0.287757,0.000543,0.902464,0.000183,0.286316,-0.927485,0.318851,-1.619779,0.854661,4.0,9.997e-05,11,1422,0.36048,0.47974,0.0,1.0,1.0,0.36524,3.76873,-0.01,0.00927,-0.01443,-0.0147,-0.02547,-0.03396
3,3072,-5.58802,125.66667,0.0,0.0,1.387167,-0.002529,0.194965,0.000576,0.847577,0.0,0.430644,-1.481208,0.410963,-2.047723,0.867051,4.0,9.993e-05,6,1305,0.35041,0.44698,0.04167,1.0,0.9697,0.43365,3.50213,-0.01,0.00424,-0.01926,-0.0125,-0.01681,-0.01577
4,4096,-5.34935,113.8,0.0,0.0,0.961148,-0.002442,0.150049,0.000695,0.560549,0.001892,0.527111,-2.036813,0.509677,-2.436562,0.938578,4.0,9.99e-05,5,1433,0.29038,0.38771,0.03448,1.0,1.0,0.30744,5.55836,-0.01,-0.00648,-0.01576,-0.00868,-0.01952,-0.02175
5,5120,-7.51823,227.0,0.0,0.0,1.023675,-0.001641,0.12367,0.000385,0.371664,0.00061,0.651109,-2.457031,0.662437,-2.762108,1.102513,4.0,9.986e-05,5,1448,0.28687,0.36061,0.08824,1.0,1.0,0.29817,4.32386,-0.01,-0.00636,-0.01118,-0.01279,-0.0099,-0.01212
6,6144,-6.28102,168.42857,0.0,0.0,1.283507,-0.003194,0.139234,0.000974,0.381429,0.004456,0.608574,-2.956657,0.825052,-3.250094,1.131696,4.0,9.983e-05,7,1390,0.34188,0.44071,0.12195,1.0,1.0,0.34156,3.52641,-0.01,0.00385,-0.01314,-0.0113,-0.01724,-0.01682
7,7168,-5.44495,146.18182,0.0,0.0,1.232016,-0.00214,0.106868,0.000924,0.419639,0.008972,0.686084,-3.198152,0.886413,-3.273694,1.105356,4.0,9.98e-05,11,1360,0.31641,0.40321,0.13462,1.0,1.0,0.33082,3.27821,-0.01,0.00713,-0.00451,-0.01041,-0.02007,-0.03125
8,8192,-3.97174,72.5,0.0,0.0,1.354358,-0.005692,0.129689,0.002928,0.434645,0.03656,0.682034,-3.307919,0.954892,-3.44365,1.250185,4.0,9.976e-05,6,1357,0.32132,0.39498,0.12069,1.0,1.0,0.23432,4.34896,-0.01,0.00206,-0.00504,-0.01475,-0.01324,-0.01881
9,9216,3.99406,138.375,0.125,0.01515,1.241343,-0.002429,3.538486,0.001906,2.262907,0.032043,0.004445,-3.3941,1.054676,-2.417965,6.58684,4.0,9.973e-05,8,1357,0.27861,0.35282,0.12121,1.0,1.0,0.33084,4.0146,-0.01,0.00101,-0.00215,-0.01648,-0.0084,0.0862
10,10240,-5.73163,175.75,0.0,0.01351,1.337563,-0.002243,0.066929,0.00115,0.563662,0.003235,0.7363,-2.195193,1.632604,-2.40933,1.722171,4.0,9.969e-05,8,1258,0.25404,0.33218,0.13514,1.0,0.97143,0.23158,4.88859,-0.01,0.00172,-0.00211,-0.01564,-0.0055,-0.01848
