iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,nan,nan,0.0,0.0,2.394362,-0.008745,0.362613,0.005078,1.3934,0.054513,-0.03502,-0.76903,0.257019,-1.299565,1.190459,4.0,0.0003,0,844,0.28683,0.38811,0.0,nan,0.0,0.0,,,-0.01,0.00494,-0.00472,-0.02362,0.0,0.0
2,2048,nan,nan,0.0,0.0,2.20687,-0.00432,0.166277,0.001662,0.743786,0.013916,0.552641,-1.339394,0.752494,-1.866107,1.761538,4.0,0.0002999,0,866,0.23153,0.33199,0.0,nan,0.0,0.0,,,-0.01,0.00459,-0.00337,-0.02271,-0.00316,0.0
3,3072,-11.08482,308.0,0.0,0.0,1.869005,-0.004621,0.085104,0.003136,0.464046,0.038958,0.813813,-1.56014,1.685846,-2.023088,2.534538,4.0,0.0002998,1,901,0.2467,0.35323,0.0,nan,1.0,0.675,,,-0.01,0.00373,-0.00666,-0.02206,-0.00336,-0.00247
4,4096,-14.1992,450.0,0.0,0.0,2.114541,-0.004951,0.054648,0.003346,0.352409,0.043422,0.88817,-2.146388,2.518635,-2.493248,3.393416,4.0,0.00029969,7,854,0.24731,0.34338,0.875,nan,0.14286,0.7573,,,-0.01,0.00618,-0.00265,-0.0259,-0.00028,0.0
5,5120,nan,nan,0.0,0.0,1.907845,-0.003745,0.035436,0.003382,0.303752,0.034459,0.940634,-2.059163,3.44081,-2.348366,4.13522,4.0,0.00029959,0,871,0.27078,0.37045,0.875,nan,0.0,0.0,,,-0.01,0.00677,-0.00308,-0.01723,-0.00593,0.0
6,6144,-10.02596,344.0,0.0,0.0,1.029705,-0.002941,0.053337,0.002241,0.234169,0.023507,0.928071,-2.52876,3.710339,-2.81601,3.953825,4.0,0.00029949,3,1005,0.28096,0.3922,0.72727,nan,0.66667,0.725,,,-0.01,0.00633,-0.00834,-0.01967,-0.00961,-0.0084
7,7168,-9.90273,418.0,0.0,0.0,1.129743,-0.002575,0.037506,0.001291,0.22201,0.003697,0.940588,-2.927053,3.648494,-3.05584,3.852171,4.0,0.00029939,3,990,0.2285,0.32828,0.57143,nan,1.0,0.80315,,,-0.01,0.0078,-0.00361,-0.01912,-0.01103,-0.01158
8,8192,-7.94243,306.5,0.0,0.0,1.262985,-0.002969,0.032792,0.001937,0.226758,0.013916,0.946316,-3.146809,3.828756,-3.372805,3.869936,4.0,0.00029928,4,922,0.2417,0.35232,0.55556,nan,0.75,0.76378,,,-0.01,0.01085,-0.00407,-0.01584,-0.01915,-0.00715
9,9216,-6.20876,209.6,0.0,0.0,1.099497,-0.004511,0.048537,0.002865,0.251912,0.044224,0.914796,-3.196815,3.614812,-3.341453,3.909537,4.0,0.00029918,5,970,0.25761,0.36994,0.43478,nan,1.0,0.77108,,,-0.01,0.00865,-0.00743,-0.01983,-0.0108,-0.01956
10,10240,-5.85871,319.0,0.0,0.0,0.910397,-0.004788,0.035537,0.0019,0.248456,0.027448,0.924132,-3.516522,3.439293,-3.661324,3.494418,4.0,0.00029908,2,1008,0.26014,0.3785,0.44,nan,0.5,0.81132,,,-0.01,0.01008,-0.00825,-0.01703,-0.01861,-0.00462
11,11264,-6.31318,224.25,0.0,0.0,0.905156,-0.006123,0.025751,0.003249,0.262251,0.053676,0.942415,-3.573072,3.26133,-3.718407,3.527498,4.0,0.00029898,4,1017,0.26399,0.34288,0.41379,nan,1.0,0.86111,,,-0.01,0.0074,-0.00677,-0.01869,-0.01118,-0.01336
12,12288,-5.79117,368.75,0.0,0.0,0.852008,-0.003542,0.021521,0.00108,0.209433,0.007464,0.949119,-3.826945,3.354065,-3.874156,3.396494,4.0,0.00029887,4,1023,0.25549,0.35147,0.45455,nan,1.0,0.84259,,,-0.01,0.00716,-0.00587,-0.01568,-0.01196,-0.00473
13,13312,-6.13295,199.4,0.0,0.0,0.98786,-0.00588,0.034477,0.002906,0.264748,0.043457,0.929752,-3.766365,3.601406,-3.790198,3.678458,4.0,0.00029877,5,985,0.26729,0.37092,0.42105,nan,1.0,0.94,,,-0.01,0.00932,-0.00519,-0.01896,-0.0212,-0.01649
14,14336,8.30835,247.8,0.2,0.02326,1.172144,-0.002589,1.564016,0.001118,0.935366,0.010812,0.212655,-3.715637,3.734174,-2.437976,8.237345,4.0,0.00029867,5,945,0.27004,0.36548,0.4186,0.0,0.8,0.69663,,,-0.01,0.00855,-0.005,-0.01866,-0.01068,0.11643
15,15360,-6.7216,240.33333,0.0,0.02174,0.980008,-0.003784,0.041504,0.002856,0.36589,0.030099,0.922277,-2.556492,3.922382,-2.812096,4.043597,4.0,0.00029857,3,985,0.28803,0.38821,0.41304,0.0,0.66667,0.8,,,-0.01,0.00741,-0.00638,-0.01887,-0.01726,-0.00855
16,16384,-6.00491,237.5,0.0,0.02,0.908602,-0.005239,0.023339,0.002374,0.238182,0.026751,0.937697,-3.107988,3.761964,-3.142618,3.83149,4.0,0.00029846,4,994,0.23716,0.32413,0.4,0.0,0.75,0.79592,,,-0.01,0.00803,-0.00613,-0.01494,-0.00964,-0.01348
