iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,-1.51294,17.9434,0.0,0.0,2.117486,-0.091382,0.494508,0.007101,1514,-0.01,0.02498,0.02392,-0.00011,-0.10679,-0.03652
2,2048,-1.45192,17.50847,0.0,0.0,2.128069,-0.005134,0.271888,0.002261,1603,-0.01,0.02745,0.02466,0.00041,-0.11117,-0.04182
3,3072,-1.3703,17.98246,0.0,0.0,2.085971,-0.007062,0.247668,0.005288,1625,-0.01,0.0295,0.02604,0.00051,-0.10681,-0.04254
4,4096,-1.35841,17.0,0.0,0.0,2.068782,-0.023616,0.258511,0.00479,1528,-0.01,0.03019,0.02767,-0.00058,-0.11085,-0.0401
5,5120,-1.37425,19.48148,0.0,0.0,2.032462,0.00645,0.271709,0.005382,1621,-0.01,0.02975,0.02324,-0.0005,-0.10077,-0.04008
6,6144,-1.2522,19.09434,0.0,0.0,1.952517,-0.006384,0.27117,0.006694,1612,-0.01,0.02797,0.02511,0.00064,-0.08943,-0.03719
7,7168,-1.29028,17.87931,0.0,0.0,1.882352,-0.00615,0.27489,0.004064,1529,-0.01,0.02917,0.02617,-0.00047,-0.10126,-0.03944
8,8192,-0.76681,18.52727,0.01818,0.01,1.804212,0.046741,3.078032,0.002294,1607,-0.01,0.0312,0.027,0.00022,-0.09008,-0.01571
9,9216,-0.687,18.23636,0.01818,0.02,1.731509,0.019054,4.615603,0.001512,1562,-0.01,0.03184,0.02706,0.00072,-0.09556,-0.00456
10,10240,-1.08431,18.83673,0.0,0.01,1.714577,-0.054053,0.494933,0.00551,1737,-0.01,0.03051,0.02404,0.0004,-0.08292,-0.03772
11,11264,-0.81719,18.5,0.02,0.01,1.606779,-0.001098,2.288753,0.0014,1709,-0.01,0.03157,0.02715,0.00051,-0.08568,-0.02314
12,12288,-1.06674,23.55769,0.0,0.01,1.502362,-0.007748,0.378224,0.006032,1625,-0.01,0.031,0.02552,0.00086,-0.07943,-0.0386
13,13312,-0.99202,19.2766,0.0,0.0,1.504191,0.030874,0.299197,0.008074,1754,-0.01,0.03,0.02186,0.00187,-0.06997,-0.03533
14,14336,1.53502,31.16216,0.16216,0.06,1.499488,-0.091624,30.503251,0.006027,1803,-0.01,0.03159,0.01924,0.00043,-0.03956,0.07872
15,15360,-0.76258,19.72,0.02,0.07,1.515776,0.062445,2.099964,0.001463,1630,-0.01,0.03142,0.02573,0.00076,-0.07837,-0.02308
16,16384,0.62702,21.20408,0.06122,0.04,1.473783,-0.064339,18.977361,0.001403,1599,-0.01,0.03262,0.02377,0.00069,-0.05128,0.04739
17,17408,-0.48296,19.48837,0.02326,0.04,1.525198,-0.000244,1.382407,0.00056,1820,-0.01,0.03034,0.02267,0.00059,-0.05145,-0.01841
18,18432,2.01081,29.15,0.175,0.1,1.495812,0.062782,14.951285,0.001953,1869,-0.01,0.03013,0.02089,0.0002,-0.03689,0.10684
19,19456,0.4497,20.07692,0.07692,0.1,1.486151,-0.003361,10.115772,0.002811,1910,-0.01,0.02981,0.02214,0.00123,-0.05481,0.03855
20,20480,1.07049,31.55263,0.07895,0.09,1.517657,-0.00201,13.412019,0.001958,1868,-0.01,0.02973,0.02171,-3e-05,-0.03917,0.06396
21,21504,2.07962,22.75,0.14286,0.09,1.578085,-0.001971,12.465322,0.000817,2000,-0.01,0.02442,0.01465,-0.00022,-0.02555,0.07976
22,22528,1.21647,36.53659,0.12195,0.1,1.523077,-0.002389,11.710423,0.001696,1772,-0.01,0.0272,0.02071,0.00045,-0.03936,0.07021
23,23552,2.96937,22.02128,0.21277,0.17,1.480705,0.015546,27.679019,0.003092,1736,-0.01,0.03264,0.02609,0.00105,-0.02729,0.17424
24,24576,3.5379,21.12766,0.21277,0.2,1.49494,-0.00029,27.64355,0.000724,1700,-0.01,0.03361,0.02324,0.0017,-0.0327,0.20721
25,25600,1.7766,23.02381,0.11905,0.16,1.43779,0.110682,16.829951,0.001451,1800,-0.01,0.0298,0.02114,0.00062,-0.02719,0.09657
26,26624,3.73661,24.93548,0.19355,0.18,1.504014,-0.000453,22.527538,0.00038,1988,-0.01,0.03016,0.01708,0.00052,-0.01711,0.16526
27,27648,4.77676,29.80435,0.28261,0.23,1.497568,-0.037235,33.34368,0.00258,1729,-0.01,0.03027,0.0217,-0.00026,-0.01973,0.28271
28,28672,5.56175,21.85106,0.2766,0.27,1.570585,0.004332,45.080969,0.000777,1667,-0.01,0.03415,0.02302,0.00132,-0.0215,0.31585
29,29696,4.57675,21.45,0.25,0.28,1.526328,-0.002646,32.018292,0.001039,1806,-0.01,0.03029,0.02018,0.00064,-0.0227,0.23599
30,30720,4.01279,28.86486,0.21622,0.24,1.480357,-0.001107,23.577973,0.001165,1891,-0.01,0.0312,0.01681,-0.00076,-0.02304,0.19802
31,31744,3.04105,31.86207,0.2069,0.22,1.519817,0.064251,15.201945,0.001172,1935,-0.01,0.02387,0.01165,0.00028,-0.01166,0.10618
