iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
1,1024,-4.87431,80.33333,0.0,0.0,2.02043,-0.014845,0.248238,0.006626,1695,-0.01,0.00084,-0.04505,-0.00085,-0.0103,-0.0033
2,2048,-7.94889,135.66667,0.0,0.0,2.031724,-0.071041,0.153593,0.002384,1890,-0.01,0.00198,-0.03182,-0.00033,-0.01268,-0.00311
3,3072,-5.2817,137.5,0.0,0.0,2.002271,-0.014984,0.128609,0.008472,1964,-0.01,0.004,-0.02115,-0.00061,-0.01355,-0.00384
4,4096,-2.93665,77.14286,0.0,0.0,1.947116,-0.054081,0.119745,0.008559,1997,-0.01,0.00679,-0.00841,-0.00057,-0.0246,-0.00961
5,5120,-1.02256,63.21053,0.05263,0.01818,1.934581,-0.006653,2.493645,0.001992,1847,-0.01,0.00891,-0.00028,0.00015,-0.0246,0.00803
6,6144,-1.98593,58.8125,0.0,0.01408,1.873405,0.041319,0.182377,0.010254,1803,-0.01,0.00825,-0.00443,-0.00018,-0.02333,-0.00994
7,7168,1.73754,57.46667,0.2,0.04651,1.863398,-0.000639,8.835468,0.00338,1949,-0.01,0.00866,0.00121,-0.00048,-0.02022,0.0555
8,8192,0.21151,66.77778,0.05556,0.05,1.841949,-0.001875,5.311151,0.002014,2065,-0.01,0.00802,-0.00161,0.0002,-0.02723,0.0335
9,9216,-2.24028,63.38462,0.0,0.05,1.839535,-0.00276,0.483977,0.001233,2163,-0.01,0.00569,-0.00717,-0.00087,-0.02546,-0.01067
10,10240,-1.98611,77.84615,0.0,0.05,1.728377,0.117048,0.281547,0.006887,1980,-0.01,0.00718,-0.00183,-0.00052,-0.02305,-0.00773
11,11264,-0.80227,63.26316,0.10526,0.06,1.710222,-0.000891,3.61677,0.000772,1957,-0.01,0.00918,-0.00228,5e-05,-0.02477,0.01204
12,12288,1.37441,60.63636,0.18182,0.08,1.709271,-0.004475,4.964371,0.002274,2052,-0.01,0.00771,-3e-05,-0.00077,-0.01285,0.03786
13,13312,-0.37734,120.44444,0.11111,0.09,1.729677,-0.004574,1.710103,0.002305,2557,-0.01,0.00757,-0.00776,0.00134,-0.00942,0.00978
14,14336,0.25076,78.5,0.125,0.08,1.704636,0.062342,3.14758,0.003642,1914,-0.01,0.00847,0.00042,0.00054,-0.01179,0.02197
15,15360,3.83003,65.09091,0.18182,0.09,1.731121,-0.000498,7.393439,0.001125,2122,-0.01,0.00715,-0.00338,7e-05,-0.01019,0.07592
16,16384,3.7118,100.23077,0.30769,0.13,1.728251,-0.000459,7.385738,0.000793,2254,-0.01,0.00869,-0.00319,0.00077,-0.00856,0.08843
17,17408,1.60173,74.92857,0.14286,0.15,1.723806,0.017701,4.142861,0.002629,2040,-0.01,0.01014,-0.00179,0.00035,-0.01236,0.0463
